index orbit1 orbit2 r3 r2 r1 tau
454 1 1 0 1 9 12
455 1 1 0 1 9 13
456 1 1 0 1 9 14
457 1 1 0 1 9 15
458 1 1 0 1 9 16
459 1 1 0 1 9 17
460 1 1 0 1 9 18
461 1 1 0 1 9 19
462 1 1 0 1 9 20
463 1 1 0 1 10 0
464 1 1 0 1 10 1
465 1 1 0 1 10 2
466 1 1 0 1 10 3
467 1 1 0 1 10 4
468 1 1 0 1 10 5
469 1 1 0 1 10 6
470 1 1 0 1 10 7
471 1 1 0 1 10 8
472 1 1 0 1 10 9
473 1 1 0 1 10 10
474 1 1 0 1 10 11
475 1 1 0 1 10 12
476 1 1 0 1 10 13
477 1 1 0 1 10 14
478 1 1 0 1 10 15
479 1 1 0 1 10 16
480 1 1 0 1 10 17
481 1 1 0 1 10 18
482 1 1 0 1 10 19
483 1 1 0 1 10 20
484 1 1 0 1 11 0
485 1 1 0 1 11 1
486 1 1 0 1 11 2
487 1 1 0 1 11 3
488 1 1 0 1 11 4
489 1 1 0 1 11 5
490 1 1 0 1 11 6
491 1 1 0 1 11 7
492 1 1 0 1 11 8
493 1 1 0 1 11 9
494 1 1 0 1 11 10
495 1 1 0 1 11 11
496 1 1 0 1 11 12
497 1 1 0 1 11 13
498 1 1 0 1 11 14
499 1 1 0 1 11 15
500 1 1 0 1 11 16
501 1 1 0 1 11 17
502 1 1 0 1 11 18
503 1 1 0 1 11 19
504 1 1 0 1 11 20
505 1 1 0 2 0 0
506 1 1 0 2 0 1
507 1 1 0 2 0 2
508 1 1 0 2 0 3
509 1 1 0 2 0 4
510 1 1 0 2 0 5
511 1 1 0 2 0 6
512 1 1 0 2 0 7
513 1 1 0 2 0 8
514 1 1 0 2 0 9
515 1 1 0 2 0 10
516 1 1 0 2 0 11
517 1 1 0 2 0 12
518 1 1 0 2 0 13
519 1 1 0 2 0 14
520 1 1 0 2 0 15
521 1 1 0 2 0 16
522 1 1 0 2 0 17
523 1 1 0 2 0 18
524 1 1 0 2 0 19
525 1 1 0 2 0 20
526 1 1 0 2 1 0
527 1 1 0 2 1 1
528 1 1 0 2 1 2
529 1 1 0 2 1 3
530 1 1 0 2 1 4
531 1 1 0 2 1 5
532 1 1 0 2 1 6
533 1 1 0 2 1 7
534 1 1 0 2 1 8
535 1 1 0 2 1 9
536 1 1 0 2 1 10
537 1 1 0 2 1 11
538 1 1 0 2 1 12
539 1 1 0 2 1 13
540 1 1 0 2 1 14
541 1 1 0 2 1 15
542 1 1 0 2 1 16
543 1 1 0 2 1 17
544 1 1 0 2 1 18
545 1 1 0 2 1 19
546 1 1 0 2 1 20
547 1 1 0 2 2 0
548 1 1 0 2 2 1
549 1 1 0 2 2 2
550 1 1 0 2 2 3
551 1 1 0 2 2 4
552 1 1 0 2 2 5
553 1 1 0 2 2 6
554 1 1 0 2 2 7
555 1 1 0 2 2 8
556 1 1 0 2 2 9
557 1 1 0 2 2 10
558 1 1 0 2 2 11
559 1 1 0 2 2 12
560 1 1 0 2 2 13
561 1 1 0 2 2 14
562 1 1 0 2 2 15
563 1 1 0 2 2 16
564 1 1 0 2 2 17
565 1 1 0 2 2 18
566 1 1 0 2 2 19
567 1 1 0 2 2 20
568 1 1 0 2 3 0
569 1 1 0 2 3 1
570 1 1 0 2 3 2
571 1 1 0 2 3 3
572 1 1 0 2 3 4
573 1 1 0 2 3 5
574 1 1 0 2 3 6
575 1 1 0 2 3 7
576 1 1 0 2 3 8
577 1 1 0 2 3 9
578 1 1 0 2 3 10
579 1 1 0 2 3 11
580 1 1 0 2 3 12
581 1 1 0 2 3 13
582 1 1 0 2 3 14
583 1 1 0 2 3 15
584 1 1 0 2 3 16
585 1 1 0 2 3 17
586 1 1 0 2 3 18
587 1 1 0 2 3 19
588 1 1 0 2 3 20
589 1 1 0 2 4 0
590 1 1 0 2 4 1
591 1 1 0 2 4 2
592 1 1 0 2 4 3
593 1 1 0 2 4 4
594 1 1 0 2 4 5
595 1 1 0 2 4 6
596 1 1 0 2 4 7
597 1 1 0 2 4 8
598 1 1 0 2 4 9
599 1 1 0 2 4 10
600 1 1 0 2 4 11
601 1 1 0 2 4 12
602 1 1 0 2 4 13
603 1 1 0 2 4 14
604 1 1 0 2 4 15
605 1 1 0 2 4 16
606 1 1 0 2 4 17
607 1 1 0 2 4 18
608 1 1 0 2 4 19
609 1 1 0 2 4 20
610 1 1 0 2 5 0
611 1 1 0 2 5 1
612 1 1 0 2 5 2
613 1 1 0 2 5 3
614 1 1 0 2 5 4
615 1 1 0 2 5 5
616 1 1 0 2 5 6
617 1 1 0 2 5 7
618 1 1 0 2 5 8
619 1 1 0 2 5 9
620 1 1 0 2 5 10
621 1 1 0 2 5 11
622 1 1 0 2 5 12
623 1 1 0 2 5 13
624 1 1 0 2 5 14
625 1 1 0 2 5 15
626 1 1 0 2 5 16
627 1 1 0 2 5 17
628 1 1 0 2 5 18
629 1 1 0 2 5 19
630 1 1 0 2 5 20
631 1 1 0 2 6 0
632 1 1 0 2 6 1
633 1 1 0 2 6 2
634 1 1 0 2 6 3
635 1 1 0 2 6 4
636 1 1 0 2 6 5
637 1 1 0 2 6 6
638 1 1 0 2 6 7
639 1 1 0 2 6 8
640 1 1 0 2 6 9
641 1 1 0 2 6 10
642 1 1 0 2 6 11
643 1 1 0 2 6 12
644 1 1 0 2 6 13
645 1 1 0 2 6 14
646 1 1 0 2 6 15
647 1 1 0 2 6 16
648 1 1 0 2 6 17
649 1 1 0 2 6 18
650 1 1 0 2 6 19
651 1 1 0 2 6 20
652 1 1 0 2 7 0
653 1 1 0 2 7 1
654 1 1 0 2 7 2
655 1 1 0 2 7 3
656 1 1 0 2 7 4
657 1 1 0 2 7 5
658 1 1 0 2 7 6
659 1 1 0 2 7 7
660 1 1 0 2 7 8
661 1 1 0 2 7 9
662 1 1 0 2 7 10
663 1 1 0 2 7 11
664 1 1 0 2 7 12
665 1 1 0 2 7 13
666 1 1 0 2 7 14
667 1 1 0 2 7 15
668 1 1 0 2 7 16
669 1 1 0 2 7 17
670 1 1 0 2 7 18
671 1 1 0 2 7 19
672 1 1 0 2 7 20
673 1 1 0 2 8 0
674 1 1 0 2 8 1
675 1 1 0 2 8 2
676 1 1 0 2 8 3
677 1 1 0 2 8 4
678 1 1 0 2 8 5
679 1 1 0 2 8 6
680 1 1 0 2 8 7
681 1 1 0 2 8 8
682 1 1 0 2 8 9
683 1 1 0 2 8 10
684 1 1 0 2 8 11
685 1 1 0 2 8 12
686 1 1 0 2 8 13
687 1 1 0 2 8 14
688 1 1 0 2 8 15
689 1 1 0 2 8 16
690 1 1 0 2 8 17
691 1 1 0 2 8 18
692 1 1 0 2 8 19
693 1 1 0 2 8 20
694 1 1 0 2 9 0
695 1 1 0 2 9 1
696 1 1 0 2 9 2
697 1 1 0 2 9 3
698 1 1 0 2 9 4
699 1 1 0 2 9 5
700 1 1 0 2 9 6
701 1 1 0 2 9 7
702 1 1 0 2 9 8
703 1 1 0 2 9 9
704 1 1 0 2 9 10
705 1 1 0 2 9 11
706 1 1 0 2 9 12
707 1 1 0 2 9 13
708 1 1 0 2 9 14
709 1 1 0 2 9 15
710 1 1 0 2 9 16
711 1 1 0 2 9 17
712 1 1 0 2 9 18
713 1 1 0 2 9 19
714 1 1 0 2 9 20
715 1 1 0 2 10 0
716 1 1 0 2 10 1
717 1 1 0 2 10 2
718 1 1 0 2 10 3
719 1 1 0 2 10 4
720 1 1 0 2 10 5
721 1 1 0 2 10 6
722 1 1 0 2 10 7
723 1 1 0 2 10 8
724 1 1 0 2 10 9
725 1 1 0 2 10 10
726 1 1 0 2 10 11
727 1 1 0 2 10 12
728 1 1 0 2 10 13
729 1 1 0 2 10 14
730 1 1 0 2 10 15
731 1 1 0 2 10 16
732 1 1 0 2 10 17
733 1 1 0 2 10 18
734 1 1 0 2 10 19
735 1 1 0 2 10 20
736 1 1 0 2 11 0
737 1 1 0 2 11 1
738 1 1 0 2 11 2
739 1 1 0 2 11 3
740 1 1 0 2 11 4
741 1 1 0 2 11 5
742 1 1 0 2 11 6
743 1 1 0 2 11 7
744 1 1 0 2 11 8
745 1 1 0 2 11 9
746 1 1 0 2 11 10
747 1 1 0 2 11 11
748 1 1 0 2 11 12
749 1 1 0 2 11 13
750 1 1 0 2 11 14
751 1 1 0 2 11 15
752 1 1 0 2 11 16
753 1 1 0 2 11 17
754 1 1 0 2 11 18
755 1 1 0 2 11 19
756 1 1 0 2 11 20
757 1 1 0 3 0 0
758 1 1 0 3 0 1
759 1 1 0 3 0 2
760 1 1 0 3 0 3
761 1 1 0 3 0 4
762 1 1 0 3 0 5
763 1 1 0 3 0 6
764 1 1 0 3 0 7
765 1 1 0 3 0 8
766 1 1 0 3 0 9
767 1 1 0 3 0 10
768 1 1 0 3 0 11
769 1 1 0 3 0 12
770 1 1 0 3 0 13
771 1 1 0 3 0 14
772 1 1 0 3 0 15
773 1 1 0 3 0 16
774 1 1 0 3 0 17
775 1 1 0 3 0 18
776 1 1 0 3 0 19
777 1 1 0 3 0 20
778 1 1 0 3 1 0
779 1 1 0 3 1 1
780 1 1 0 3 1 2
781 1 1 0 3 1 3
782 1 1 0 3 1 4
783 1 1 0 3 1 5
784 1 1 0 3 1 6
785 1 1 0 3 1 7
786 1 1 0 3 1 8
787 1 1 0 3 1 9
788 1 1 0 3 1 10
789 1 1 0 3 1 11
790 1 1 0 3 1 12
791 1 1 0 3 1 13
792 1 1 0 3 1 14
793 1 1 0 3 1 15
794 1 1 0 3 1 16
795 1 1 0 3 1 17
796 1 1 0 3 1 18
797 1 1 0 3 1 19
798 1 1 0 3 1 20
799 1 1 0 3 2 0
800 1 1 0 3 2 1
801 1 1 0 3 2 2
802 1 1 0 3 2 3
803 1 1 0 3 2 4
804 1 1 0 3 2 5
805 1 1 0 3 2 6
806 1 1 0 3 2 7
807 1 1 0 3 2 8
808 1 1 0 3 2 9
809 1 1 0 3 2 10
810 1 1 0 3 2 11
811 1 1 0 3 2 12
812 1 1 0 3 2 13
813 1 1 0 3 2 14
814 1 1 0 3 2 15
815 1 1 0 3 2 16
816 1 1 0 3 2 17
817 1 1 0 3 2 18
818 1 1 0 3 2 19
819 1 1 0 3 2 20
820 1 1 0 3 3 0
821 1 1 0 3 3 1
822 1 1 0 3 3 2
823 1 1 0 3 3 3
824 1 1 0 3 3 4
825 1 1 0 3 3 5
826 1 1 0 3 3 6
827 1 1 0 3 3 7
828 1 1 0 3 3 8
829 1 1 0 3 3 9
830 1 1 0 3 3 10
831 1 1 0 3 3 11
832 1 1 0 3 3 12
833 1 1 0 3 3 13
834 1 1 0 3 3 14
835 1 1 0 3 3 15
836 1 1 0 3 3 16
837 1 1 0 3 3 17
838 1 1 0 3 3 18
839 1 1 0 3 3 19
840 1 1 0 3 3 20
841 1 1 0 3 4 0
842 1 1 0 3 4 1
843 1 1 0 3 4 2
844 1 1 0 3 4 3
845 1 1 0 3 4 4
846 1 1 0 3 4 5
847 1 1 0 3 4 6
848 1 1 0 3 4 7
849 1 1 0 3 4 8
850 1 1 0 3 4 9
851 1 1 0 3 4 10
852 1 1 0 3 4 11
853 1 1 0 3 4 12
854 1 1 0 3 4 13
855 1 1 0 3 4 14
856 1 1 0 3 4 15
857 1 1 0 3 4 16
858 1 1 0 3 4 17
859 1 1 0 3 4 18
860 1 1 0 3 4 19
861 1 1 0 3 4 20
862 1 1 0 3 5 0
863 1 1 0 3 5 1
864 1 1 0 3 5 2
865 1 1 0 3 5 3
866 1 1 0 3 5 4
867 1 1 0 3 5 5
868 1 1 0 3 5 6
869 1 1 0 3 5 7
870 1 1 0 3 5 8
871 1 1 0 3 5 9
872 1 1 0 3 5 10
873 1 1 0 3 5 11
874 1 1 0 3 5 12
875 1 1 0 3 5 13
876 1 1 0 3 5 14
877 1 1 0 3 5 15
878 1 1 0 3 5 16
879 1 1 0 3 5 17
880 1 1 0 3 5 18
881 1 1 0 3 5 19
882 1 1 0 3 5 20
883 1 1 0 3 6 0
884 1 1 0 3 6 1
885 1 1 0 3 6 2
886 1 1 0 3 6 3
887 1 1 0 3 6 4
888 1 1 0 3 6 5
889 1 1 0 3 6 6
890 1 1 0 3 6 7
891 1 1 0 3 6 8
892 1 1 0 3 6 9
893 1 1 0 3 6 10
894 1 1 0 3 6 11
895 1 1 0 3 6 12
896 1 1 0 3 6 13
897 1 1 0 3 6 14
898 1 1 0 3 6 15
899 1 1 0 3 6 16
900 1 1 0 3 6 17
901 1 1 0 3 6 18
902 1 1 0 3 6 19
903 1 1 0 3 6 20
904 1 1 0 3 7 0
905 1 1 0 3 7 1
906 1 1 0 3 7 2
907 1 1 0 3 7 3
908 1 1 0 3 7 4
909 1 1 0 3 7 5
910 1 1 0 3 7 6
911 1 1 0 3 7 7
912 1 1 0 3 7 8
913 1 1 0 3 7 9
914 1 1 0 3 7 10
915 1 1 0 3 7 11
916 1 1 0 3 7 12
917 1 1 0 3 7 13
918 1 1 0 3 7 14
919 1 1 0 3 7 15
920 1 1 0 3 7 16
921 1 1 0 3 7 17
922 1 1 0 3 7 18
923 1 1 0 3 7 19
924 1 1 0 3 7 20
925 1 1 0 3 8 0
926 1 1 0 3 8 1
927 1 1 0 3 8 2
928 1 1 0 3 8 3
929 1 1 0 3 8 4
930 1 1 0 3 8 5
931 1 1 0 3 8 6
932 1 1 0 3 8 7
933 1 1 0 3 8 8
934 1 1 0 3 8 9
935 1 1 0 3 8 10
936 1 1 0 3 8 11
937 1 1 0 3 8 12
938 1 1 0 3 8 13
939 1 1 0 3 8 14
940 1 1 0 3 8 15
941 1 1 0 3 8 16
942 1 1 0 3 8 17
943 1 1 0 3 8 18
944 1 1 0 3 8 19
945 1 1 0 3 8 20
946 1 1 0 3 9 0
947 1 1 0 3 9 1
948 1 1 0 3 9 2
949 1 1 0 3 9 3
950 1 1 0 3 9 4
951 1 1 0 3 9 5
952 1 1 0 3 9 6
953 1 1 0 3 9 7
954 1 1 0 3 9 8
955 1 1 0 3 9 9
956 1 1 0 3 9 10
957 1 1 0 3 9 11
958 1 1 0 3 9 12
959 1 1 0 3 9 13
960 1 1 0 3 9 14
961 1 1 0 3 9 15
962 1 1 0 3 9 16
963 1 1 0 3 9 17
964 1 1 0 3 9 18
965 1 1 0 3 9 19
966 1 1 0 3 9 20
967 1 1 0 3 10 0
968 1 1 0 3 10 1
969 1 1 0 3 10 2
970 1 1 0 3 10 3
971 1 1 0 3 10 4
972 1 1 0 3 10 5
973 1 1 0 3 10 6
974 1 1 0 3 10 7
975 1 1 0 3 10 8
976 1 1 0 3 10 9
977 1 1 0 3 10 10
978 1 1 0 3 10 11
979 1 1 0 3 10 12
980 1 1 0 3 10 13
981 1 1 0 3 10 14
982 1 1 0 3 10 15
983 1 1 0 3 10 16
984 1 1 0 3 10 17
985 1 1 0 3 10 18
986 1 1 0 3 10 19
987 1 1 0 3 10 20
988 1 1 0 3 11 0
989 1 1 0 3 11 1
990 1 1 0 3 11 2
991 1 1 0 3 11 3
992 1 1 0 3 11 4
993 1 1 0 3 11 5
994 1 1 0 3 11 6
