index orbit1 orbit2 r3 r2 r1 tau
995 1 1 0 3 11 7
996 1 1 0 3 11 8
997 1 1 0 3 11 9
998 1 1 0 3 11 10
999 1 1 0 3 11 11
1000 1 1 0 3 11 12
1001 1 1 0 3 11 13
1002 1 1 0 3 11 14
1003 1 1 0 3 11 15
1004 1 1 0 3 11 16
1005 1 1 0 3 11 17
1006 1 1 0 3 11 18
1007 1 1 0 3 11 19
1008 1 1 0 3 11 20
1009 1 1 0 4 0 0
1010 1 1 0 4 0 1
1011 1 1 0 4 0 2
1012 1 1 0 4 0 3
1013 1 1 0 4 0 4
1014 1 1 0 4 0 5
1015 1 1 0 4 0 6
1016 1 1 0 4 0 7
1017 1 1 0 4 0 8
1018 1 1 0 4 0 9
1019 1 1 0 4 0 10
1020 1 1 0 4 0 11
1021 1 1 0 4 0 12
1022 1 1 0 4 0 13
1023 1 1 0 4 0 14
1024 1 1 0 4 0 15
1025 1 1 0 4 0 16
1026 1 1 0 4 0 17
1027 1 1 0 4 0 18
1028 1 1 0 4 0 19
1029 1 1 0 4 0 20
1030 1 1 0 4 1 0
1031 1 1 0 4 1 1
1032 1 1 0 4 1 2
1033 1 1 0 4 1 3
1034 1 1 0 4 1 4
1035 1 1 0 4 1 5
1036 1 1 0 4 1 6
1037 1 1 0 4 1 7
1038 1 1 0 4 1 8
1039 1 1 0 4 1 9
1040 1 1 0 4 1 10
1041 1 1 0 4 1 11
1042 1 1 0 4 1 12
1043 1 1 0 4 1 13
1044 1 1 0 4 1 14
1045 1 1 0 4 1 15
1046 1 1 0 4 1 16
1047 1 1 0 4 1 17
1048 1 1 0 4 1 18
1049 1 1 0 4 1 19
1050 1 1 0 4 1 20
1051 1 1 0 4 2 0
1052 1 1 0 4 2 1
1053 1 1 0 4 2 2
1054 1 1 0 4 2 3
1055 1 1 0 4 2 4
1056 1 1 0 4 2 5
1057 1 1 0 4 2 6
1058 1 1 0 4 2 7
1059 1 1 0 4 2 8
1060 1 1 0 4 2 9
1061 1 1 0 4 2 10
1062 1 1 0 4 2 11
1063 1 1 0 4 2 12
1064 1 1 0 4 2 13
1065 1 1 0 4 2 14
1066 1 1 0 4 2 15
1067 1 1 0 4 2 16
1068 1 1 0 4 2 17
1069 1 1 0 4 2 18
1070 1 1 0 4 2 19
1071 1 1 0 4 2 20
1072 1 1 0 4 3 0
1073 1 1 0 4 3 1
1074 1 1 0 4 3 2
1075 1 1 0 4 3 3
1076 1 1 0 4 3 4
1077 1 1 0 4 3 5
1078 1 1 0 4 3 6
1079 1 1 0 4 3 7
1080 1 1 0 4 3 8
1081 1 1 0 4 3 9
1082 1 1 0 4 3 10
1083 1 1 0 4 3 11
1084 1 1 0 4 3 12
1085 1 1 0 4 3 13
1086 1 1 0 4 3 14
1087 1 1 0 4 3 15
1088 1 1 0 4 3 16
1089 1 1 0 4 3 17
1090 1 1 0 4 3 18
1091 1 1 0 4 3 19
1092 1 1 0 4 3 20
1093 1 1 0 4 4 0
1094 1 1 0 4 4 1
1095 1 1 0 4 4 2
1096 1 1 0 4 4 3
1097 1 1 0 4 4 4
1098 1 1 0 4 4 5
1099 1 1 0 4 4 6
1100 1 1 0 4 4 7
1101 1 1 0 4 4 8
1102 1 1 0 4 4 9
1103 1 1 0 4 4 10
1104 1 1 0 4 4 11
1105 1 1 0 4 4 12
1106 1 1 0 4 4 13
1107 1 1 0 4 4 14
1108 1 1 0 4 4 15
1109 1 1 0 4 4 16
1110 1 1 0 4 4 17
1111 1 1 0 4 4 18
1112 1 1 0 4 4 19
1113 1 1 0 4 4 20
1114 1 1 0 4 5 0
1115 1 1 0 4 5 1
1116 1 1 0 4 5 2
1117 1 1 0 4 5 3
1118 1 1 0 4 5 4
1119 1 1 0 4 5 5
1120 1 1 0 4 5 6
1121 1 1 0 4 5 7
1122 1 1 0 4 5 8
1123 1 1 0 4 5 9
1124 1 1 0 4 5 10
1125 1 1 0 4 5 11
1126 1 1 0 4 5 12
1127 1 1 0 4 5 13
1128 1 1 0 4 5 14
1129 1 1 0 4 5 15
1130 1 1 0 4 5 16
1131 1 1 0 4 5 17
1132 1 1 0 4 5 18
1133 1 1 0 4 5 19
1134 1 1 0 4 5 20
1135 1 1 0 4 6 0
1136 1 1 0 4 6 1
1137 1 1 0 4 6 2
1138 1 1 0 4 6 3
1139 1 1 0 4 6 4
1140 1 1 0 4 6 5
1141 1 1 0 4 6 6
1142 1 1 0 4 6 7
1143 1 1 0 4 6 8
1144 1 1 0 4 6 9
1145 1 1 0 4 6 10
1146 1 1 0 4 6 11
1147 1 1 0 4 6 12
1148 1 1 0 4 6 13
1149 1 1 0 4 6 14
1150 1 1 0 4 6 15
1151 1 1 0 4 6 16
1152 1 1 0 4 6 17
1153 1 1 0 4 6 18
1154 1 1 0 4 6 19
1155 1 1 0 4 6 20
1156 1 1 0 4 7 0
1157 1 1 0 4 7 1
1158 1 1 0 4 7 2
1159 1 1 0 4 7 3
1160 1 1 0 4 7 4
1161 1 1 0 4 7 5
1162 1 1 0 4 7 6
1163 1 1 0 4 7 7
1164 1 1 0 4 7 8
1165 1 1 0 4 7 9
1166 1 1 0 4 7 10
1167 1 1 0 4 7 11
1168 1 1 0 4 7 12
1169 1 1 0 4 7 13
1170 1 1 0 4 7 14
1171 1 1 0 4 7 15
1172 1 1 0 4 7 16
1173 1 1 0 4 7 17
1174 1 1 0 4 7 18
1175 1 1 0 4 7 19
1176 1 1 0 4 7 20
1177 1 1 0 4 8 0
1178 1 1 0 4 8 1
1179 1 1 0 4 8 2
1180 1 1 0 4 8 3
1181 1 1 0 4 8 4
1182 1 1 0 4 8 5
1183 1 1 0 4 8 6
1184 1 1 0 4 8 7
1185 1 1 0 4 8 8
1186 1 1 0 4 8 9
1187 1 1 0 4 8 10
1188 1 1 0 4 8 11
1189 1 1 0 4 8 12
1190 1 1 0 4 8 13
1191 1 1 0 4 8 14
1192 1 1 0 4 8 15
1193 1 1 0 4 8 16
1194 1 1 0 4 8 17
1195 1 1 0 4 8 18
1196 1 1 0 4 8 19
1197 1 1 0 4 8 20
1198 1 1 0 4 9 0
1199 1 1 0 4 9 1
1200 1 1 0 4 9 2
1201 1 1 0 4 9 3
1202 1 1 0 4 9 4
1203 1 1 0 4 9 5
1204 1 1 0 4 9 6
1205 1 1 0 4 9 7
1206 1 1 0 4 9 8
1207 1 1 0 4 9 9
1208 1 1 0 4 9 10
1209 1 1 0 4 9 11
1210 1 1 0 4 9 12
1211 1 1 0 4 9 13
1212 1 1 0 4 9 14
1213 1 1 0 4 9 15
1214 1 1 0 4 9 16
1215 1 1 0 4 9 17
1216 1 1 0 4 9 18
1217 1 1 0 4 9 19
1218 1 1 0 4 9 20
1219 1 1 0 4 10 0
1220 1 1 0 4 10 1
1221 1 1 0 4 10 2
1222 1 1 0 4 10 3
1223 1 1 0 4 10 4
1224 1 1 0 4 10 5
1225 1 1 0 4 10 6
1226 1 1 0 4 10 7
1227 1 1 0 4 10 8
1228 1 1 0 4 10 9
1229 1 1 0 4 10 10
1230 1 1 0 4 10 11
1231 1 1 0 4 10 12
1232 1 1 0 4 10 13
1233 1 1 0 4 10 14
1234 1 1 0 4 10 15
1235 1 1 0 4 10 16
1236 1 1 0 4 10 17
1237 1 1 0 4 10 18
1238 1 1 0 4 10 19
1239 1 1 0 4 10 20
1240 1 1 0 4 11 0
1241 1 1 0 4 11 1
1242 1 1 0 4 11 2
1243 1 1 0 4 11 3
1244 1 1 0 4 11 4
1245 1 1 0 4 11 5
1246 1 1 0 4 11 6
1247 1 1 0 4 11 7
1248 1 1 0 4 11 8
1249 1 1 0 4 11 9
1250 1 1 0 4 11 10
1251 1 1 0 4 11 11
1252 1 1 0 4 11 12
1253 1 1 0 4 11 13
1254 1 1 0 4 11 14
1255 1 1 0 4 11 15
1256 1 1 0 4 11 16
1257 1 1 0 4 11 17
1258 1 1 0 4 11 18
1259 1 1 0 4 11 19
1260 1 1 0 4 11 20
1261 1 1 0 5 0 0
1262 1 1 0 5 0 1
1263 1 1 0 5 0 2
1264 1 1 0 5 0 3
1265 1 1 0 5 0 4
1266 1 1 0 5 0 5
1267 1 1 0 5 0 6
1268 1 1 0 5 0 7
1269 1 1 0 5 0 8
1270 1 1 0 5 0 9
1271 1 1 0 5 0 10
1272 1 1 0 5 0 11
1273 1 1 0 5 0 12
1274 1 1 0 5 0 13
1275 1 1 0 5 0 14
1276 1 1 0 5 0 15
1277 1 1 0 5 0 16
1278 1 1 0 5 0 17
1279 1 1 0 5 0 18
1280 1 1 0 5 0 19
1281 1 1 0 5 0 20
1282 1 1 0 5 1 0
1283 1 1 0 5 1 1
1284 1 1 0 5 1 2
1285 1 1 0 5 1 3
1286 1 1 0 5 1 4
1287 1 1 0 5 1 5
1288 1 1 0 5 1 6
1289 1 1 0 5 1 7
1290 1 1 0 5 1 8
1291 1 1 0 5 1 9
1292 1 1 0 5 1 10
1293 1 1 0 5 1 11
1294 1 1 0 5 1 12
1295 1 1 0 5 1 13
1296 1 1 0 5 1 14
1297 1 1 0 5 1 15
1298 1 1 0 5 1 16
1299 1 1 0 5 1 17
1300 1 1 0 5 1 18
1301 1 1 0 5 1 19
1302 1 1 0 5 1 20
1303 1 1 0 5 2 0
1304 1 1 0 5 2 1
1305 1 1 0 5 2 2
1306 1 1 0 5 2 3
1307 1 1 0 5 2 4
1308 1 1 0 5 2 5
1309 1 1 0 5 2 6
1310 1 1 0 5 2 7
1311 1 1 0 5 2 8
1312 1 1 0 5 2 9
1313 1 1 0 5 2 10
1314 1 1 0 5 2 11
1315 1 1 0 5 2 12
1316 1 1 0 5 2 13
1317 1 1 0 5 2 14
1318 1 1 0 5 2 15
1319 1 1 0 5 2 16
1320 1 1 0 5 2 17
1321 1 1 0 5 2 18
1322 1 1 0 5 2 19
1323 1 1 0 5 2 20
1324 1 1 0 5 3 0
1325 1 1 0 5 3 1
1326 1 1 0 5 3 2
1327 1 1 0 5 3 3
1328 1 1 0 5 3 4
1329 1 1 0 5 3 5
1330 1 1 0 5 3 6
1331 1 1 0 5 3 7
1332 1 1 0 5 3 8
1333 1 1 0 5 3 9
1334 1 1 0 5 3 10
1335 1 1 0 5 3 11
1336 1 1 0 5 3 12
1337 1 1 0 5 3 13
1338 1 1 0 5 3 14
1339 1 1 0 5 3 15
1340 1 1 0 5 3 16
1341 1 1 0 5 3 17
1342 1 1 0 5 3 18
1343 1 1 0 5 3 19
1344 1 1 0 5 3 20
1345 1 1 0 5 4 0
1346 1 1 0 5 4 1
1347 1 1 0 5 4 2
1348 1 1 0 5 4 3
1349 1 1 0 5 4 4
1350 1 1 0 5 4 5
1351 1 1 0 5 4 6
1352 1 1 0 5 4 7
1353 1 1 0 5 4 8
1354 1 1 0 5 4 9
1355 1 1 0 5 4 10
1356 1 1 0 5 4 11
1357 1 1 0 5 4 12
1358 1 1 0 5 4 13
1359 1 1 0 5 4 14
1360 1 1 0 5 4 15
1361 1 1 0 5 4 16
1362 1 1 0 5 4 17
1363 1 1 0 5 4 18
1364 1 1 0 5 4 19
1365 1 1 0 5 4 20
1366 1 1 0 5 5 0
1367 1 1 0 5 5 1
1368 1 1 0 5 5 2
1369 1 1 0 5 5 3
1370 1 1 0 5 5 4
1371 1 1 0 5 5 5
1372 1 1 0 5 5 6
1373 1 1 0 5 5 7
1374 1 1 0 5 5 8
1375 1 1 0 5 5 9
1376 1 1 0 5 5 10
1377 1 1 0 5 5 11
1378 1 1 0 5 5 12
1379 1 1 0 5 5 13
1380 1 1 0 5 5 14
1381 1 1 0 5 5 15
1382 1 1 0 5 5 16
1383 1 1 0 5 5 17
1384 1 1 0 5 5 18
1385 1 1 0 5 5 19
1386 1 1 0 5 5 20
1387 1 1 0 5 6 0
1388 1 1 0 5 6 1
1389 1 1 0 5 6 2
1390 1 1 0 5 6 3
1391 1 1 0 5 6 4
1392 1 1 0 5 6 5
1393 1 1 0 5 6 6
1394 1 1 0 5 6 7
1395 1 1 0 5 6 8
1396 1 1 0 5 6 9
1397 1 1 0 5 6 10
1398 1 1 0 5 6 11
1399 1 1 0 5 6 12
1400 1 1 0 5 6 13
1401 1 1 0 5 6 14
1402 1 1 0 5 6 15
1403 1 1 0 5 6 16
1404 1 1 0 5 6 17
1405 1 1 0 5 6 18
1406 1 1 0 5 6 19
1407 1 1 0 5 6 20
1408 1 1 0 5 7 0
1409 1 1 0 5 7 1
1410 1 1 0 5 7 2
1411 1 1 0 5 7 3
1412 1 1 0 5 7 4
1413 1 1 0 5 7 5
1414 1 1 0 5 7 6
1415 1 1 0 5 7 7
1416 1 1 0 5 7 8
1417 1 1 0 5 7 9
1418 1 1 0 5 7 10
1419 1 1 0 5 7 11
1420 1 1 0 5 7 12
1421 1 1 0 5 7 13
1422 1 1 0 5 7 14
1423 1 1 0 5 7 15
1424 1 1 0 5 7 16
1425 1 1 0 5 7 17
1426 1 1 0 5 7 18
1427 1 1 0 5 7 19
1428 1 1 0 5 7 20
1429 1 1 0 5 8 0
1430 1 1 0 5 8 1
1431 1 1 0 5 8 2
1432 1 1 0 5 8 3
1433 1 1 0 5 8 4
1434 1 1 0 5 8 5
1435 1 1 0 5 8 6
1436 1 1 0 5 8 7
1437 1 1 0 5 8 8
1438 1 1 0 5 8 9
1439 1 1 0 5 8 10
1440 1 1 0 5 8 11
1441 1 1 0 5 8 12
1442 1 1 0 5 8 13
1443 1 1 0 5 8 14
1444 1 1 0 5 8 15
1445 1 1 0 5 8 16
1446 1 1 0 5 8 17
1447 1 1 0 5 8 18
1448 1 1 0 5 8 19
1449 1 1 0 5 8 20
1450 1 1 0 5 9 0
1451 1 1 0 5 9 1
1452 1 1 0 5 9 2
1453 1 1 0 5 9 3
1454 1 1 0 5 9 4
1455 1 1 0 5 9 5
1456 1 1 0 5 9 6
1457 1 1 0 5 9 7
1458 1 1 0 5 9 8
1459 1 1 0 5 9 9
1460 1 1 0 5 9 10
1461 1 1 0 5 9 11
1462 1 1 0 5 9 12
1463 1 1 0 5 9 13
1464 1 1 0 5 9 14
1465 1 1 0 5 9 15
1466 1 1 0 5 9 16
1467 1 1 0 5 9 17
1468 1 1 0 5 9 18
1469 1 1 0 5 9 19
1470 1 1 0 5 9 20
1471 1 1 0 5 10 0
1472 1 1 0 5 10 1
1473 1 1 0 5 10 2
1474 1 1 0 5 10 3
1475 1 1 0 5 10 4
1476 1 1 0 5 10 5
1477 1 1 0 5 10 6
1478 1 1 0 5 10 7
1479 1 1 0 5 10 8
1480 1 1 0 5 10 9
1481 1 1 0 5 10 10
1482 1 1 0 5 10 11
1483 1 1 0 5 10 12
1484 1 1 0 5 10 13
1485 1 1 0 5 10 14
1486 1 1 0 5 10 15
1487 1 1 0 5 10 16
1488 1 1 0 5 10 17
1489 1 1 0 5 10 18
1490 1 1 0 5 10 19
1491 1 1 0 5 10 20
1492 1 1 0 5 11 0
1493 1 1 0 5 11 1
1494 1 1 0 5 11 2
1495 1 1 0 5 11 3
1496 1 1 0 5 11 4
1497 1 1 0 5 11 5
1498 1 1 0 5 11 6
1499 1 1 0 5 11 7
1500 1 1 0 5 11 8
1501 1 1 0 5 11 9
1502 1 1 0 5 11 10
1503 1 1 0 5 11 11
1504 1 1 0 5 11 12
1505 1 1 0 5 11 13
1506 1 1 0 5 11 14
1507 1 1 0 5 11 15
1508 1 1 0 5 11 16
1509 1 1 0 5 11 17
1510 1 1 0 5 11 18
1511 1 1 0 5 11 19
1512 1 1 0 5 11 20
1513 1 1 0 6 0 0
1514 1 1 0 6 0 1
1515 1 1 0 6 0 2
1516 1 1 0 6 0 3
1517 1 1 0 6 0 4
1518 1 1 0 6 0 5
1519 1 1 0 6 0 6
1520 1 1 0 6 0 7
1521 1 1 0 6 0 8
1522 1 1 0 6 0 9
1523 1 1 0 6 0 10
1524 1 1 0 6 0 11
1525 1 1 0 6 0 12
1526 1 1 0 6 0 13
1527 1 1 0 6 0 14
1528 1 1 0 6 0 15
1529 1 1 0 6 0 16
1530 1 1 0 6 0 17
1531 1 1 0 6 0 18
1532 1 1 0 6 0 19
1533 1 1 0 6 0 20
1534 1 1 0 6 1 0
1535 1 1 0 6 1 1
1536 1 1 0 6 1 2
1537 1 1 0 6 1 3
1538 1 1 0 6 1 4
1539 1 1 0 6 1 5
1540 1 1 0 6 1 6
1541 1 1 0 6 1 7
1542 1 1 0 6 1 8
1543 1 1 0 6 1 9
1544 1 1 0 6 1 10
1545 1 1 0 6 1 11
1546 1 1 0 6 1 12
1547 1 1 0 6 1 13
1548 1 1 0 6 1 14
1549 1 1 0 6 1 15
1550 1 1 0 6 1 16
1551 1 1 0 6 1 17
1552 1 1 0 6 1 18
1553 1 1 0 6 1 19
1554 1 1 0 6 1 20
1555 1 1 0 6 2 0
1556 1 1 0 6 2 1
1557 1 1 0 6 2 2
1558 1 1 0 6 2 3
1559 1 1 0 6 2 4
1560 1 1 0 6 2 5
1561 1 1 0 6 2 6
1562 1 1 0 6 2 7
1563 1 1 0 6 2 8
1564 1 1 0 6 2 9
1565 1 1 0 6 2 10
1566 1 1 0 6 2 11
1567 1 1 0 6 2 12
1568 1 1 0 6 2 13
1569 1 1 0 6 2 14
1570 1 1 0 6 2 15
1571 1 1 0 6 2 16
1572 1 1 0 6 2 17
1573 1 1 0 6 2 18
1574 1 1 0 6 2 19
1575 1 1 0 6 2 20
1576 1 1 0 6 3 0
1577 1 1 0 6 3 1
1578 1 1 0 6 3 2
1579 1 1 0 6 3 3
1580 1 1 0 6 3 4
1581 1 1 0 6 3 5
1582 1 1 0 6 3 6
1583 1 1 0 6 3 7
1584 1 1 0 6 3 8
1585 1 1 0 6 3 9
1586 1 1 0 6 3 10
1587 1 1 0 6 3 11
1588 1 1 0 6 3 12
1589 1 1 0 6 3 13
1590 1 1 0 6 3 14
1591 1 1 0 6 3 15
1592 1 1 0 6 3 16
1593 1 1 0 6 3 17
1594 1 1 0 6 3 18
1595 1 1 0 6 3 19
1596 1 1 0 6 3 20
1597 1 1 0 6 4 0
1598 1 1 0 6 4 1
1599 1 1 0 6 4 2
1600 1 1 0 6 4 3
1601 1 1 0 6 4 4
1602 1 1 0 6 4 5
1603 1 1 0 6 4 6
1604 1 1 0 6 4 7
1605 1 1 0 6 4 8
1606 1 1 0 6 4 9
1607 1 1 0 6 4 10
1608 1 1 0 6 4 11
1609 1 1 0 6 4 12
1610 1 1 0 6 4 13
1611 1 1 0 6 4 14
1612 1 1 0 6 4 15
1613 1 1 0 6 4 16
1614 1 1 0 6 4 17
1615 1 1 0 6 4 18
1616 1 1 0 6 4 19
1617 1 1 0 6 4 20
1618 1 1 0 6 5 0
1619 1 1 0 6 5 1
1620 1 1 0 6 5 2
1621 1 1 0 6 5 3
1622 1 1 0 6 5 4
1623 1 1 0 6 5 5
1624 1 1 0 6 5 6
1625 1 1 0 6 5 7
1626 1 1 0 6 5 8
1627 1 1 0 6 5 9
1628 1 1 0 6 5 10
1629 1 1 0 6 5 11
1630 1 1 0 6 5 12
1631 1 1 0 6 5 13
1632 1 1 0 6 5 14
1633 1 1 0 6 5 15
1634 1 1 0 6 5 16
1635 1 1 0 6 5 17
1636 1 1 0 6 5 18
1637 1 1 0 6 5 19
1638 1 1 0 6 5 20
1639 1 1 0 6 6 0
1640 1 1 0 6 6 1
1641 1 1 0 6 6 2
1642 1 1 0 6 6 3
1643 1 1 0 6 6 4
1644 1 1 0 6 6 5
1645 1 1 0 6 6 6
1646 1 1 0 6 6 7
1647 1 1 0 6 6 8
1648 1 1 0 6 6 9
1649 1 1 0 6 6 10
1650 1 1 0 6 6 11
1651 1 1 0 6 6 12
1652 1 1 0 6 6 13
1653 1 1 0 6 6 14
1654 1 1 0 6 6 15
1655 1 1 0 6 6 16
1656 1 1 0 6 6 17
1657 1 1 0 6 6 18
1658 1 1 0 6 6 19
1659 1 1 0 6 6 20
1660 1 1 0 6 7 0
1661 1 1 0 6 7 1
1662 1 1 0 6 7 2
1663 1 1 0 6 7 3
1664 1 1 0 6 7 4
1665 1 1 0 6 7 5
1666 1 1 0 6 7 6
1667 1 1 0 6 7 7
1668 1 1 0 6 7 8
1669 1 1 0 6 7 9
1670 1 1 0 6 7 10
1671 1 1 0 6 7 11
1672 1 1 0 6 7 12
1673 1 1 0 6 7 13
1674 1 1 0 6 7 14
1675 1 1 0 6 7 15
1676 1 1 0 6 7 16
1677 1 1 0 6 7 17
1678 1 1 0 6 7 18
1679 1 1 0 6 7 19
1680 1 1 0 6 7 20
1681 1 1 0 6 8 0
1682 1 1 0 6 8 1
1683 1 1 0 6 8 2
1684 1 1 0 6 8 3
1685 1 1 0 6 8 4
1686 1 1 0 6 8 5
1687 1 1 0 6 8 6
1688 1 1 0 6 8 7
1689 1 1 0 6 8 8
1690 1 1 0 6 8 9
1691 1 1 0 6 8 10
1692 1 1 0 6 8 11
1693 1 1 0 6 8 12
1694 1 1 0 6 8 13
1695 1 1 0 6 8 14
1696 1 1 0 6 8 15
1697 1 1 0 6 8 16
1698 1 1 0 6 8 17
1699 1 1 0 6 8 18
1700 1 1 0 6 8 19
1701 1 1 0 6 8 20
1702 1 1 0 6 9 0
1703 1 1 0 6 9 1
1704 1 1 0 6 9 2
1705 1 1 0 6 9 3
1706 1 1 0 6 9 4
1707 1 1 0 6 9 5
1708 1 1 0 6 9 6
1709 1 1 0 6 9 7
1710 1 1 0 6 9 8
1711 1 1 0 6 9 9
1712 1 1 0 6 9 10
1713 1 1 0 6 9 11
1714 1 1 0 6 9 12
1715 1 1 0 6 9 13
1716 1 1 0 6 9 14
1717 1 1 0 6 9 15
1718 1 1 0 6 9 16
1719 1 1 0 6 9 17
1720 1 1 0 6 9 18
1721 1 1 0 6 9 19
1722 1 1 0 6 9 20
1723 1 1 0 6 10 0
1724 1 1 0 6 10 1
1725 1 1 0 6 10 2
1726 1 1 0 6 10 3
1727 1 1 0 6 10 4
1728 1 1 0 6 10 5
1729 1 1 0 6 10 6
1730 1 1 0 6 10 7
1731 1 1 0 6 10 8
1732 1 1 0 6 10 9
1733 1 1 0 6 10 10
1734 1 1 0 6 10 11
1735 1 1 0 6 10 12
1736 1 1 0 6 10 13
1737 1 1 0 6 10 14
1738 1 1 0 6 10 15
1739 1 1 0 6 10 16
1740 1 1 0 6 10 17
1741 1 1 0 6 10 18
1742 1 1 0 6 10 19
1743 1 1 0 6 10 20
1744 1 1 0 6 11 0
1745 1 1 0 6 11 1
1746 1 1 0 6 11 2
1747 1 1 0 6 11 3
1748 1 1 0 6 11 4
1749 1 1 0 6 11 5
1750 1 1 0 6 11 6
1751 1 1 0 6 11 7
1752 1 1 0 6 11 8
1753 1 1 0 6 11 9
1754 1 1 0 6 11 10
1755 1 1 0 6 11 11
1756 1 1 0 6 11 12
1757 1 1 0 6 11 13
1758 1 1 0 6 11 14
1759 1 1 0 6 11 15
1760 1 1 0 6 11 16
1761 1 1 0 6 11 17
1762 1 1 0 6 11 18
1763 1 1 0 6 11 19
1764 1 1 0 6 11 20
1765 1 1 0 7 0 0
1766 1 1 0 7 0 1
1767 1 1 0 7 0 2
1768 1 1 0 7 0 3
1769 1 1 0 7 0 4
1770 1 1 0 7 0 5
1771 1 1 0 7 0 6
1772 1 1 0 7 0 7
1773 1 1 0 7 0 8
1774 1 1 0 7 0 9
1775 1 1 0 7 0 10
1776 1 1 0 7 0 11
1777 1 1 0 7 0 12
1778 1 1 0 7 0 13
1779 1 1 0 7 0 14
1780 1 1 0 7 0 15
1781 1 1 0 7 0 16
1782 1 1 0 7 0 17
1783 1 1 0 7 0 18
1784 1 1 0 7 0 19
1785 1 1 0 7 0 20
1786 1 1 0 7 1 0
1787 1 1 0 7 1 1
1788 1 1 0 7 1 2
1789 1 1 0 7 1 3
1790 1 1 0 7 1 4
1791 1 1 0 7 1 5
1792 1 1 0 7 1 6
1793 1 1 0 7 1 7
1794 1 1 0 7 1 8
1795 1 1 0 7 1 9
1796 1 1 0 7 1 10
1797 1 1 0 7 1 11
1798 1 1 0 7 1 12
1799 1 1 0 7 1 13
1800 1 1 0 7 1 14
1801 1 1 0 7 1 15
1802 1 1 0 7 1 16
1803 1 1 0 7 1 17
1804 1 1 0 7 1 18
1805 1 1 0 7 1 19
1806 1 1 0 7 1 20
1807 1 1 0 7 2 0
1808 1 1 0 7 2 1
1809 1 1 0 7 2 2
1810 1 1 0 7 2 3
1811 1 1 0 7 2 4
1812 1 1 0 7 2 5
1813 1 1 0 7 2 6
1814 1 1 0 7 2 7
1815 1 1 0 7 2 8
1816 1 1 0 7 2 9
1817 1 1 0 7 2 10
1818 1 1 0 7 2 11
1819 1 1 0 7 2 12
1820 1 1 0 7 2 13
1821 1 1 0 7 2 14
1822 1 1 0 7 2 15
1823 1 1 0 7 2 16
1824 1 1 0 7 2 17
1825 1 1 0 7 2 18
1826 1 1 0 7 2 19
1827 1 1 0 7 2 20
1828 1 1 0 7 3 0
1829 1 1 0 7 3 1
1830 1 1 0 7 3 2
1831 1 1 0 7 3 3
1832 1 1 0 7 3 4
1833 1 1 0 7 3 5
1834 1 1 0 7 3 6
1835 1 1 0 7 3 7
1836 1 1 0 7 3 8
1837 1 1 0 7 3 9
1838 1 1 0 7 3 10
1839 1 1 0 7 3 11
1840 1 1 0 7 3 12
1841 1 1 0 7 3 13
1842 1 1 0 7 3 14
1843 1 1 0 7 3 15
1844 1 1 0 7 3 16
1845 1 1 0 7 3 17
1846 1 1 0 7 3 18
1847 1 1 0 7 3 19
1848 1 1 0 7 3 20
1849 1 1 0 7 4 0
1850 1 1 0 7 4 1
1851 1 1 0 7 4 2
1852 1 1 0 7 4 3
1853 1 1 0 7 4 4
1854 1 1 0 7 4 5
1855 1 1 0 7 4 6
1856 1 1 0 7 4 7
1857 1 1 0 7 4 8
1858 1 1 0 7 4 9
1859 1 1 0 7 4 10
1860 1 1 0 7 4 11
1861 1 1 0 7 4 12
1862 1 1 0 7 4 13
1863 1 1 0 7 4 14
1864 1 1 0 7 4 15
1865 1 1 0 7 4 16
1866 1 1 0 7 4 17
1867 1 1 0 7 4 18
1868 1 1 0 7 4 19
1869 1 1 0 7 4 20
1870 1 1 0 7 5 0
1871 1 1 0 7 5 1
1872 1 1 0 7 5 2
1873 1 1 0 7 5 3
1874 1 1 0 7 5 4
1875 1 1 0 7 5 5
1876 1 1 0 7 5 6
1877 1 1 0 7 5 7
1878 1 1 0 7 5 8
1879 1 1 0 7 5 9
1880 1 1 0 7 5 10
1881 1 1 0 7 5 11
1882 1 1 0 7 5 12
1883 1 1 0 7 5 13
1884 1 1 0 7 5 14
1885 1 1 0 7 5 15
1886 1 1 0 7 5 16
1887 1 1 0 7 5 17
1888 1 1 0 7 5 18
1889 1 1 0 7 5 19
1890 1 1 0 7 5 20
1891 1 1 0 7 6 0
1892 1 1 0 7 6 1
1893 1 1 0 7 6 2
1894 1 1 0 7 6 3
1895 1 1 0 7 6 4
1896 1 1 0 7 6 5
1897 1 1 0 7 6 6
1898 1 1 0 7 6 7
1899 1 1 0 7 6 8
1900 1 1 0 7 6 9
1901 1 1 0 7 6 10
1902 1 1 0 7 6 11
1903 1 1 0 7 6 12
1904 1 1 0 7 6 13
1905 1 1 0 7 6 14
1906 1 1 0 7 6 15
1907 1 1 0 7 6 16
1908 1 1 0 7 6 17
1909 1 1 0 7 6 18
1910 1 1 0 7 6 19
1911 1 1 0 7 6 20
1912 1 1 0 7 7 0
1913 1 1 0 7 7 1
1914 1 1 0 7 7 2
1915 1 1 0 7 7 3
1916 1 1 0 7 7 4
1917 1 1 0 7 7 5
1918 1 1 0 7 7 6
1919 1 1 0 7 7 7
1920 1 1 0 7 7 8
1921 1 1 0 7 7 9
1922 1 1 0 7 7 10
1923 1 1 0 7 7 11
1924 1 1 0 7 7 12
1925 1 1 0 7 7 13
1926 1 1 0 7 7 14
