L3 L2 L1 orbit tau x
0 3 8 1 20 0.879058
0 3 9 1 1 0.668730
0 3 9 1 2 0.901765
0 3 9 1 3 1.073179
0 3 9 1 4 1.301306
0 3 9 1 5 1.208912
0 3 9 1 6 1.107555
0 3 9 1 7 0.983625
0 3 9 1 8 0.983650
0 3 9 1 9 1.212318
0 3 9 1 10 1.344131
0 3 9 1 11 1.266182
0 3 9 1 12 1.051430
0 3 9 1 13 1.072028
0 3 9 1 14 1.084099
0 3 9 1 15 0.679328
0 3 9 1 16 0.761547
0 3 9 1 17 0.785742
0 3 9 1 18 0.866330
0 3 9 1 19 0.576212
0 3 9 1 20 0.477303
0 3 10 1 1 0.159837
0 3 10 1 2 0.043213
0 3 10 1 3 0.120501
0 3 10 1 4 0.220899
0 3 10 1 5 -0.182701
0 3 10 1 6 -0.129727
0 3 10 1 7 -0.013859
0 3 10 1 8 0.396512
0 3 10 1 9 0.507303
0 3 10 1 10 0.301637
0 3 10 1 11 0.387322
0 3 10 1 12 0.168958
0 3 10 1 13 -0.025389
0 3 10 1 14 0.420771
0 3 10 1 15 0.658159
0 3 10 1 16 0.556590
0 3 10 1 17 0.685525
0 3 10 1 18 0.623251
0 3 10 1 19 0.529331
0 3 10 1 20 0.243314
0 3 11 1 1 -0.575212
0 3 11 1 2 -0.602927
0 3 11 1 3 -0.576510
0 3 11 1 4 -0.766936
0 3 11 1 5 -0.911350
0 3 11 1 6 -0.791254
0 3 11 1 7 -0.511987
0 3 11 1 8 -0.214756
0 3 11 1 9 -0.262158
0 3 11 1 10 -0.351274
0 3 11 1 11 -0.464864
0 3 11 1 12 -0.410999
0 3 11 1 13 -0.181020
0 3 11 1 14 0.097636
0 3 11 1 15 0.090923
0 3 11 1 16 0.114825
0 3 11 1 17 -0.084137
0 3 11 1 18 -0.258843
0 3 11 1 19 -0.230208
0 3 11 1 20 -0.157389
0 4 0 1 1 -0.807949
0 4 0 1 2 -0.721199
0 4 0 1 3 -0.478752
0 4 0 1 4 -0.229038
0 4 0 1 5 -0.250654
0 4 0 1 6 -0.394718
0 4 0 1 7 -0.703587
0 4 0 1 8 -0.486407
0 4 0 1 9 -0.584482
0 4 0 1 10 -0.856215
0 4 0 1 11 -0.781634
0 4 0 1 12 -1.127704
0 4 0 1 13 -1.143029
0 4 0 1 14 -1.294919
0 4 0 1 15 -1.180667
0 4 0 1 16 -1.027606
0 4 0 1 17 -1.054092
0 4 0 1 18 -0.977783
0 4 0 1 19 -0.596169
0 4 0 1 20 -0.732865
0 4 1 1 1 0.584242
0 4 1 1 2 0.423281
0 4 1 1 3 0.599581
0 4 1 1 4 0.232288
0 4 1 1 5 0.256019
0 4 1 1 6 0.212369
0 4 1 1 7 0.050032
0 4 1 1 8 0.295937
0 4 1 1 9 0.326200
0 4 1 1 10 0.695582
0 4 1 1 11 0.595791
0 4 1 1 12 1.029885
0 4 1 1 13 0.815713
0 4 1 1 14 0.989101
0 4 1 1 15 0.815045
0 4 1 1 16 0.627515
0 4 1 1 17 0.703006
0 4 1 1 18 0.627676
0 4 1 1 19 0.546587
0 4 1 1 20 0.416221
0 4 2 1 1 2.575390
0 4 2 1 2 2.769696
0 4 2 1 3 2.693742
0 4 2 1 4 2.517609
0 4 2 1 5 2.267406
0 4 2 1 6 2.247076
0 4 2 1 7 2.009091
0 4 2 1 8 2.238136
0 4 2 1 9 2.099635
0 4 2 1 10 2.172120
0 4 2 1 11 2.115789
0 4 2 1 12 1.849098
0 4 2 1 13 1.873266
0 4 2 1 14 2.161887
0 4 2 1 15 2.019429
0 4 2 1 16 1.758267
0 4 2 1 17 1.959375
0 4 2 1 18 2.160880
0 4 2 1 19 2.637388
0 4 2 1 20 2.379322
0 4 3 1 1 -1.229164
0 4 3 1 2 -1.214393
0 4 3 1 3 -1.155779
0 4 3 1 4 -1.210938
0 4 3 1 5 -1.406174
0 4 3 1 6 -1.634905
0 4 3 1 7 -1.588967
0 4 3 1 8 -1.622576
0 4 3 1 9 -1.567193
0 4 3 1 10 -1.321547
0 4 3 1 11 -1.258865
0 4 3 1 12 -0.922827
0 4 3 1 13 -1.023690
0 4 3 1 14 -0.738667
0 4 3 1 15 -1.122483
0 4 3 1 16 -1.081875
0 4 3 1 17 -1.165370
0 4 3 1 18 -1.301183
0 4 3 1 19 -1.591242
0 4 3 1 20 -0.954799
0 4 4 1 1 -1.485722
0 4 4 1 2 -1.400476
0 4 4 1 3 -1.996520
0 4 4 1 4 -1.917263
0 4 4 1 5 -1.679096
0 4 4 1 6 -1.490693
0 4 4 1 7 -1.442364
0 4 4 1 8 -1.387769
0 4 4 1 9 -1.416850
0 4 4 1 10 -1.676762
0 4 4 1 11 -1.717905
0 4 4 1 12 -1.660485
0 4 4 1 13 -1.511196
0 4 4 1 14 -1.697731
0 4 4 1 15 -1.742639
0 4 4 1 16 -1.727913
0 4 4 1 17 -2.001699
0 4 4 1 18 -1.587366
0 4 4 1 19 -1.655500
0 4 4 1 20 -1.574449
0 4 5 1 1 -0.321973
0 4 5 1 2 -0.074542
0 4 5 1 3 -0.147002
0 4 5 1 4 0.171753
0 4 5 1 5 -0.246875
0 4 5 1 6 -0.036271
0 4 5 1 7 -0.008366
0 4 5 1 8 0.337281
0 4 5 1 9 0.008378
0 4 5 1 10 -0.104035
0 4 5 1 11 0.058917
0 4 5 1 12 -0.327099
0 4 5 1 13 -0.256566
0 4 5 1 14 0.007288
0 4 5 1 15 -0.025171
0 4 5 1 16 0.096865
0 4 5 1 17 0.147496
0 4 5 1 18 0.535644
0 4 5 1 19 0.197673
0 4 5 1 20 0.291894
0 4 6 1 1 0.465504
0 4 6 1 2 0.622524
0 4 6 1 3 1.189242
0 4 6 1 4 1.363837
0 4 6 1 5 1.250793
0 4 6 1 6 1.322503
0 4 6 1 7 1.103120
0 4 6 1 8 1.252920
0 4 6 1 9 1.356817
0 4 6 1 10 1.280179
0 4 6 1 11 1.537959
0 4 6 1 12 1.474800
0 4 6 1 13 1.272658
0 4 6 1 14 1.197206
0 4 6 1 15 1.072915
0 4 6 1 16 1.028015
0 4 6 1 17 0.666054
0 4 6 1 18 0.841636
0 4 6 1 19 0.883085
0 4 6 1 20 1.100690
0 4 7 1 1 0.528323
0 4 7 1 2 0.771334
0 4 7 1 3 0.632264
0 4 7 1 4 0.391711
0 4 7 1 5 0.303943
0 4 7 1 6 0.591494
0 4 7 1 7 0.622741
0 4 7 1 8 0.470930
0 4 7 1 9 0.733178
0 4 7 1 10 0.389966
0 4 7 1 11 0.409189
0 4 7 1 12 0.735701
0 4 7 1 13 0.822006
0 4 7 1 14 0.819375
0 4 7 1 15 0.716232
0 4 7 1 16 0.897636
0 4 7 1 17 1.106033
0 4 7 1 18 1.116326
0 4 7 1 19 0.774865
0 4 7 1 20 0.686586
0 4 8 1 1 -1.350542
0 4 8 1 2 -1.362251
0 4 8 1 3 -1.166675
0 4 8 1 4 -1.343413
0 4 8 1 5 -1.300990
0 4 8 1 6 -1.310130
0 4 8 1 7 -1.435190
0 4 8 1 8 -1.381908
0 4 8 1 9 -1.462485
0 4 8 1 10 -1.402049
0 4 8 1 11 -1.512501
0 4 8 1 12 -1.842952
0 4 8 1 13 -1.918231
0 4 8 1 14 -1.862931
0 4 8 1 15 -1.906899
0 4 8 1 16 -1.612183
0 4 8 1 17 -1.807123
0 4 8 1 18 -1.539816
0 4 8 1 19 -1.537453
0 4 8 1 20 -1.039211
0 4 9 1 1 0.018772
0 4 9 1 2 -0.013600
0 4 9 1 3 0.175554
0 4 9 1 4 -0.068048
0 4 9 1 5 -0.038597
0 4 9 1 6 -0.179450
0 4 9 1 7 -0.323341
0 4 9 1 8 -0.215454
0 4 9 1 9 -0.257086
0 4 9 1 10 -0.180605
0 4 9 1 11 -0.315446
0 4 9 1 12 -0.339939
0 4 9 1 13 -0.611453
0 4 9 1 14 -0.246917
0 4 9 1 15 -0.087807
0 4 9 1 16 0.020301
0 4 9 1 17 -0.019460
0 4 9 1 18 -0.096122
0 4 9 1 19 -0.398335
0 4 9 1 20 -0.049318
0 4 10 1 1 -0.789488
0 4 10 1 2 -0.503879
0 4 10 1 3 -0.700181
0 4 10 1 4 -0.364983
0 4 10 1 5 -0.802083
0 4 10 1 6 -0.656818
0 4 10 1 7 -0.669079
0 4 10 1 8 -0.308706
0 4 10 1 9 -0.485064
0 4 10 1 10 -0.459245
0 4 10 1 11 -0.753400
0 4 10 1 12 -0.781332
0 4 10 1 13 -0.339110
0 4 10 1 14 -0.454102
0 4 10 1 15 -0.586612
0 4 10 1 16 -0.563190
0 4 10 1 17 -0.597761
0 4 10 1 18 -0.764665
0 4 10 1 19 -1.004137
0 4 10 1 20 -0.824044
0 4 11 1 1 1.622801
0 4 11 1 2 1.506033
0 4 11 1 3 1.297395
0 4 11 1 4 0.991556
0 4 11 1 5 1.244424
0 4 11 1 6 1.441473
0 4 11 1 7 1.333665
0 4 11 1 8 1.426125
0 4 11 1 9 1.087305
0 4 11 1 10 1.311096
0 4 11 1 11 1.356389
0 4 11 1 12 1.275925
0 4 11 1 13 1.409882
0 4 11 1 14 1.516374
0 4 11 1 15 1.921700
0 4 11 1 16 1.612872
0 4 11 1 17 1.878359
0 4 11 1 18 1.500627
0 4 11 1 19 1.701823
0 4 11 1 20 1.895985
0 5 0 1 1 -1.264894
0 5 0 1 2 -1.101764
0 5 0 1 3 -0.933748
0 5 0 1 4 -1.239429
0 5 0 1 5 -1.512000
0 5 0 1 6 -1.633417
0 5 0 1 7 -2.198326
0 5 0 1 8 -1.858237
0 5 0 1 9 -1.862431
0 5 0 1 10 -1.707316
0 5 0 1 11 -1.574858
0 5 0 1 12 -1.616482
0 5 0 1 13 -1.583522
0 5 0 1 14 -1.782436
0 5 0 1 15 -1.728802
0 5 0 1 16 -1.682172
0 5 0 1 17 -1.948172
0 5 0 1 18 -1.795143
0 5 0 1 19 -1.583980
0 5 0 1 20 -1.760238
0 5 1 1 1 0.811415
0 5 1 1 2 0.704264
0 5 1 1 3 0.833430
0 5 1 1 4 0.872307
0 5 1 1 5 0.738595
0 5 1 1 6 0.812741
0 5 1 1 7 0.485072
0 5 1 1 8 0.479126
0 5 1 1 9 0.336975
0 5 1 1 10 -0.025598
0 5 1 1 11 0.302688
0 5 1 1 12 0.354247
0 5 1 1 13 0.165947
0 5 1 1 14 0.285840
0 5 1 1 15 0.682039
0 5 1 1 16 0.771890
0 5 1 1 17 0.753459
0 5 1 1 18 0.538890
0 5 1 1 19 0.385187
0 5 1 1 20 0.912495
0 5 2 1 1 1.571869
0 5 2 1 2 1.367781
0 5 2 1 3 1.379655
0 5 2 1 4 1.182532
0 5 2 1 5 0.992748
0 5 2 1 6 1.083921
0 5 2 1 7 1.057040
0 5 2 1 8 0.996555
0 5 2 1 9 1.303899
0 5 2 1 10 1.296223
0 5 2 1 11 1.407466
0 5 2 1 12 0.926194
0 5 2 1 13 0.959772
0 5 2 1 14 1.126963
0 5 2 1 15 1.085990
0 5 2 1 16 1.150105
0 5 2 1 17 1.353923
0 5 2 1 18 1.558037
0 5 2 1 19 1.695406
0 5 2 1 20 1.764048
0 5 3 1 1 2.638220
0 5 3 1 2 2.279605
0 5 3 1 3 2.425886
0 5 3 1 4 2.496013
0 5 3 1 5 2.599199
0 5 3 1 6 2.912190
0 5 3 1 7 2.542476
0 5 3 1 8 2.533558
0 5 3 1 9 2.324967
0 5 3 1 10 2.242835
0 5 3 1 11 2.287644
0 5 3 1 12 2.322587
0 5 3 1 13 2.427488
0 5 3 1 14 2.512707
0 5 3 1 15 2.215712
0 5 3 1 16 2.472519
0 5 3 1 17 2.569756
0 5 3 1 18 2.531547
0 5 3 1 19 2.647978
0 5 3 1 20 2.589589
0 5 4 1 1 -0.384296
0 5 4 1 2 -0.887877
0 5 4 1 3 -0.556051
0 5 4 1 4 -0.471555
0 5 4 1 5 -0.730161
0 5 4 1 6 -1.052253
0 5 4 1 7 -1.139146
0 5 4 1 8 -0.750114
0 5 4 1 9 -0.801331
0 5 4 1 10 -0.770713
0 5 4 1 11 -0.117045
0 5 4 1 12 -0.106430
0 5 4 1 13 -0.205711
0 5 4 1 14 -0.469745
0 5 4 1 15 -0.803717
0 5 4 1 16 -0.287327
0 5 4 1 17 -0.322040
0 5 4 1 18 -0.374311
0 5 4 1 19 -0.445513
0 5 4 1 20 -0.278881
0 5 5 1 1 -0.857784
0 5 5 1 2 -1.107662
0 5 5 1 3 -1.134299
0 5 5 1 4 -1.456003
0 5 5 1 5 -1.778744
0 5 5 1 6 -1.648231
0 5 5 1 7 -1.936180
0 5 5 1 8 -2.173913
0 5 5 1 9 -2.365630
0 5 5 1 10 -2.012625
0 5 5 1 11 -1.776327
0 5 5 1 12 -1.774932
0 5 5 1 13 -1.619889
0 5 5 1 14 -1.774619
0 5 5 1 15 -1.793267
0 5 5 1 16 -1.667634
0 5 5 1 17 -1.348740
0 5 5 1 18 -1.524531
0 5 5 1 19 -1.375192
0 5 5 1 20 -1.181450
0 5 6 1 1 -1.100145
0 5 6 1 2 -1.194216
0 5 6 1 3 -1.383649
0 5 6 1 4 -1.828691
0 5 6 1 5 -1.853924
0 5 6 1 6 -1.369747
0 5 6 1 7 -1.548729
0 5 6 1 8 -1.619480
0 5 6 1 9 -1.563606
0 5 6 1 10 -1.731627
0 5 6 1 11 -1.627474
0 5 6 1 12 -1.686483
0 5 6 1 13 -1.206239
0 5 6 1 14 -1.195954
0 5 6 1 15 -1.112990
0 5 6 1 16 -1.412956
0 5 6 1 17 -1.250904
0 5 6 1 18 -1.117398
0 5 6 1 19 -1.348577
0 5 6 1 20 -0.910161
0 5 7 1 1 1.599690
0 5 7 1 2 1.496601
0 5 7 1 3 1.042323
0 5 7 1 4 1.053239
0 5 7 1 5 1.263471
0 5 7 1 6 1.295142
0 5 7 1 7 1.337274
0 5 7 1 8 1.489512
0 5 7 1 9 1.434492
0 5 7 1 10 1.677568
0 5 7 1 11 1.720009
0 5 7 1 12 1.564465
0 5 7 1 13 1.801496
0 5 7 1 14 1.332074
0 5 7 1 15 1.242508
0 5 7 1 16 1.537411
0 5 7 1 17 1.538726
0 5 7 1 18 1.496196
0 5 7 1 19 1.230013
0 5 7 1 20 1.274385
0 5 8 1 1 -0.830718
0 5 8 1 2 -1.177648
0 5 8 1 3 -1.424390
0 5 8 1 4 -1.436763
0 5 8 1 5 -1.199718
0 5 8 1 6 -0.721271
0 5 8 1 7 -0.934215
0 5 8 1 8 -1.068092
0 5 8 1 9 -0.517255
0 5 8 1 10 -0.571084
0 5 8 1 11 -0.418178
0 5 8 1 12 -0.206505
0 5 8 1 13 -0.495370
0 5 8 1 14 -0.567812
0 5 8 1 15 -0.435741
0 5 8 1 16 -0.678008
0 5 8 1 17 -0.703733
0 5 8 1 18 -0.795054
0 5 8 1 19 -1.125195
0 5 8 1 20 -1.219071
0 5 9 1 1 -1.757274
0 5 9 1 2 -1.924053
0 5 9 1 3 -1.603531
0 5 9 1 4 -1.634195
0 5 9 1 5 -1.669960
0 5 9 1 6 -1.805265
0 5 9 1 7 -1.907802
0 5 9 1 8 -1.568109
0 5 9 1 9 -1.530749
0 5 9 1 10 -1.273369
0 5 9 1 11 -1.396073
0 5 9 1 12 -1.140180
0 5 9 1 13 -1.362662
0 5 9 1 14 -1.238695
0 5 9 1 15 -1.220119
0 5 9 1 16 -1.427976
0 5 9 1 17 -1.140148
0 5 9 1 18 -1.125703
0 5 9 1 19 -0.869187
0 5 9 1 20 -1.342013
0 5 10 1 1 1.544553
0 5 10 1 2 1.426729
0 5 10 1 3 1.281883
0 5 10 1 4 1.404315
0 5 10 1 5 1.324518
0 5 10 1 6 1.673848
0 5 10 1 7 1.942562
0 5 10 1 8 2.094355
0 5 10 1 9 2.016703
0 5 10 1 10 1.719542
0 5 10 1 11 1.674662
0 5 10 1 12 1.407973
0 5 10 1 13 1.343614
0 5 10 1 14 1.422357
0 5 10 1 15 1.295744
0 5 10 1 16 1.089189
0 5 10 1 17 1.151193
0 5 10 1 18 0.972405
0 5 10 1 19 1.286640
0 5 10 1 20 1.591415
0 5 11 1 1 0.744540
0 5 11 1 2 0.911954
0 5 11 1 3 0.757549
0 5 11 1 4 0.841552
0 5 11 1 5 0.802347
0 5 11 1 6 0.967394
0 5 11 1 7 0.899396
0 5 11 1 8 0.731847
0 5 11 1 9 0.575429
0 5 11 1 10 0.377790
0 5 11 1 11 0.531938
0 5 11 1 12 0.493442
0 5 11 1 13 0.688983
0 5 11 1 14 0.605079
0 5 11 1 15 0.816092
0 5 11 1 16 0.625497
0 5 11 1 17 0.686639
0 5 11 1 18 0.835019
0 5 11 1 19 0.913902
0 5 11 1 20 0.753858
0 6 0 1 1 1.174759
0 6 0 1 2 1.010262
0 6 0 1 3 1.040956
0 6 0 1 4 0.781610
0 6 0 1 5 0.397373
0 6 0 1 6 0.470150
0 6 0 1 7 0.216170
0 6 0 1 8 0.140117
0 6 0 1 9 0.198187
0 6 0 1 10 0.156939
0 6 0 1 11 0.112996
0 6 0 1 12 0.435924
0 6 0 1 13 0.435540
0 6 0 1 14 0.481118
0 6 0 1 15 0.320139
0 6 0 1 16 0.212596
0 6 0 1 17 0.400872
0 6 0 1 18 0.849317
0 6 0 1 19 0.700581
0 6 0 1 20 0.983489
0 6 1 1 1 2.289961
0 6 1 1 2 2.247047
0 6 1 1 3 2.151604
0 6 1 1 4 2.047634
0 6 1 1 5 2.234220
0 6 1 1 6 1.830040
0 6 1 1 7 1.878696
0 6 1 1 8 1.883850
0 6 1 1 9 1.934328
0 6 1 1 10 2.567122
0 6 1 1 11 2.901733
0 6 1 1 12 2.570212
0 6 1 1 13 2.690111
0 6 1 1 14 2.908552
0 6 1 1 15 3.408742
0 6 1 1 16 3.262504
0 6 1 1 17 2.819785
0 6 1 1 18 2.717454
0 6 1 1 19 2.548195
0 6 1 1 20 2.505805
0 6 2 1 1 -1.757409
0 6 2 1 2 -1.535552
0 6 2 1 3 -1.476211
0 6 2 1 4 -1.096854
0 6 2 1 5 -0.840734
0 6 2 1 6 -0.966301
0 6 2 1 7 -0.907890
0 6 2 1 8 -1.193459
0 6 2 1 9 -1.670644
0 6 2 1 10 -2.139888
0 6 2 1 11 -2.267923
0 6 2 1 12 -2.113499
0 6 2 1 13 -1.876797
0 6 2 1 14 -2.289073
0 6 2 1 15 -1.954327
0 6 2 1 16 -1.781407
0 6 2 1 17 -1.822258
0 6 2 1 18 -1.855554
0 6 2 1 19 -1.799626
0 6 2 1 20 -1.592226
0 6 3 1 1 -2.620771
0 6 3 1 2 -2.650181
0 6 3 1 3 -2.639690
0 6 3 1 4 -2.493667
0 6 3 1 5 -2.374874
0 6 3 1 6 -2.327239
0 6 3 1 7 -2.447839
0 6 3 1 8 -2.437064
0 6 3 1 9 -2.672100
0 6 3 1 10 -2.847995
0 6 3 1 11 -2.928233
0 6 3 1 12 -2.460943
0 6 3 1 13 -2.356767
0 6 3 1 14 -2.284570
0 6 3 1 15 -2.001440
0 6 3 1 16 -2.008912
0 6 3 1 17 -2.458001
0 6 3 1 18 -2.544504
0 6 3 1 19 -2.735052
0 6 3 1 20 -2.765762
0 6 4 1 1 -0.654181
0 6 4 1 2 -0.919455
0 6 4 1 3 -0.728688
0 6 4 1 4 -1.069487
0 6 4 1 5 -0.666651
0 6 4 1 6 -0.887607
0 6 4 1 7 -0.792110
0 6 4 1 8 -0.969581
0 6 4 1 9 -0.730395
0 6 4 1 10 -0.414047
0 6 4 1 11 -0.423386
0 6 4 1 12 -0.462102
0 6 4 1 13 -0.650725
0 6 4 1 14 -0.372675
0 6 4 1 15 -0.270833
0 6 4 1 16 -0.319617
0 6 4 1 17 0.024005
0 6 4 1 18 -0.026532
0 6 4 1 19 -0.102170
0 6 4 1 20 -0.288336
0 6 5 1 1 1.050664
0 6 5 1 2 0.941815
0 6 5 1 3 0.917177
0 6 5 1 4 0.850311
0 6 5 1 5 0.840213
0 6 5 1 6 1.080686
0 6 5 1 7 1.108622
0 6 5 1 8 1.247141
0 6 5 1 9 1.131526
0 6 5 1 10 1.453444
0 6 5 1 11 1.047537
0 6 5 1 12 1.000473
0 6 5 1 13 1.193447
0 6 5 1 14 0.905626
0 6 5 1 15 0.935670
0 6 5 1 16 0.945072
0 6 5 1 17 1.049280
0 6 5 1 18 0.937900
0 6 5 1 19 0.792744
0 6 5 1 20 0.723251
0 6 6 1 1 -0.306563
0 6 6 1 2 -0.381530
0 6 6 1 3 -0.624419
0 6 6 1 4 -0.822386
0 6 6 1 5 -0.836502
0 6 6 1 6 -1.072648
0 6 6 1 7 -1.229191
0 6 6 1 8 -1.249305
0 6 6 1 9 -1.267488
0 6 6 1 10 -1.278310
0 6 6 1 11 -0.957921
0 6 6 1 12 -0.946957
0 6 6 1 13 -0.952595
0 6 6 1 14 -1.037659
0 6 6 1 15 -0.942598
0 6 6 1 16 -0.741832
0 6 6 1 17 -0.777544
0 6 6 1 18 -0.720023
0 6 6 1 19 -0.727312
0 6 6 1 20 -0.880512
0 6 7 1 1 2.211761
0 6 7 1 2 1.875187
0 6 7 1 3 1.897020
0 6 7 1 4 1.919446
0 6 7 1 5 1.884869
0 6 7 1 6 1.924658
0 6 7 1 7 1.784842
0 6 7 1 8 1.787119
0 6 7 1 9 1.894067
0 6 7 1 10 2.243084
0 6 7 1 11 2.301593
0 6 7 1 12 2.167183
0 6 7 1 13 2.378804
0 6 7 1 14 2.666524
0 6 7 1 15 2.763947
0 6 7 1 16 2.776685
0 6 7 1 17 2.765248
0 6 7 1 18 2.366525
0 6 7 1 19 2.441904
0 6 7 1 20 2.674484
0 6 8 1 1 -0.169714
0 6 8 1 2 0.251109
0 6 8 1 3 0.005764
0 6 8 1 4 0.048749
0 6 8 1 5 0.342644
0 6 8 1 6 -0.089611
0 6 8 1 7 0.064457
0 6 8 1 8 -0.143237
0 6 8 1 9 -0.343235
0 6 8 1 10 -0.215729
0 6 8 1 11 -0.088427
0 6 8 1 12 -0.195687
0 6 8 1 13 -0.182399
0 6 8 1 14 -0.157856
0 6 8 1 15 -0.226329
0 6 8 1 16 -0.189449
0 6 8 1 17 -0.497012
0 6 8 1 18 -0.806571
0 6 8 1 19 -0.729908
0 6 8 1 20 -0.550764
0 6 9 1 1 1.222298
0 6 9 1 2 1.276990
0 6 9 1 3 1.024497
0 6 9 1 4 0.576149
0 6 9 1 5 0.535966
0 6 9 1 6 0.743610
0 6 9 1 7 0.696776
0 6 9 1 8 0.933263
0 6 9 1 9 0.497713
0 6 9 1 10 0.881820
0 6 9 1 11 0.608714
0 6 9 1 12 0.388321
0 6 9 1 13 0.713623
0 6 9 1 14 0.752244
0 6 9 1 15 0.747113
0 6 9 1 16 1.003256
0 6 9 1 17 1.050768
0 6 9 1 18 0.997234
0 6 9 1 19 1.470022
0 6 9 1 20 1.120932
0 6 10 1 1 -0.179342
0 6 10 1 2 -0.204748
0 6 10 1 3 -0.409615
0 6 10 1 4 -1.066492
0 6 10 1 5 -0.858118
0 6 10 1 6 -1.273687
0 6 10 1 7 -1.019190
0 6 10 1 8 -0.854927
0 6 10 1 9 -0.926187
0 6 10 1 10 -0.988542
0 6 10 1 11 -1.201228
0 6 10 1 12 -1.305645
0 6 10 1 13 -1.007158
0 6 10 1 14 -0.649790
0 6 10 1 15 -0.607831
0 6 10 1 16 -0.518724
0 6 10 1 17 -0.342537
0 6 10 1 18 -0.148443
0 6 10 1 19 -0.213625
0 6 10 1 20 -0.541198
0 6 11 1 1 -0.349947
0 6 11 1 2 -0.163858
0 6 11 1 3 0.048696
0 6 11 1 4 0.004310
0 6 11 1 5 0.087487
0 6 11 1 6 -0.215962
0 6 11 1 7 -0.308274
0 6 11 1 8 -0.150367
0 6 11 1 9 -0.342187
0 6 11 1 10 -0.342159
0 6 11 1 11 -0.382581
0 6 11 1 12 -0.288892
0 6 11 1 13 -0.366390
0 6 11 1 14 -0.285367
0 6 11 1 15 -0.426336
0 6 11 1 16 -0.222646
0 6 11 1 17 -0.146130
0 6 11 1 18 -0.111770
0 6 11 1 19 0.148981
0 6 11 1 20 0.099151
0 7 0 1 1 3.099585
0 7 0 1 2 3.386075
0 7 0 1 3 3.539813
0 7 0 1 4 3.351475
0 7 0 1 5 3.281204
0 7 0 1 6 2.812126
0 7 0 1 7 2.560621
0 7 0 1 8 2.256024
0 7 0 1 9 3.082471
0 7 0 1 10 3.051515
0 7 0 1 11 3.052465
0 7 0 1 12 2.790624
0 7 0 1 13 2.745816
0 7 0 1 14 2.923511
0 7 0 1 15 2.854610
0 7 0 1 16 2.833481
0 7 0 1 17 2.861872
0 7 0 1 18 2.995302
0 7 0 1 19 3.112172
0 7 0 1 20 3.125457
0 7 1 1 1 0.196546
0 7 1 1 2 0.139853
0 7 1 1 3 0.302148
0 7 1 1 4 0.224830
0 7 1 1 5 0.382176
0 7 1 1 6 0.114529
0 7 1 1 7 -0.004800
0 7 1 1 8 -0.363498
0 7 1 1 9 -0.375635
0 7 1 1 10 -0.348978
0 7 1 1 11 -0.346871
0 7 1 1 12 -0.318240
0 7 1 1 13 -0.441699
0 7 1 1 14 -0.425248
0 7 1 1 15 -0.480718
0 7 1 1 16 -0.482804
0 7 1 1 17 -0.160916
0 7 1 1 18 -0.303247
0 7 1 1 19 -0.413933
0 7 1 1 20 -0.259227
0 7 2 1 1 -1.078389
0 7 2 1 2 -0.982440
0 7 2 1 3 -0.799070
0 7 2 1 4 -1.244849
0 7 2 1 5 -1.180657
0 7 2 1 6 -0.854910
0 7 2 1 7 -0.648036
0 7 2 1 8 -0.774910
0 7 2 1 9 -0.725044
0 7 2 1 10 -0.950835
0 7 2 1 11 -1.056016
0 7 2 1 12 -1.024515
0 7 2 1 13 -1.017245
0 7 2 1 14 -0.708939
0 7 2 1 15 -1.162395
0 7 2 1 16 -1.062252
0 7 2 1 17 -1.086028
0 7 2 1 18 -1.175615
0 7 2 1 19 -1.197372
0 7 2 1 20 -1.284987
0 7 3 1 1 1.383805
0 7 3 1 2 1.602726
0 7 3 1 3 1.816642
0 7 3 1 4 1.814649
0 7 3 1 5 1.873548
0 7 3 1 6 2.243393
0 7 3 1 7 2.265927
0 7 3 1 8 2.263256
0 7 3 1 9 1.826735
0 7 3 1 10 1.712782
0 7 3 1 11 2.108090
0 7 3 1 12 2.001178
0 7 3 1 13 2.049638
0 7 3 1 14 1.752693
0 7 3 1 15 1.835483
0 7 3 1 16 1.485273
0 7 3 1 17 1.648344
0 7 3 1 18 1.747842
0 7 3 1 19 1.718658
0 7 3 1 20 1.626118
0 7 4 1 1 1.380552
0 7 4 1 2 1.646369
0 7 4 1 3 1.696109
0 7 4 1 4 1.726412
0 7 4 1 5 1.556451
0 7 4 1 6 1.432653
0 7 4 1 7 1.227259
0 7 4 1 8 1.498918
0 7 4 1 9 1.574173
0 7 4 1 10 1.028797
0 7 4 1 11 0.929912
0 7 4 1 12 1.121999
0 7 4 1 13 1.545866
0 7 4 1 14 1.597940
0 7 4 1 15 1.248612
0 7 4 1 16 1.158380
0 7 4 1 17 1.003949
0 7 4 1 18 1.044984
0 7 4 1 19 1.192745
0 7 4 1 20 1.257987
0 7 5 1 1 1.851889
0 7 5 1 2 1.538156
0 7 5 1 3 1.453216
0 7 5 1 4 1.747653
0 7 5 1 5 1.997333
0 7 5 1 6 1.950563
0 7 5 1 7 2.059893
0 7 5 1 8 2.129742
0 7 5 1 9 2.117698
0 7 5 1 10 1.823975
0 7 5 1 11 2.005878
0 7 5 1 12 1.810197
0 7 5 1 13 1.830304
0 7 5 1 14 1.638453
0 7 5 1 15 1.524960
0 7 5 1 16 1.166600
0 7 5 1 17 1.356488
0 7 5 1 18 1.620370
0 7 5 1 19 1.595162
0 7 5 1 20 1.497105
0 7 6 1 1 1.726369
0 7 6 1 2 1.477344
