L3 L2 L1 orbit tau x
0 7 6 1 3 1.682661
0 7 6 1 4 1.589137
0 7 6 1 5 1.767811
0 7 6 1 6 1.719390
0 7 6 1 7 1.510022
0 7 6 1 8 1.687958
0 7 6 1 9 1.421501
0 7 6 1 10 1.443915
0 7 6 1 11 1.463726
0 7 6 1 12 0.828446
0 7 6 1 13 1.292973
0 7 6 1 14 1.467167
0 7 6 1 15 1.258334
0 7 6 1 16 1.030610
0 7 6 1 17 0.868882
0 7 6 1 18 1.170674
0 7 6 1 19 1.420182
0 7 6 1 20 1.561437
0 7 7 1 1 -1.417902
0 7 7 1 2 -1.535940
0 7 7 1 3 -1.513349
0 7 7 1 4 -1.634084
0 7 7 1 5 -1.300718
0 7 7 1 6 -1.280783
0 7 7 1 7 -1.407647
0 7 7 1 8 -1.545535
0 7 7 1 9 -1.248972
0 7 7 1 10 -0.889224
0 7 7 1 11 -0.843955
0 7 7 1 12 -0.907326
0 7 7 1 13 -1.056793
0 7 7 1 14 -1.200858
0 7 7 1 15 -0.779956
0 7 7 1 16 -0.589117
0 7 7 1 17 -0.606738
0 7 7 1 18 -1.094028
0 7 7 1 19 -1.209485
0 7 7 1 20 -1.311831
0 7 8 1 1 -1.052626
0 7 8 1 2 -0.755352
0 7 8 1 3 -0.678166
0 7 8 1 4 -0.983839
0 7 8 1 5 -0.765948
0 7 8 1 6 -0.756379
0 7 8 1 7 -0.894761
0 7 8 1 8 -0.841177
0 7 8 1 9 -1.017127
0 7 8 1 10 -1.000862
0 7 8 1 11 -1.207667
0 7 8 1 12 -1.255678
0 7 8 1 13 -1.373037
0 7 8 1 14 -1.400828
0 7 8 1 15 -1.134322
0 7 8 1 16 -1.221805
0 7 8 1 17 -1.193244
0 7 8 1 18 -1.148225
0 7 8 1 19 -1.079259
0 7 8 1 20 -0.957846
0 7 9 1 1 0.676993
0 7 9 1 2 0.714306
0 7 9 1 3 0.850275
0 7 9 1 4 0.922865
0 7 9 1 5 0.768454
0 7 9 1 6 0.965815
0 7 9 1 7 1.011779
0 7 9 1 8 0.928003
0 7 9 1 9 0.683670
0 7 9 1 10 1.256691
0 7 9 1 11 1.166287
0 7 9 1 12 0.918879
0 7 9 1 13 0.908191
0 7 9 1 14 0.784360
0 7 9 1 15 0.683410
0 7 9 1 16 0.585098
0 7 9 1 17 0.649179
0 7 9 1 18 0.885305
0 7 9 1 19 0.641913
0 7 9 1 20 0.559947
0 7 10 1 1 -1.025673
0 7 10 1 2 -0.798993
0 7 10 1 3 -0.999362
0 7 10 1 4 -0.923364
0 7 10 1 5 -0.826944
0 7 10 1 6 -0.937619
0 7 10 1 7 -1.340725
0 7 10 1 8 -1.668422
0 7 10 1 9 -1.921069
0 7 10 1 10 -1.710524
0 7 10 1 11 -1.853906
0 7 10 1 12 -2.037720
0 7 10 1 13 -1.809609
0 7 10 1 14 -1.831296
0 7 10 1 15 -1.597571
0 7 10 1 16 -1.482511
0 7 10 1 17 -1.808660
0 7 10 1 18 -1.691783
0 7 10 1 19 -1.475797
0 7 10 1 20 -1.459514
0 7 11 1 1 2.246415
0 7 11 1 2 1.667827
0 7 11 1 3 1.452921
0 7 11 1 4 1.190340
0 7 11 1 5 1.452610
0 7 11 1 6 1.363524
0 7 11 1 7 1.518639
0 7 11 1 8 1.465054
0 7 11 1 9 2.069843
0 7 11 1 10 1.897374
0 7 11 1 11 1.680813
0 7 11 1 12 1.976304
0 7 11 1 13 2.480017
0 7 11 1 14 2.331891
0 7 11 1 15 2.045494
0 7 11 1 16 1.961227
0 7 11 1 17 1.791359
0 7 11 1 18 1.749079
0 7 11 1 19 1.917080
0 7 11 1 20 2.267692
0 8 0 1 1 -1.542682
0 8 0 1 2 -1.903172
0 8 0 1 3 -1.985945
0 8 0 1 4 -1.956579
0 8 0 1 5 -1.908015
0 8 0 1 6 -1.728208
0 8 0 1 7 -1.691209
0 8 0 1 8 -1.267876
0 8 0 1 9 -1.478940
0 8 0 1 10 -1.571192
0 8 0 1 11 -1.559384
0 8 0 1 12 -2.157968
0 8 0 1 13 -1.657909
0 8 0 1 14 -1.716336
0 8 0 1 15 -1.565035
0 8 0 1 16 -1.170549
0 8 0 1 17 -1.547018
0 8 0 1 18 -1.636038
0 8 0 1 19 -1.567472
0 8 0 1 20 -1.412878
0 8 1 1 1 -0.413771
0 8 1 1 2 -0.387720
0 8 1 1 3 -0.406113
0 8 1 1 4 -0.511473
0 8 1 1 5 -0.779491
0 8 1 1 6 -1.092615
0 8 1 1 7 -1.304957
0 8 1 1 8 -1.257462
0 8 1 1 9 -1.070209
0 8 1 1 10 -0.948866
0 8 1 1 11 -1.064151
0 8 1 1 12 -1.049823
0 8 1 1 13 -0.502720
0 8 1 1 14 -0.180355
0 8 1 1 15 0.152369
0 8 1 1 16 0.286676
0 8 1 1 17 0.140876
0 8 1 1 18 0.495801
0 8 1 1 19 0.338077
0 8 1 1 20 0.014977
0 8 2 1 1 -1.482696
0 8 2 1 2 -1.344883
0 8 2 1 3 -1.639742
0 8 2 1 4 -2.024066
0 8 2 1 5 -2.213768
0 8 2 1 6 -2.059050
0 8 2 1 7 -1.416033
0 8 2 1 8 -1.409909
0 8 2 1 9 -1.258664
0 8 2 1 10 -1.089959
0 8 2 1 11 -1.300827
0 8 2 1 12 -1.399436
0 8 2 1 13 -1.186299
0 8 2 1 14 -1.280000
0 8 2 1 15 -1.359601
0 8 2 1 16 -1.331435
0 8 2 1 17 -1.237070
0 8 2 1 18 -1.183099
0 8 2 1 19 -1.034734
0 8 2 1 20 -1.399237
0 8 3 1 1 -0.795099
0 8 3 1 2 -0.665346
0 8 3 1 3 -0.577571
0 8 3 1 4 -0.636333
0 8 3 1 5 -0.770983
0 8 3 1 6 -0.689134
0 8 3 1 7 -0.790503
0 8 3 1 8 -0.819999
0 8 3 1 9 -0.891139
0 8 3 1 10 -1.162255
0 8 3 1 11 -1.766209
0 8 3 1 12 -1.639611
0 8 3 1 13 -1.661620
0 8 3 1 14 -1.347909
0 8 3 1 15 -1.560679
0 8 3 1 16 -1.329216
0 8 3 1 17 -1.130516
0 8 3 1 18 -1.283099
0 8 3 1 19 -0.924053
0 8 3 1 20 -1.239202
0 8 4 1 1 -0.315868
0 8 4 1 2 -0.383980
0 8 4 1 3 -0.733606
0 8 4 1 4 -0.461550
0 8 4 1 5 -0.051128
0 8 4 1 6 0.062553
0 8 4 1 7 0.218737
0 8 4 1 8 0.099080
0 8 4 1 9 0.102845
0 8 4 1 10 0.259905
0 8 4 1 11 0.181108
0 8 4 1 12 -0.059613
0 8 4 1 13 -0.077844
0 8 4 1 14 -0.020060
0 8 4 1 15 -0.215913
0 8 4 1 16 0.002449
0 8 4 1 17 0.245980
0 8 4 1 18 0.148538
0 8 4 1 19 -0.310950
0 8 4 1 20 -0.194928
0 8 5 1 1 1.834823
0 8 5 1 2 1.795372
0 8 5 1 3 1.769937
0 8 5 1 4 1.646035
0 8 5 1 5 1.287069
0 8 5 1 6 1.274592
0 8 5 1 7 1.345958
0 8 5 1 8 1.173209
0 8 5 1 9 1.433075
0 8 5 1 10 1.547097
0 8 5 1 11 1.260682
0 8 5 1 12 1.018702
0 8 5 1 13 1.193544
0 8 5 1 14 2.024644
0 8 5 1 15 2.011382
0 8 5 1 16 2.044204
0 8 5 1 17 2.330770
0 8 5 1 18 1.976982
0 8 5 1 19 1.721241
0 8 5 1 20 1.619948
0 8 6 1 1 0.263323
0 8 6 1 2 0.500565
0 8 6 1 3 0.429723
0 8 6 1 4 -0.013564
0 8 6 1 5 -0.059149
0 8 6 1 6 0.230194
0 8 6 1 7 0.068863
0 8 6 1 8 -0.280794
0 8 6 1 9 -0.043513
0 8 6 1 10 0.301211
0 8 6 1 11 0.198098
0 8 6 1 12 0.302284
0 8 6 1 13 0.534419
0 8 6 1 14 0.561419
0 8 6 1 15 0.659375
0 8 6 1 16 0.690960
0 8 6 1 17 0.611803
0 8 6 1 18 0.505197
0 8 6 1 19 0.369327
0 8 6 1 20 0.319972
0 8 7 1 1 0.841129
0 8 7 1 2 0.897412
0 8 7 1 3 0.929770
0 8 7 1 4 0.533723
0 8 7 1 5 0.657657
0 8 7 1 6 0.972118
0 8 7 1 7 0.891910
0 8 7 1 8 0.882087
0 8 7 1 9 1.532293
0 8 7 1 10 1.286210
0 8 7 1 11 1.121623
0 8 7 1 12 1.149904
0 8 7 1 13 1.622164
0 8 7 1 14 1.329651
0 8 7 1 15 1.481437
0 8 7 1 16 1.635326
0 8 7 1 17 1.932072
0 8 7 1 18 1.870657
0 8 7 1 19 1.788614
0 8 7 1 20 1.338794
0 8 8 1 1 -1.794062
0 8 8 1 2 -2.131495
0 8 8 1 3 -1.966362
0 8 8 1 4 -2.219169
0 8 8 1 5 -2.140950
0 8 8 1 6 -2.620607
0 8 8 1 7 -2.494135
0 8 8 1 8 -2.232095
0 8 8 1 9 -2.647892
0 8 8 1 10 -2.782605
0 8 8 1 11 -2.689253
0 8 8 1 12 -2.746306
0 8 8 1 13 -2.890560
0 8 8 1 14 -2.606541
0 8 8 1 15 -2.342238
0 8 8 1 16 -1.926488
0 8 8 1 17 -2.114353
0 8 8 1 18 -1.538025
0 8 8 1 19 -1.313467
0 8 8 1 20 -1.734617
0 8 9 1 1 0.854593
0 8 9 1 2 0.931537
0 8 9 1 3 0.786335
0 8 9 1 4 1.235368
0 8 9 1 5 1.192764
0 8 9 1 6 1.209492
0 8 9 1 7 1.151692
0 8 9 1 8 1.309248
0 8 9 1 9 0.643923
0 8 9 1 10 0.626811
0 8 9 1 11 0.667057
0 8 9 1 12 0.559635
0 8 9 1 13 0.398981
0 8 9 1 14 0.932091
0 8 9 1 15 1.304806
0 8 9 1 16 1.266754
0 8 9 1 17 1.213818
0 8 9 1 18 1.299636
0 8 9 1 19 1.349872
0 8 9 1 20 1.161718
0 8 10 1 1 -2.442301
0 8 10 1 2 -2.638983
0 8 10 1 3 -2.895397
0 8 10 1 4 -2.695058
0 8 10 1 5 -2.455517
0 8 10 1 6 -2.113364
0 8 10 1 7 -2.059352
0 8 10 1 8 -1.707812
0 8 10 1 9 -1.657431
0 8 10 1 10 -1.848109
0 8 10 1 11 -1.793699
0 8 10 1 12 -1.944379
0 8 10 1 13 -1.705705
0 8 10 1 14 -1.725142
0 8 10 1 15 -1.194546
0 8 10 1 16 -1.485715
0 8 10 1 17 -1.654246
0 8 10 1 18 -1.611513
0 8 10 1 19 -1.890561
0 8 10 1 20 -1.941366
0 8 11 1 1 0.599570
0 8 11 1 2 0.182363
0 8 11 1 3 0.338266
0 8 11 1 4 0.564008
0 8 11 1 5 0.693975
0 8 11 1 6 0.879123
0 8 11 1 7 0.690473
0 8 11 1 8 0.481814
0 8 11 1 9 0.784131
0 8 11 1 10 0.770494
0 8 11 1 11 0.368475
0 8 11 1 12 0.565195
0 8 11 1 13 0.404018
0 8 11 1 14 0.096402
0 8 11 1 15 0.741359
0 8 11 1 16 0.609365
0 8 11 1 17 0.630841
0 8 11 1 18 0.649979
0 8 11 1 19 0.998128
0 8 11 1 20 0.798906
0 9 0 1 1 -2.300872
0 9 0 1 2 -2.372500
0 9 0 1 3 -2.071485
0 9 0 1 4 -2.397214
0 9 0 1 5 -2.683530
0 9 0 1 6 -2.012645
0 9 0 1 7 -2.281674
0 9 0 1 8 -2.386976
0 9 0 1 9 -2.104409
0 9 0 1 10 -1.922540
0 9 0 1 11 -2.198745
0 9 0 1 12 -2.140234
0 9 0 1 13 -2.120429
0 9 0 1 14 -2.247568
0 9 0 1 15 -1.650694
0 9 0 1 16 -1.781936
0 9 0 1 17 -1.545202
0 9 0 1 18 -1.543058
0 9 0 1 19 -1.716745
0 9 0 1 20 -2.036665
0 9 1 1 1 0.307097
0 9 1 1 2 0.063922
0 9 1 1 3 0.080716
0 9 1 1 4 -0.118902
0 9 1 1 5 -0.326805
0 9 1 1 6 -0.177916
0 9 1 1 7 -0.102084
0 9 1 1 8 0.053505
0 9 1 1 9 0.073783
0 9 1 1 10 0.253778
0 9 1 1 11 0.592791
0 9 1 1 12 0.378446
0 9 1 1 13 0.203177
0 9 1 1 14 0.369775
0 9 1 1 15 0.291070
0 9 1 1 16 0.366807
0 9 1 1 17 0.095463
0 9 1 1 18 0.167804
0 9 1 1 19 0.033351
0 9 1 1 20 0.161176
0 9 2 1 1 -0.076745
0 9 2 1 2 0.126184
0 9 2 1 3 0.218388
0 9 2 1 4 0.667004
0 9 2 1 5 0.617578
0 9 2 1 6 0.518610
0 9 2 1 7 0.793487
0 9 2 1 8 0.911820
0 9 2 1 9 1.031141
0 9 2 1 10 0.859405
0 9 2 1 11 0.910780
0 9 2 1 12 0.791561
0 9 2 1 13 0.945571
0 9 2 1 14 0.901827
0 9 2 1 15 0.722704
0 9 2 1 16 0.413973
0 9 2 1 17 0.170666
0 9 2 1 18 0.186786
0 9 2 1 19 0.111608
0 9 2 1 20 0.012750
0 9 3 1 1 -0.421168
0 9 3 1 2 -0.540748
0 9 3 1 3 -0.285356
0 9 3 1 4 -0.284194
0 9 3 1 5 -0.305519
0 9 3 1 6 -0.083896
0 9 3 1 7 0.281740
0 9 3 1 8 0.248695
0 9 3 1 9 0.114325
0 9 3 1 10 -0.123451
0 9 3 1 11 0.101341
0 9 3 1 12 0.244189
0 9 3 1 13 0.272328
0 9 3 1 14 0.664408
0 9 3 1 15 0.199541
0 9 3 1 16 0.154458
0 9 3 1 17 -0.124906
0 9 3 1 18 -0.096276
0 9 3 1 19 -0.035356
0 9 3 1 20 -0.273557
0 9 4 1 1 2.675884
0 9 4 1 2 2.523177
0 9 4 1 3 2.541297
0 9 4 1 4 2.436092
0 9 4 1 5 2.168969
0 9 4 1 6 2.066527
0 9 4 1 7 2.057860
0 9 4 1 8 2.346932
0 9 4 1 9 2.247754
0 9 4 1 10 2.257421
0 9 4 1 11 2.177713
0 9 4 1 12 1.984293
0 9 4 1 13 2.227359
0 9 4 1 14 1.903333
0 9 4 1 15 1.878088
0 9 4 1 16 2.239925
0 9 4 1 17 2.057974
0 9 4 1 18 2.246050
0 9 4 1 19 2.335274
0 9 4 1 20 2.416050
0 9 5 1 1 -2.498463
0 9 5 1 2 -2.550919
0 9 5 1 3 -2.534009
0 9 5 1 4 -2.148672
0 9 5 1 5 -2.456038
0 9 5 1 6 -2.408485
0 9 5 1 7 -2.161206
0 9 5 1 8 -2.317587
0 9 5 1 9 -2.270541
0 9 5 1 10 -2.141133
0 9 5 1 11 -2.003585
0 9 5 1 12 -2.243144
0 9 5 1 13 -2.268787
0 9 5 1 14 -1.882320
0 9 5 1 15 -2.164450
0 9 5 1 16 -2.255936
0 9 5 1 17 -2.273544
0 9 5 1 18 -2.179469
0 9 5 1 19 -2.298424
0 9 5 1 20 -2.266444
0 9 6 1 1 -0.879341
0 9 6 1 2 -0.907803
0 9 6 1 3 -0.334394
0 9 6 1 4 0.005062
0 9 6 1 5 -0.037468
0 9 6 1 6 -0.268066
0 9 6 1 7 -0.049792
0 9 6 1 8 0.057185
0 9 6 1 9 -0.080711
0 9 6 1 10 0.071828
0 9 6 1 11 0.063566
0 9 6 1 12 0.028481
0 9 6 1 13 0.039864
0 9 6 1 14 -0.328689
0 9 6 1 15 -0.353859
0 9 6 1 16 -0.176988
0 9 6 1 17 -0.231012
0 9 6 1 18 -0.598791
0 9 6 1 19 -0.623481
0 9 6 1 20 -0.929417
0 9 7 1 1 -2.614065
0 9 7 1 2 -2.074241
0 9 7 1 3 -2.143389
0 9 7 1 4 -1.939812
0 9 7 1 5 -2.280381
0 9 7 1 6 -2.075512
0 9 7 1 7 -1.624489
0 9 7 1 8 -1.604416
0 9 7 1 9 -1.751155
0 9 7 1 10 -1.341112
0 9 7 1 11 -1.355197
0 9 7 1 12 -1.473351
0 9 7 1 13 -1.439172
0 9 7 1 14 -1.820445
0 9 7 1 15 -1.826895
0 9 7 1 16 -2.297653
0 9 7 1 17 -2.497456
0 9 7 1 18 -2.556439
0 9 7 1 19 -2.485748
0 9 7 1 20 -2.669903
0 9 8 1 1 0.439967
0 9 8 1 2 0.408353
0 9 8 1 3 0.638361
0 9 8 1 4 0.821735
0 9 8 1 5 0.860068
0 9 8 1 6 0.147075
0 9 8 1 7 0.421184
0 9 8 1 8 0.460623
0 9 8 1 9 0.544743
0 9 8 1 10 0.563409
0 9 8 1 11 0.131132
0 9 8 1 12 -0.226029
0 9 8 1 13 -0.101758
0 9 8 1 14 -0.191621
0 9 8 1 15 -0.454001
0 9 8 1 16 -0.230459
0 9 8 1 17 0.076494
0 9 8 1 18 0.278407
0 9 8 1 19 0.051240
0 9 8 1 20 0.235965
0 9 9 1 1 0.955785
0 9 9 1 2 0.854567
0 9 9 1 3 0.386733
0 9 9 1 4 0.781944
0 9 9 1 5 1.140498
0 9 9 1 6 1.266852
0 9 9 1 7 1.066628
0 9 9 1 8 1.078752
0 9 9 1 9 1.179782
0 9 9 1 10 1.641504
0 9 9 1 11 1.419320
0 9 9 1 12 1.443861
0 9 9 1 13 1.506931
0 9 9 1 14 1.656333
0 9 9 1 15 1.706780
0 9 9 1 16 1.731119
0 9 9 1 17 1.495550
0 9 9 1 18 1.313380
0 9 9 1 19 1.196044
0 9 9 1 20 0.942055
0 9 10 1 1 1.066083
0 9 10 1 2 1.066436
0 9 10 1 3 1.031636
0 9 10 1 4 1.238944
0 9 10 1 5 1.255459
0 9 10 1 6 0.947820
0 9 10 1 7 0.988203
0 9 10 1 8 1.274503
0 9 10 1 9 1.460048
0 9 10 1 10 1.482284
0 9 10 1 11 1.381427
0 9 10 1 12 1.353908
0 9 10 1 13 1.135421
0 9 10 1 14 1.357712
0 9 10 1 15 1.564967
0 9 10 1 16 1.427863
0 9 10 1 17 1.145464
0 9 10 1 18 1.309464
0 9 10 1 19 1.122222
0 9 10 1 20 1.020790
0 9 11 1 1 0.187316
0 9 11 1 2 0.284924
0 9 11 1 3 0.364162
0 9 11 1 4 0.180404
0 9 11 1 5 0.019820
0 9 11 1 6 0.112782
0 9 11 1 7 0.117838
0 9 11 1 8 0.398856
0 9 11 1 9 0.227202
0 9 11 1 10 0.469268
0 9 11 1 11 0.344490
0 9 11 1 12 0.195299
0 9 11 1 13 0.060022
0 9 11 1 14 0.107553
0 9 11 1 15 0.170470
0 9 11 1 16 0.022147
0 9 11 1 17 0.057798
0 9 11 1 18 -0.042146
0 9 11 1 19 -0.155203
0 9 11 1 20 0.007609
0 10 0 1 1 1.181332
0 10 0 1 2 1.082773
0 10 0 1 3 0.887024
0 10 0 1 4 0.618993
0 10 0 1 5 0.389497
0 10 0 1 6 0.426967
0 10 0 1 7 0.214096
0 10 0 1 8 0.314267
0 10 0 1 9 0.387433
0 10 0 1 10 0.248782
0 10 0 1 11 0.304538
0 10 0 1 12 0.251533
0 10 0 1 13 0.166503
0 10 0 1 14 -0.024486
0 10 0 1 15 0.070821
0 10 0 1 16 0.168707
0 10 0 1 17 0.295824
0 10 0 1 18 0.400076
0 10 0 1 19 0.650896
0 10 0 1 20 1.133642
0 10 1 1 1 1.504335
0 10 1 1 2 1.971156
0 10 1 1 3 1.895635
0 10 1 1 4 1.552592
0 10 1 1 5 1.582261
0 10 1 1 6 1.526248
0 10 1 1 7 1.935670
0 10 1 1 8 1.490643
0 10 1 1 9 1.428112
0 10 1 1 10 1.039458
0 10 1 1 11 1.393475
0 10 1 1 12 1.448102
0 10 1 1 13 1.591079
0 10 1 1 14 1.613229
0 10 1 1 15 1.326309
0 10 1 1 16 1.122820
0 10 1 1 17 1.376299
0 10 1 1 18 1.167832
0 10 1 1 19 1.260187
0 10 1 1 20 1.652428
0 10 2 1 1 0.437525
0 10 2 1 2 0.735543
0 10 2 1 3 0.511777
0 10 2 1 4 0.579038
0 10 2 1 5 0.268540
0 10 2 1 6 0.602484
0 10 2 1 7 0.595819
0 10 2 1 8 0.293243
0 10 2 1 9 0.022046
0 10 2 1 10 -0.036755
0 10 2 1 11 0.269732
0 10 2 1 12 0.537552
0 10 2 1 13 0.969142
0 10 2 1 14 0.527832
0 10 2 1 15 0.662927
0 10 2 1 16 0.713181
0 10 2 1 17 0.758190
0 10 2 1 18 0.731700
0 10 2 1 19 0.866920
0 10 2 1 20 0.473266
0 10 3 1 1 1.792100
0 10 3 1 2 1.646189
0 10 3 1 3 1.757061
0 10 3 1 4 1.787718
0 10 3 1 5 1.546266
0 10 3 1 6 1.688516
0 10 3 1 7 1.413657
0 10 3 1 8 1.297739
0 10 3 1 9 1.478530
0 10 3 1 10 1.340055
0 10 3 1 11 1.316604
0 10 3 1 12 1.653429
0 10 3 1 13 1.767929
0 10 3 1 14 1.801622
0 10 3 1 15 1.622095
0 10 3 1 16 1.603635
0 10 3 1 17 1.592949
0 10 3 1 18 1.898743
0 10 3 1 19 1.657478
0 10 3 1 20 1.707803
0 10 4 1 1 1.560346
0 10 4 1 2 1.421133
0 10 4 1 3 0.925203
0 10 4 1 4 1.277310
0 10 4 1 5 1.270329
0 10 4 1 6 1.418845
0 10 4 1 7 1.167025
0 10 4 1 8 0.929983
0 10 4 1 9 0.962486
0 10 4 1 10 1.086476
0 10 4 1 11 0.975442
0 10 4 1 12 0.946392
0 10 4 1 13 0.787631
0 10 4 1 14 0.684152
0 10 4 1 15 0.939250
0 10 4 1 16 1.275728
0 10 4 1 17 1.428782
0 10 4 1 18 1.530969
0 10 4 1 19 1.395267
0 10 4 1 20 1.378745
0 10 5 1 1 -2.173210
0 10 5 1 2 -1.944919
0 10 5 1 3 -2.063654
0 10 5 1 4 -2.107341
0 10 5 1 5 -2.214707
0 10 5 1 6 -2.028277
0 10 5 1 7 -2.221065
0 10 5 1 8 -2.464371
0 10 5 1 9 -2.486883
0 10 5 1 10 -2.664610
0 10 5 1 11 -2.593044
0 10 5 1 12 -2.832409
0 10 5 1 13 -2.743861
0 10 5 1 14 -2.912366
0 10 5 1 15 -2.854275
0 10 5 1 16 -2.726328
0 10 5 1 17 -2.391029
0 10 5 1 18 -2.030336
0 10 5 1 19 -2.239928
0 10 5 1 20 -2.216720
0 10 6 1 1 1.189319
0 10 6 1 2 1.052091
0 10 6 1 3 0.671027
0 10 6 1 4 0.577389
0 10 6 1 5 0.600065
0 10 6 1 6 0.937498
0 10 6 1 7 0.644427
0 10 6 1 8 0.439548
0 10 6 1 9 0.408361
0 10 6 1 10 0.309493
0 10 6 1 11 0.139889
0 10 6 1 12 0.291572
0 10 6 1 13 0.176013
0 10 6 1 14 0.221066
0 10 6 1 15 0.178240
0 10 6 1 16 0.210858
0 10 6 1 17 0.538997
0 10 6 1 18 0.703283
0 10 6 1 19 1.175942
0 10 6 1 20 1.319260
0 10 7 1 1 0.629387
0 10 7 1 2 0.892370
0 10 7 1 3 0.973567
0 10 7 1 4 1.317882
0 10 7 1 5 1.350510
0 10 7 1 6 1.607658
0 10 7 1 7 1.828551
0 10 7 1 8 1.721093
0 10 7 1 9 1.604588
0 10 7 1 10 1.370937
0 10 7 1 11 1.529558
0 10 7 1 12 1.423720
0 10 7 1 13 1.363378
0 10 7 1 14 1.333348
0 10 7 1 15 1.558173
0 10 7 1 16 1.344673
0 10 7 1 17 1.068800
0 10 7 1 18 0.766971
0 10 7 1 19 0.694946
0 10 7 1 20 1.054593
0 10 8 1 1 0.735373
0 10 8 1 2 0.884047
0 10 8 1 3 0.919160
0 10 8 1 4 1.060837
0 10 8 1 5 1.031240
0 10 8 1 6 1.286695
0 10 8 1 7 1.251802
0 10 8 1 8 1.066681
0 10 8 1 9 1.101505
0 10 8 1 10 1.137026
0 10 8 1 11 1.104107
0 10 8 1 12 0.747888
0 10 8 1 13 0.651886
0 10 8 1 14 0.710842
0 10 8 1 15 0.558255
0 10 8 1 16 0.689123
0 10 8 1 17 0.483280
0 10 8 1 18 0.471594
0 10 8 1 19 0.495743
0 10 8 1 20 0.523024
0 10 9 1 1 -2.733324
0 10 9 1 2 -3.096388
0 10 9 1 3 -3.144856
0 10 9 1 4 -3.361232
0 10 9 1 5 -3.554167
0 10 9 1 6 -3.487174
0 10 9 1 7 -3.455454
0 10 9 1 8 -3.472004
0 10 9 1 9 -3.374419
0 10 9 1 10 -3.257652
0 10 9 1 11 -3.027597
0 10 9 1 12 -2.777178
0 10 9 1 13 -2.957851
0 10 9 1 14 -3.239732
0 10 9 1 15 -3.152137
0 10 9 1 16 -3.294620
0 10 9 1 17 -3.142237
0 10 9 1 18 -2.883142
0 10 9 1 19 -2.768182
0 10 9 1 20 -2.817221
0 10 10 1 1 1.672000
0 10 10 1 2 1.565002
0 10 10 1 3 1.520450
0 10 10 1 4 1.841316
0 10 10 1 5 1.912740
0 10 10 1 6 1.971339
0 10 10 1 7 1.804412
0 10 10 1 8 1.897004
0 10 10 1 9 1.799515
0 10 10 1 10 2.318981
0 10 10 1 11 2.242155
0 10 10 1 12 2.541776
0 10 10 1 13 2.186703
0 10 10 1 14 2.119168
0 10 10 1 15 1.910722
0 10 10 1 16 1.582543
0 10 10 1 17 1.550923
0 10 10 1 18 1.586270
0 10 10 1 19 1.828091
0 10 10 1 20 1.597893
0 10 11 1 1 0.517301
0 10 11 1 2 0.472360
0 10 11 1 3 0.832275
0 10 11 1 4 0.794969
0 10 11 1 5 0.724595
0 10 11 1 6 0.530052
0 10 11 1 7 0.621336
0 10 11 1 8 0.769182
0 10 11 1 9 0.706345
0 10 11 1 10 0.476768
0 10 11 1 11 0.602661
0 10 11 1 12 0.469011
0 10 11 1 13 0.597279
0 10 11 1 14 0.610638
0 10 11 1 15 0.498025
0 10 11 1 16 0.352575
0 10 11 1 17 0.492660
0 10 11 1 18 0.455029
0 10 11 1 19 0.483896
0 10 11 1 20 0.378221
0 11 0 1 1 -1.100371
0 11 0 1 2 -1.261279
0 11 0 1 3 -0.983052
0 11 0 1 4 -1.127725
0 11 0 1 5 -0.909702
0 11 0 1 6 -0.493989
0 11 0 1 7 -0.403298
0 11 0 1 8 -0.594376
0 11 0 1 9 -0.594450
0 11 0 1 10 -0.560141
0 11 0 1 11 -0.797594
0 11 0 1 12 -0.550304
0 11 0 1 13 -0.688378
0 11 0 1 14 -0.885629
0 11 0 1 15 -1.309633
0 11 0 1 16 -1.595897
0 11 0 1 17 -1.591137
0 11 0 1 18 -1.378003
0 11 0 1 19 -1.311982
0 11 0 1 20 -0.837069
0 11 1 1 1 -0.155194
0 11 1 1 2 0.112610
0 11 1 1 3 -0.166280
0 11 1 1 4 0.184314
0 11 1 1 5 0.330589
0 11 1 1 6 0.252073
0 11 1 1 7 0.222614
0 11 1 1 8 -0.230394
0 11 1 1 9 -0.001339
0 11 1 1 10 0.043581
0 11 1 1 11 -0.453657
0 11 1 1 12 -0.479396
0 11 1 1 13 -0.432818
0 11 1 1 14 -0.787054
0 11 1 1 15 -0.596887
0 11 1 1 16 -0.231494
0 11 1 1 17 -0.088890
0 11 1 1 18 0.090039
0 11 1 1 19 0.081918
0 11 1 1 20 0.153814
0 11 2 1 1 2.314536
0 11 2 1 2 2.055287
0 11 2 1 3 2.381815
0 11 2 1 4 2.840906
0 11 2 1 5 2.590704
0 11 2 1 6 2.149758
0 11 2 1 7 2.199210
0 11 2 1 8 2.065751
0 11 2 1 9 2.089516
0 11 2 1 10 2.225187
0 11 2 1 11 2.156367
0 11 2 1 12 2.343543
0 11 2 1 13 2.727815
0 11 2 1 14 2.359489
0 11 2 1 15 2.356604
0 11 2 1 16 2.547621
0 11 2 1 17 2.651779
0 11 2 1 18 2.509797
0 11 2 1 19 2.593743
0 11 2 1 20 2.209158
0 11 3 1 1 -1.493099
0 11 3 1 2 -1.360337
0 11 3 1 3 -1.535876
0 11 3 1 4 -1.146703
0 11 3 1 5 -1.255295
0 11 3 1 6 -1.483840
0 11 3 1 7 -1.379021
0 11 3 1 8 -1.071819
0 11 3 1 9 -0.657040
