orbit1 orbit2 k3 k2 k1 tau DenDen error
1 1 0 4 7 3 0.61621132 0.00784185
1 1 0 4 7 4 0.58183191 0.00636134
1 1 0 4 7 5 0.55780985 0.00728836
1 1 0 4 7 6 0.54806680 0.00725545
1 1 0 4 7 7 0.52689129 0.00640633
1 1 0 4 7 8 0.52903364 0.00641135
1 1 0 4 7 9 0.51294963 0.00763880
1 1 0 4 7 10 0.50757338 0.00810172
1 1 0 4 7 11 0.51290576 0.00788297
1 1 0 4 7 12 0.50954379 0.00527648
1 1 0 4 7 13 0.53305479 0.00665311
1 1 0 4 7 14 0.54423249 0.00830135
1 1 0 4 7 15 0.56665453 0.00942972
1 1 0 4 7 16 0.58103761 0.00805818
1 1 0 4 7 17 0.61040430 0.00899447
1 1 0 4 7 18 0.64866622 0.00614718
1 1 0 4 7 19 0.71877910 0.00808050
1 1 0 4 7 20 0.79529557 0.00776058
1 1 0 4 8 0 0.74449470 0.00716901
1 1 0 4 8 1 0.67743443 0.00365409
1 1 0 4 8 2 0.63040848 0.00735013
1 1 0 4 8 3 0.59167755 0.00544805
1 1 0 4 8 4 0.56239144 0.00929030
1 1 0 4 8 5 0.53327349 0.00665445
1 1 0 4 8 6 0.52718827 0.00636510
1 1 0 4 8 7 0.50903971 0.00768697
1 1 0 4 8 8 0.49771206 0.00665924
1 1 0 4 8 9 0.50093330 0.00902018
1 1 0 4 8 10 0.48394289 0.00690291
1 1 0 4 8 11 0.49475448 0.00847679
1 1 0 4 8 12 0.50866990 0.00635181
1 1 0 4 8 13 0.50858905 0.00864544
1 1 0 4 8 14 0.52275087 0.00495483
1 1 0 4 8 15 0.53595428 0.00672558
1 1 0 4 8 16 0.55966440 0.00649099
1 1 0 4 8 17 0.59162172 0.00656570
1 1 0 4 8 18 0.63307399 0.00734704
1 1 0 4 8 19 0.67659163 0.00688447
1 1 0 4 8 20 0.74449470 0.00716901
1 1 0 4 9 0 0.69013214 0.00544677
1 1 0 4 9 1 0.63037376 0.00622825
1 1 0 4 9 2 0.58614389 0.00638788
1 1 0 4 9 3 0.54761878 0.00753158
1 1 0 4 9 4 0.52223279 0.00545029
1 1 0 4 9 5 0.51125973 0.00538192
1 1 0 4 9 6 0.48513742 0.00644764
1 1 0 4 9 7 0.47501689 0.00495595
1 1 0 4 9 8 0.46667578 0.00371097
1 1 0 4 9 9 0.48038025 0.00661449
1 1 0 4 9 10 0.46867055 0.00692148
1 1 0 4 9 11 0.46420844 0.00445980
1 1 0 4 9 12 0.47393865 0.00731855
1 1 0 4 9 13 0.48036348 0.00423084
1 1 0 4 9 14 0.49061983 0.00572766
1 1 0 4 9 15 0.49916233 0.00402178
1 1 0 4 9 16 0.52293024 0.00570508
1 1 0 4 9 17 0.55074769 0.00633751
1 1 0 4 9 18 0.58105398 0.00763012
1 1 0 4 9 19 0.63275684 0.00591807
1 1 0 4 9 20 0.69013214 0.00544677
1 1 0 4 10 0 0.62744860 0.00408931
1 1 0 4 10 1 0.57400599 0.00371068
1 1 0 4 10 2 0.53403952 0.00626465
1 1 0 4 10 3 0.52157122 0.00701210
1 1 0 4 10 4 0.48490056 0.00631498
1 1 0 4 10 5 0.46637079 0.00650471
1 1 0 4 10 6 0.46663775 0.00503038
1 1 0 4 10 7 0.46005937 0.00626100
1 1 0 4 10 8 0.44532683 0.00481777
1 1 0 4 10 9 0.43859313 0.00552559
1 1 0 4 10 10 0.43984965 0.00428077
1 1 0 4 10 11 0.44263672 0.00350373
1 1 0 4 10 12 0.44082814 0.00562436
1 1 0 4 10 13 0.45249331 0.00711708
1 1 0 4 10 14 0.45920198 0.00636612
1 1 0 4 10 15 0.47036895 0.00650439
1 1 0 4 10 16 0.49114149 0.00339633
1 1 0 4 10 17 0.51266108 0.00665140
1 1 0 4 10 18 0.54171604 0.00442614
1 1 0 4 10 19 0.58218352 0.00616036
1 1 0 4 10 20 0.62744860 0.00408931
1 1 0 4 11 0 0.58994278 0.00590290
1 1 0 4 11 1 0.54259575 0.00399346
1 1 0 4 11 2 0.51675046 0.00690618
1 1 0 4 11 3 0.50364694 0.00546429
1 1 0 4 11 4 0.48172388 0.00591616
1 1 0 4 11 5 0.45507410 0.00599650
1 1 0 4 11 6 0.44325565 0.00724352
1 1 0 4 11 7 0.44727511 0.00507507
1 1 0 4 11 8 0.43496961 0.00648215
1 1 0 4 11 9 0.42579322 0.00898737
1 1 0 4 11 10 0.42781072 0.00406135
1 1 0 4 11 11 0.43295002 0.00768980
1 1 0 4 11 12 0.43305874 0.00536638
1 1 0 4 11 13 0.43654909 0.00475873
1 1 0 4 11 14 0.44707304 0.00596236
1 1 0 4 11 15 0.46845856 0.00694829
1 1 0 4 11 16 0.48025023 0.00616108
1 1 0 4 11 17 0.49630714 0.00433763
1 1 0 4 11 18 0.52074523 0.00583883
1 1 0 4 11 19 0.54963721 0.00439399
1 1 0 4 11 20 0.58994278 0.00590290
1 1 0 5 0 0 0.60700762 0.00485045
1 1 0 5 0 1 0.56802182 0.00404634
1 1 0 5 0 2 0.52234017 0.00489126
1 1 0 5 0 3 0.50242255 0.00500725
1 1 0 5 0 4 0.47844265 0.00493978
1 1 0 5 0 5 0.47139477 0.00414857
1 1 0 5 0 6 0.44654484 0.00399461
1 1 0 5 0 7 0.44332963 0.00391404
1 1 0 5 0 8 0.43324020 0.00524467
1 1 0 5 0 9 0.42824926 0.00377434
1 1 0 5 0 10 0.42805999 0.00378688
1 1 0 5 0 11 0.43373825 0.00587471
1 1 0 5 0 12 0.43140928 0.00568396
1 1 0 5 0 13 0.44289115 0.00440624
1 1 0 5 0 14 0.44733798 0.00407104
1 1 0 5 0 15 0.46993531 0.00572620
1 1 0 5 0 16 0.47739605 0.00540381
1 1 0 5 0 17 0.50472902 0.00430073
1 1 0 5 0 18 0.53011794 0.00613209
1 1 0 5 0 19 0.56406463 0.00454807
1 1 0 5 0 20 0.60700762 0.00485045
1 1 0 5 1 0 0.62395165 0.00870797
1 1 0 5 1 1 0.58052025 0.00726625
1 1 0 5 1 2 0.54077235 0.01008951
1 1 0 5 1 3 0.51140499 0.00851337
1 1 0 5 1 4 0.48260943 0.00829747
1 1 0 5 1 5 0.46680792 0.00987568
1 1 0 5 1 6 0.44927356 0.01262755
1 1 0 5 1 7 0.44804385 0.00709467
1 1 0 5 1 8 0.43849215 0.00964600
1 1 0 5 1 9 0.44071987 0.00575839
1 1 0 5 1 10 0.43462338 0.00674968
1 1 0 5 1 11 0.43072604 0.01108149
1 1 0 5 1 12 0.43639673 0.00964697
1 1 0 5 1 13 0.44317156 0.00648134
1 1 0 5 1 14 0.44672117 0.00718604
1 1 0 5 1 15 0.47251742 0.00882255
1 1 0 5 1 16 0.48713532 0.00860901
1 1 0 5 1 17 0.50622145 0.00815132
1 1 0 5 1 18 0.54436732 0.00912636
1 1 0 5 1 19 0.58471510 0.01025477
1 1 0 5 1 20 0.62395165 0.00870797
1 1 0 5 2 0 0.65842982 0.00522170
1 1 0 5 2 1 0.61182288 0.00652702
1 1 0 5 2 2 0.56677439 0.00334959
1 1 0 5 2 3 0.52683883 0.00298708
1 1 0 5 2 4 0.50561644 0.00805201
1 1 0 5 2 5 0.48995704 0.00637036
1 1 0 5 2 6 0.46995558 0.00581031
1 1 0 5 2 7 0.46131384 0.00519687
1 1 0 5 2 8 0.45537104 0.00563975
1 1 0 5 2 9 0.45081893 0.00643413
1 1 0 5 2 10 0.44885120 0.00505953
1 1 0 5 2 11 0.45362477 0.00810956
1 1 0 5 2 12 0.45100501 0.00483479
1 1 0 5 2 13 0.47322549 0.00595937
1 1 0 5 2 14 0.47608468 0.00712655
1 1 0 5 2 15 0.49088715 0.00515116
1 1 0 5 2 16 0.50319399 0.00557338
1 1 0 5 2 17 0.53331039 0.00639624
1 1 0 5 2 18 0.56955191 0.00627723
1 1 0 5 2 19 0.61470394 0.00469840
1 1 0 5 2 20 0.65842982 0.00522170
1 1 0 5 3 0 0.73145853 0.00557185
1 1 0 5 3 1 0.65687399 0.00478200
1 1 0 5 3 2 0.61454584 0.00422173
1 1 0 5 3 3 0.57512659 0.00146836
1 1 0 5 3 4 0.54508687 0.00603272
1 1 0 5 3 5 0.52081257 0.00750134
1 1 0 5 3 6 0.50526967 0.00489806
1 1 0 5 3 7 0.48662749 0.00331657
1 1 0 5 3 8 0.47595639 0.00448038
1 1 0 5 3 9 0.48032289 0.00689180
1 1 0 5 3 10 0.47864854 0.00440525
1 1 0 5 3 11 0.47877159 0.00754553
1 1 0 5 3 12 0.48414930 0.00448037
1 1 0 5 3 13 0.49718389 0.00601580
1 1 0 5 3 14 0.50680114 0.00630939
1 1 0 5 3 15 0.51518408 0.00295530
1 1 0 5 3 16 0.54281720 0.00755888
1 1 0 5 3 17 0.57047208 0.00465806
1 1 0 5 3 18 0.60526010 0.00741070
1 1 0 5 3 19 0.65367890 0.00350955
1 1 0 5 3 20 0.73145853 0.00557185
1 1 0 5 4 0 0.79158825 0.00714333
1 1 0 5 4 1 0.71022496 0.00506537
1 1 0 5 4 2 0.66021380 0.00961269
1 1 0 5 4 3 0.61628469 0.00781125
1 1 0 5 4 4 0.58819478 0.00779845
1 1 0 5 4 5 0.56066478 0.00758730
1 1 0 5 4 6 0.54676005 0.00865673
1 1 0 5 4 7 0.53095055 0.00807397
1 1 0 5 4 8 0.52477803 0.00777205
1 1 0 5 4 9 0.51905079 0.00903974
1 1 0 5 4 10 0.51451028 0.00736500
1 1 0 5 4 11 0.51897593 0.00789303
1 1 0 5 4 12 0.52016063 0.00881118
1 1 0 5 4 13 0.52559147 0.00820959
1 1 0 5 4 14 0.54361586 0.00757634
1 1 0 5 4 15 0.56464891 0.00734320
1 1 0 5 4 16 0.58776373 0.00668927
1 1 0 5 4 17 0.61507165 0.00680113
1 1 0 5 4 18 0.65771639 0.00879850
1 1 0 5 4 19 0.72702681 0.00840582
1 1 0 5 4 20 0.79158825 0.00714333
1 1 0 5 5 0 0.84087974 0.00827573
1 1 0 5 5 1 0.75557271 0.00836928
1 1 0 5 5 2 0.69550560 0.00864246
1 1 0 5 5 3 0.64942022 0.00805741
1 1 0 5 5 4 0.61951477 0.00545186
1 1 0 5 5 5 0.59836581 0.00819806
1 1 0 5 5 6 0.56972745 0.00848196
1 1 0 5 5 7 0.55053679 0.00586390
1 1 0 5 5 8 0.55136619 0.00610239
1 1 0 5 5 9 0.54425226 0.00783772
1 1 0 5 5 10 0.54228526 0.00573354
1 1 0 5 5 11 0.54515871 0.00922443
1 1 0 5 5 12 0.54248780 0.00831310
1 1 0 5 5 13 0.55409310 0.00880759
1 1 0 5 5 14 0.56473044 0.00997475
1 1 0 5 5 15 0.58528589 0.00769215
1 1 0 5 5 16 0.62324022 0.00687122
1 1 0 5 5 17 0.64648344 0.00665192
1 1 0 5 5 18 0.69640507 0.00932281
1 1 0 5 5 19 0.75573746 0.00762374
1 1 0 5 5 20 0.84087974 0.00827573
1 1 0 5 6 0 0.84986858 0.00648134
1 1 0 5 6 1 0.76917108 0.00331627
1 1 0 5 6 2 0.70732835 0.00647354
1 1 0 5 6 3 0.65650508 0.00515214
1 1 0 5 6 4 0.62620492 0.00547156
1 1 0 5 6 5 0.59975527 0.00827119
1 1 0 5 6 6 0.57401733 0.00678157
1 1 0 5 6 7 0.56387353 0.00903384
1 1 0 5 6 8 0.54824993 0.00604113
1 1 0 5 6 9 0.54401953 0.00488572
1 1 0 5 6 10 0.55046831 0.00577341
1 1 0 5 6 11 0.54579210 0.00608306
1 1 0 5 6 12 0.54990933 0.00647846
1 1 0 5 6 13 0.56120366 0.00827008
1 1 0 5 6 14 0.58190598 0.00436891
1 1 0 5 6 15 0.59414882 0.00681220
1 1 0 5 6 16 0.62750426 0.00851969
1 1 0 5 6 17 0.66423735 0.00675152
1 1 0 5 6 18 0.70753216 0.00513978
1 1 0 5 6 19 0.77586066 0.00761315
1 1 0 5 6 20 0.84986858 0.00648134
1 1 0 5 7 0 0.84492292 0.00659280
1 1 0 5 7 1 0.76506727 0.00397286
1 1 0 5 7 2 0.70406999 0.00752146
1 1 0 5 7 3 0.66324175 0.00840599
1 1 0 5 7 4 0.62046022 0.00642975
1 1 0 5 7 5 0.59830383 0.00944612
1 1 0 5 7 6 0.57191188 0.00720618
1 1 0 5 7 7 0.56108269 0.00737789
1 1 0 5 7 8 0.55101875 0.00619954
1 1 0 5 7 9 0.55234057 0.00850523
1 1 0 5 7 10 0.54583062 0.00827671
1 1 0 5 7 11 0.54335896 0.00861104
1 1 0 5 7 12 0.54629948 0.00719522
1 1 0 5 7 13 0.55968336 0.00731110
1 1 0 5 7 14 0.57432431 0.00674613
1 1 0 5 7 15 0.59839869 0.00781530
1 1 0 5 7 16 0.61978939 0.00855981
1 1 0 5 7 17 0.65482396 0.00858382
1 1 0 5 7 18 0.70681185 0.01004654
1 1 0 5 7 19 0.77634970 0.00796715
1 1 0 5 7 20 0.84492292 0.00659280
1 1 0 5 8 0 0.78773907 0.00640731
1 1 0 5 8 1 0.71426979 0.00659475
1 1 0 5 8 2 0.65152846 0.00786544
1 1 0 5 8 3 0.61238968 0.00491402
1 1 0 5 8 4 0.57805275 0.00547945
1 1 0 5 8 5 0.55744210 0.00460384
1 1 0 5 8 6 0.53322570 0.00687584
1 1 0 5 8 7 0.51519863 0.00471675
1 1 0 5 8 8 0.50913507 0.00434994
1 1 0 5 8 9 0.50857031 0.00585504
1 1 0 5 8 10 0.50948375 0.00616317
1 1 0 5 8 11 0.50137962 0.00620116
1 1 0 5 8 12 0.51328096 0.00875209
1 1 0 5 8 13 0.52484246 0.00348437
1 1 0 5 8 14 0.53333901 0.00649298
1 1 0 5 8 15 0.55626540 0.00277476
1 1 0 5 8 16 0.57757089 0.00665711
1 1 0 5 8 17 0.60422305 0.00679094
1 1 0 5 8 18 0.64644437 0.00596397
1 1 0 5 8 19 0.70539661 0.00431338
1 1 0 5 8 20 0.78773907 0.00640731
1 1 0 5 9 0 0.71324185 0.00345068
1 1 0 5 9 1 0.64354646 0.00489546
1 1 0 5 9 2 0.60036428 0.00744576
1 1 0 5 9 3 0.55666611 0.00488242
1 1 0 5 9 4 0.53675056 0.00749717
1 1 0 5 9 5 0.50899471 0.00373266
1 1 0 5 9 6 0.49701079 0.00632341
1 1 0 5 9 7 0.48574827 0.00634170
1 1 0 5 9 8 0.47119815 0.00852436
1 1 0 5 9 9 0.47057061 0.00596412
1 1 0 5 9 10 0.46142971 0.00871476
1 1 0 5 9 11 0.46291918 0.00533012
1 1 0 5 9 12 0.47651320 0.00608524
1 1 0 5 9 13 0.48177055 0.00646678
1 1 0 5 9 14 0.50080276 0.00429970
1 1 0 5 9 15 0.50729432 0.00864556
1 1 0 5 9 16 0.53221711 0.00688115
1 1 0 5 9 17 0.56653848 0.00428715
1 1 0 5 9 18 0.59654312 0.00364653
1 1 0 5 9 19 0.65654432 0.00667856
1 1 0 5 9 20 0.71324185 0.00345068
1 1 0 5 10 0 0.65536893 0.00838717
1 1 0 5 10 1 0.59813513 0.00685699
1 1 0 5 10 2 0.55899491 0.01041679
1 1 0 5 10 3 0.53451522 0.00826869
1 1 0 5 10 4 0.50451480 0.00737673
1 1 0 5 10 5 0.49168421 0.00864469
1 1 0 5 10 6 0.46893807 0.00443243
1 1 0 5 10 7 0.46548564 0.00739049
1 1 0 5 10 8 0.45260338 0.00605054
1 1 0 5 10 9 0.44588001 0.00672369
1 1 0 5 10 10 0.44517967 0.00739808
1 1 0 5 10 11 0.44160683 0.00564563
1 1 0 5 10 12 0.44936106 0.00830944
1 1 0 5 10 13 0.45793258 0.00685157
1 1 0 5 10 14 0.47005399 0.00667256
1 1 0 5 10 15 0.48788205 0.00596308
1 1 0 5 10 16 0.51277353 0.00794822
1 1 0 5 10 17 0.52882987 0.00800502
1 1 0 5 10 18 0.56308104 0.00717101
1 1 0 5 10 19 0.61341526 0.00566783
1 1 0 5 10 20 0.65536893 0.00838717
1 1 0 5 11 0 0.62474698 0.00862970
1 1 0 5 11 1 0.58039179 0.00540481
1 1 0 5 11 2 0.53711582 0.00494499
1 1 0 5 11 3 0.50874968 0.00787449
1 1 0 5 11 4 0.49151022 0.00653215
1 1 0 5 11 5 0.46570371 0.00655001
1 1 0 5 11 6 0.45317154 0.00806127
1 1 0 5 11 7 0.44750220 0.00717506
1 1 0 5 11 8 0.43499281 0.00523739
1 1 0 5 11 9 0.43159783 0.00694144
1 1 0 5 11 10 0.43354528 0.00744904
1 1 0 5 11 11 0.43491776 0.00700293
1 1 0 5 11 12 0.44171513 0.00705363
1 1 0 5 11 13 0.44915316 0.00361622
1 1 0 5 11 14 0.45419815 0.00553266
1 1 0 5 11 15 0.46974375 0.00703855
1 1 0 5 11 16 0.49099020 0.00883404
1 1 0 5 11 17 0.51249373 0.00641240
1 1 0 5 11 18 0.54016080 0.00638063
1 1 0 5 11 19 0.57037535 0.00770929
1 1 0 5 11 20 0.62474698 0.00862970
1 1 0 6 0 0 0.61657426 0.00950140
1 1 0 6 0 1 0.56258577 0.00885806
1 1 0 6 0 2 0.52885941 0.01099263
1 1 0 6 0 3 0.50021974 0.00806050
1 1 0 6 0 4 0.47481456 0.00920604
1 1 0 6 0 5 0.45715009 0.00865701
1 1 0 6 0 6 0.43520400 0.00880613
1 1 0 6 0 7 0.44145997 0.00774380
1 1 0 6 0 8 0.42182477 0.00882017
1 1 0 6 0 9 0.41652360 0.00650237
1 1 0 6 0 10 0.42071030 0.00712224
1 1 0 6 0 11 0.42131898 0.00846494
1 1 0 6 0 12 0.42511719 0.00623886
1 1 0 6 0 13 0.42896508 0.00790660
1 1 0 6 0 14 0.43973785 0.01065183
1 1 0 6 0 15 0.46021085 0.00733049
1 1 0 6 0 16 0.47123469 0.00837571
1 1 0 6 0 17 0.51071890 0.00913118
1 1 0 6 0 18 0.53096218 0.00821455
1 1 0 6 0 19 0.56655656 0.01096183
1 1 0 6 0 20 0.61657426 0.00950140
1 1 0 6 1 0 0.63157624 0.00452082
1 1 0 6 1 1 0.58692250 0.00592946
1 1 0 6 1 2 0.54945469 0.00627681
1 1 0 6 1 3 0.51741770 0.00886299
1 1 0 6 1 4 0.49081951 0.00589490
1 1 0 6 1 5 0.46235775 0.00616372
1 1 0 6 1 6 0.46057212 0.00782690
1 1 0 6 1 7 0.44401116 0.00612494
1 1 0 6 1 8 0.43702078 0.00499986
1 1 0 6 1 9 0.44269223 0.00584747
1 1 0 6 1 10 0.43814848 0.00518985
1 1 0 6 1 11 0.43383531 0.00549993
1 1 0 6 1 12 0.44225863 0.00614904
1 1 0 6 1 13 0.44805608 0.00677264
1 1 0 6 1 14 0.45039898 0.00386185
1 1 0 6 1 15 0.46948712 0.00508392
1 1 0 6 1 16 0.49653496 0.00638720
1 1 0 6 1 17 0.51860256 0.00506385
1 1 0 6 1 18 0.55027603 0.00540063
1 1 0 6 1 19 0.58423780 0.00706001
1 1 0 6 1 20 0.63157624 0.00452082
1 1 0 6 2 0 0.66313347 0.00673851
1 1 0 6 2 1 0.61053684 0.00585280
1 1 0 6 2 2 0.57156871 0.00591094
1 1 0 6 2 3 0.53129078 0.00630924
1 1 0 6 2 4 0.50621961 0.00503217
1 1 0 6 2 5 0.48298286 0.00560056
1 1 0 6 2 6 0.47160326 0.00458751
1 1 0 6 2 7 0.46057641 0.00266030
1 1 0 6 2 8 0.45159200 0.00483422
1 1 0 6 2 9 0.44605082 0.00256053
1 1 0 6 2 10 0.44072357 0.00488868
1 1 0 6 2 11 0.44703461 0.00869601
1 1 0 6 2 12 0.45624368 0.00366947
1 1 0 6 2 13 0.45734991 0.00733572
1 1 0 6 2 14 0.48192050 0.00586266
1 1 0 6 2 15 0.48347180 0.00477346
1 1 0 6 2 16 0.50015033 0.00389975
1 1 0 6 2 17 0.53651303 0.00600050
1 1 0 6 2 18 0.57421621 0.00567546
1 1 0 6 2 19 0.61795146 0.00550754
1 1 0 6 2 20 0.66313347 0.00673851
1 1 0 6 3 0 0.73232652 0.00388728
1 1 0 6 3 1 0.67368439 0.00738369
1 1 0 6 3 2 0.61877534 0.00717228
1 1 0 6 3 3 0.57761258 0.00603935
1 1 0 6 3 4 0.55234932 0.00463379
1 1 0 6 3 5 0.51946442 0.00484575
1 1 0 6 3 6 0.51187135 0.00778612
1 1 0 6 3 7 0.49322477 0.00779034
1 1 0 6 3 8 0.49089688 0.00646196
1 1 0 6 3 9 0.47789011 0.00612580
1 1 0 6 3 10 0.47899059 0.00618162
1 1 0 6 3 11 0.48096420 0.00900327
1 1 0 6 3 12 0.48054599 0.00504713
1 1 0 6 3 13 0.49629913 0.00608633
1 1 0 6 3 14 0.50510641 0.00626458
1 1 0 6 3 15 0.51614184 0.00549366
1 1 0 6 3 16 0.54447746 0.00521710
1 1 0 6 3 17 0.57599055 0.00597184
1 1 0 6 3 18 0.62229883 0.00594960
1 1 0 6 3 19 0.67083780 0.00699656
1 1 0 6 3 20 0.73232652 0.00388728
1 1 0 6 4 0 0.80379025 0.00863988
1 1 0 6 4 1 0.72884463 0.00887234
1 1 0 6 4 2 0.67090774 0.00906669
1 1 0 6 4 3 0.62302106 0.00885578
1 1 0 6 4 4 0.59604971 0.00892849
1 1 0 6 4 5 0.56873735 0.00679945
1 1 0 6 4 6 0.55255375 0.00759765
1 1 0 6 4 7 0.53837072 0.00916609
1 1 0 6 4 8 0.52812816 0.00957868
1 1 0 6 4 9 0.53295851 0.00692921
1 1 0 6 4 10 0.51974837 0.00789036
1 1 0 6 4 11 0.52288699 0.00788278
1 1 0 6 4 12 0.52535906 0.00819372
1 1 0 6 4 13 0.54019445 0.00708040
1 1 0 6 4 14 0.55321879 0.01161737
1 1 0 6 4 15 0.56973497 0.00828836
1 1 0 6 4 16 0.58134034 0.00932094
1 1 0 6 4 17 0.62183732 0.00921705
1 1 0 6 4 18 0.66863841 0.00836411
1 1 0 6 4 19 0.72913283 0.01037894
1 1 0 6 4 20 0.80379025 0.00863988
1 1 0 6 5 0 0.84638152 0.00899310
1 1 0 6 5 1 0.76331799 0.00610954
1 1 0 6 5 2 0.70443966 0.00965880
1 1 0 6 5 3 0.65919242 0.00831991
1 1 0 6 5 4 0.62166586 0.00967436
1 1 0 6 5 5 0.59479166 0.00670406
1 1 0 6 5 6 0.57566283 0.00671341
1 1 0 6 5 7 0.56145992 0.00844298
1 1 0 6 5 8 0.55153084 0.00826755
1 1 0 6 5 9 0.54484484 0.00888893
1 1 0 6 5 10 0.54716328 0.00691797
1 1 0 6 5 11 0.54502539 0.00992055
1 1 0 6 5 12 0.54963232 0.00797545
1 1 0 6 5 13 0.55841055 0.00834918
1 1 0 6 5 14 0.57259015 0.01013612
1 1 0 6 5 15 0.59374184 0.00703961
1 1 0 6 5 16 0.63022300 0.00737520
1 1 0 6 5 17 0.66089567 0.00899237
1 1 0 6 5 18 0.71548173 0.00758830
1 1 0 6 5 19 0.77008290 0.00881186
1 1 0 6 5 20 0.84638152 0.00899310
1 1 0 6 6 0 0.86339357 0.01583779
1 1 0 6 6 1 0.78003906 0.01689490
1 1 0 6 6 2 0.72779347 0.01310995
1 1 0 6 6 3 0.67310236 0.01454640
1 1 0 6 6 4 0.63012947 0.01060366
1 1 0 6 6 5 0.60299984 0.01693499
1 1 0 6 6 6 0.58083086 0.01517684
1 1 0 6 6 7 0.57325772 0.01692206
1 1 0 6 6 8 0.55862218 0.01495976
1 1 0 6 6 9 0.55531181 0.01289699
1 1 0 6 6 10 0.55788172 0.01080088
1 1 0 6 6 11 0.55560783 0.01663418
1 1 0 6 6 12 0.56023584 0.01754328
1 1 0 6 6 13 0.58168989 0.01191769
1 1 0 6 6 14 0.58893309 0.01474665
1 1 0 6 6 15 0.59274656 0.01421099
1 1 0 6 6 16 0.64053817 0.01332485
1 1 0 6 6 17 0.66501995 0.01357974
1 1 0 6 6 18 0.71837137 0.01426948
1 1 0 6 6 19 0.77936342 0.01363173
1 1 0 6 6 20 0.86339357 0.01583779
1 1 0 6 7 0 0.84638152 0.00899310
1 1 0 6 7 1 0.76331799 0.00610954
1 1 0 6 7 2 0.70443966 0.00965880
1 1 0 6 7 3 0.65919242 0.00831991
1 1 0 6 7 4 0.62166586 0.00967436
1 1 0 6 7 5 0.59479166 0.00670406
1 1 0 6 7 6 0.57566283 0.00671341
1 1 0 6 7 7 0.56145992 0.00844298
1 1 0 6 7 8 0.55153084 0.00826755
1 1 0 6 7 9 0.54484484 0.00888893
1 1 0 6 7 10 0.54716328 0.00691797
1 1 0 6 7 11 0.54502539 0.00992055
1 1 0 6 7 12 0.54963232 0.00797545
1 1 0 6 7 13 0.55841055 0.00834918
1 1 0 6 7 14 0.57259015 0.01013612
1 1 0 6 7 15 0.59374184 0.00703961
1 1 0 6 7 16 0.63022300 0.00737520
1 1 0 6 7 17 0.66089567 0.00899237
1 1 0 6 7 18 0.71548173 0.00758830
1 1 0 6 7 19 0.77008290 0.00881186
1 1 0 6 7 20 0.84638152 0.00899310
1 1 0 6 8 0 0.80379025 0.00863988
1 1 0 6 8 1 0.72884463 0.00887234
1 1 0 6 8 2 0.67090774 0.00906669
1 1 0 6 8 3 0.62302106 0.00885578
1 1 0 6 8 4 0.59604971 0.00892849
1 1 0 6 8 5 0.56873735 0.00679945
1 1 0 6 8 6 0.55255375 0.00759765
1 1 0 6 8 7 0.53837072 0.00916609
1 1 0 6 8 8 0.52812816 0.00957868
1 1 0 6 8 9 0.53295851 0.00692921
1 1 0 6 8 10 0.51974837 0.00789036
1 1 0 6 8 11 0.52288699 0.00788278
1 1 0 6 8 12 0.52535906 0.00819372
1 1 0 6 8 13 0.54019445 0.00708040
1 1 0 6 8 14 0.55321879 0.01161737
1 1 0 6 8 15 0.56973497 0.00828836
1 1 0 6 8 16 0.58134034 0.00932094
1 1 0 6 8 17 0.62183732 0.00921705
1 1 0 6 8 18 0.66863841 0.00836411
1 1 0 6 8 19 0.72913283 0.01037894
1 1 0 6 8 20 0.80379025 0.00863988
1 1 0 6 9 0 0.73232652 0.00388728
1 1 0 6 9 1 0.67368439 0.00738369
1 1 0 6 9 2 0.61877534 0.00717228
1 1 0 6 9 3 0.57761258 0.00603935
1 1 0 6 9 4 0.55234932 0.00463379
1 1 0 6 9 5 0.51946442 0.00484575
1 1 0 6 9 6 0.51187135 0.00778612
1 1 0 6 9 7 0.49322477 0.00779034
1 1 0 6 9 8 0.49089688 0.00646196
1 1 0 6 9 9 0.47789011 0.00612580
1 1 0 6 9 10 0.47899059 0.00618162
1 1 0 6 9 11 0.48096420 0.00900327
1 1 0 6 9 12 0.48054599 0.00504713
1 1 0 6 9 13 0.49629913 0.00608633
1 1 0 6 9 14 0.50510641 0.00626458
1 1 0 6 9 15 0.51614184 0.00549366
1 1 0 6 9 16 0.54447746 0.00521710
1 1 0 6 9 17 0.57599055 0.00597184
1 1 0 6 9 18 0.62229883 0.00594960
1 1 0 6 9 19 0.67083780 0.00699656
1 1 0 6 9 20 0.73232652 0.00388728
1 1 0 6 10 0 0.66313347 0.00673851
1 1 0 6 10 1 0.61053684 0.00585280
1 1 0 6 10 2 0.57156871 0.00591094
1 1 0 6 10 3 0.53129078 0.00630924
1 1 0 6 10 4 0.50621961 0.00503217
1 1 0 6 10 5 0.48298286 0.00560056
1 1 0 6 10 6 0.47160326 0.00458751
1 1 0 6 10 7 0.46057641 0.00266030
1 1 0 6 10 8 0.45159200 0.00483422
1 1 0 6 10 9 0.44605082 0.00256053
1 1 0 6 10 10 0.44072357 0.00488868
1 1 0 6 10 11 0.44703461 0.00869601
1 1 0 6 10 12 0.45624368 0.00366947
1 1 0 6 10 13 0.45734991 0.00733572
1 1 0 6 10 14 0.48192050 0.00586266
1 1 0 6 10 15 0.48347180 0.00477346
1 1 0 6 10 16 0.50015033 0.00389975
1 1 0 6 10 17 0.53651303 0.00600050
