orbit1 orbit2 k3 k2 k1 tau DenDen error
1 1 0 2 3 9 0.43573106 0.00878825
1 1 0 2 3 10 0.43645265 0.00738015
1 1 0 2 3 11 0.44491745 0.00949341
1 1 0 2 3 12 0.44166154 0.00722397
1 1 0 2 3 13 0.45427622 0.00740414
1 1 0 2 3 14 0.45420603 0.00732451
1 1 0 2 3 15 0.46335176 0.00831561
1 1 0 2 3 16 0.47613020 0.00665786
1 1 0 2 3 17 0.49979389 0.00541214
1 1 0 2 3 18 0.51612807 0.01017225
1 1 0 2 3 19 0.55153316 0.00750730
1 1 0 2 3 20 0.58796219 0.00840566
1 1 0 2 4 0 0.63280194 0.00391408
1 1 0 2 4 1 0.57816339 0.00737919
1 1 0 2 4 2 0.55001809 0.00662792
1 1 0 2 4 3 0.52294113 0.00576678
1 1 0 2 4 4 0.50006423 0.00610997
1 1 0 2 4 5 0.48334602 0.00447588
1 1 0 2 4 6 0.47083621 0.00636469
1 1 0 2 4 7 0.45624251 0.00610297
1 1 0 2 4 8 0.44808170 0.00484665
1 1 0 2 4 9 0.44503516 0.00726251
1 1 0 2 4 10 0.44764900 0.00462003
1 1 0 2 4 11 0.44428485 0.00584795
1 1 0 2 4 12 0.45050511 0.00642833
1 1 0 2 4 13 0.45780406 0.00492436
1 1 0 2 4 14 0.47038245 0.00746500
1 1 0 2 4 15 0.47461478 0.00449941
1 1 0 2 4 16 0.49671093 0.00796650
1 1 0 2 4 17 0.52434114 0.00473967
1 1 0 2 4 18 0.55216133 0.00721603
1 1 0 2 4 19 0.58628859 0.00721084
1 1 0 2 4 20 0.63280194 0.00391408
1 1 0 2 5 0 0.65075554 0.00268129
1 1 0 2 5 1 0.60262442 0.00700857
1 1 0 2 5 2 0.55387169 0.00668905
1 1 0 2 5 3 0.53371221 0.00507162
1 1 0 2 5 4 0.50794628 0.00650630
1 1 0 2 5 5 0.48825377 0.00386373
1 1 0 2 5 6 0.46356846 0.00455860
1 1 0 2 5 7 0.45402371 0.00573813
1 1 0 2 5 8 0.44656293 0.00465178
1 1 0 2 5 9 0.43504002 0.00512242
1 1 0 2 5 10 0.44485175 0.00843323
1 1 0 2 5 11 0.43789959 0.00742333
1 1 0 2 5 12 0.44804018 0.00471108
1 1 0 2 5 13 0.44880634 0.00484488
1 1 0 2 5 14 0.46798108 0.00633233
1 1 0 2 5 15 0.47738207 0.00369014
1 1 0 2 5 16 0.50185604 0.00545442
1 1 0 2 5 17 0.53295231 0.00391025
1 1 0 2 5 18 0.55541035 0.00404026
1 1 0 2 5 19 0.60995269 0.00510348
1 1 0 2 5 20 0.65075554 0.00268129
1 1 0 2 6 0 0.68697394 0.00407858
1 1 0 2 6 1 0.62373635 0.00325738
1 1 0 2 6 2 0.58361089 0.00624395
1 1 0 2 6 3 0.54816472 0.00520785
1 1 0 2 6 4 0.51828537 0.00494626
1 1 0 2 6 5 0.49578882 0.00505506
1 1 0 2 6 6 0.46930594 0.00370039
1 1 0 2 6 7 0.46464094 0.00526392
1 1 0 2 6 8 0.46193399 0.00718920
1 1 0 2 6 9 0.45843536 0.00453651
1 1 0 2 6 10 0.46603231 0.00450453
1 1 0 2 6 11 0.46233507 0.00590535
1 1 0 2 6 12 0.46835803 0.00664031
1 1 0 2 6 13 0.46970096 0.00498002
1 1 0 2 6 14 0.48548142 0.00602034
1 1 0 2 6 15 0.50080792 0.00388452
1 1 0 2 6 16 0.52261924 0.00414557
1 1 0 2 6 17 0.54041362 0.00413646
1 1 0 2 6 18 0.57918588 0.00509069
1 1 0 2 6 19 0.62164224 0.00659792
1 1 0 2 6 20 0.68697394 0.00407858
1 1 0 2 7 0 0.65749274 0.00459157
1 1 0 2 7 1 0.60196527 0.00657747
1 1 0 2 7 2 0.56282735 0.00440095
1 1 0 2 7 3 0.53016781 0.00715154
1 1 0 2 7 4 0.50395935 0.00323280
1 1 0 2 7 5 0.48827018 0.00614181
1 1 0 2 7 6 0.46761788 0.00669135
1 1 0 2 7 7 0.45653412 0.00506200
1 1 0 2 7 8 0.45188523 0.00522357
1 1 0 2 7 9 0.44287606 0.00516223
1 1 0 2 7 10 0.44834903 0.00453288
1 1 0 2 7 11 0.44698317 0.00551362
1 1 0 2 7 12 0.45140152 0.00638332
1 1 0 2 7 13 0.45800426 0.00569463
1 1 0 2 7 14 0.47358064 0.00690321
1 1 0 2 7 15 0.48461148 0.00401000
1 1 0 2 7 16 0.50509981 0.00336312
1 1 0 2 7 17 0.53677436 0.00534099
1 1 0 2 7 18 0.56377001 0.00557645
1 1 0 2 7 19 0.60504152 0.00747123
1 1 0 2 7 20 0.65749274 0.00459157
1 1 0 2 8 0 0.61829524 0.00672726
1 1 0 2 8 1 0.56556264 0.00738327
1 1 0 2 8 2 0.53392080 0.00731686
1 1 0 2 8 3 0.51562134 0.00792146
1 1 0 2 8 4 0.48070262 0.00632982
1 1 0 2 8 5 0.46335842 0.00716268
1 1 0 2 8 6 0.44774256 0.00499074
1 1 0 2 8 7 0.43971342 0.00855697
1 1 0 2 8 8 0.44498611 0.00484388
1 1 0 2 8 9 0.43597636 0.00819202
1 1 0 2 8 10 0.43570646 0.00808246
1 1 0 2 8 11 0.43212287 0.00541905
1 1 0 2 8 12 0.43941624 0.00678073
1 1 0 2 8 13 0.44842069 0.00487212
1 1 0 2 8 14 0.45178049 0.00602963
1 1 0 2 8 15 0.46945714 0.00673056
1 1 0 2 8 16 0.49223205 0.00790878
1 1 0 2 8 17 0.50380062 0.00591897
1 1 0 2 8 18 0.53244064 0.00922384
1 1 0 2 8 19 0.57249577 0.00678271
1 1 0 2 8 20 0.61829524 0.00672726
1 1 0 2 9 0 0.57182287 0.00473361
1 1 0 2 9 1 0.54030663 0.00509820
1 1 0 2 9 2 0.50936148 0.00580132
1 1 0 2 9 3 0.48546657 0.00513259
1 1 0 2 9 4 0.47522453 0.00575161
1 1 0 2 9 5 0.45055468 0.00567461
1 1 0 2 9 6 0.44833700 0.00642383
1 1 0 2 9 7 0.43813352 0.00682543
1 1 0 2 9 8 0.43857736 0.00482007
1 1 0 2 9 9 0.42389452 0.00483519
1 1 0 2 9 10 0.42894259 0.00687649
1 1 0 2 9 11 0.43477946 0.00517431
1 1 0 2 9 12 0.43066477 0.00482346
1 1 0 2 9 13 0.43925053 0.00633491
1 1 0 2 9 14 0.45074567 0.00419903
1 1 0 2 9 15 0.46105111 0.00413446
1 1 0 2 9 16 0.47128454 0.00521839
1 1 0 2 9 17 0.47876412 0.00600515
1 1 0 2 9 18 0.50665400 0.00506963
1 1 0 2 9 19 0.53587755 0.00683133
1 1 0 2 9 20 0.57182287 0.00473361
1 1 0 2 10 0 0.53000176 0.00609479
1 1 0 2 10 1 0.49572535 0.00429527
1 1 0 2 10 2 0.47790118 0.00455697
1 1 0 2 10 3 0.46769735 0.00607123
1 1 0 2 10 4 0.44579997 0.00610175
1 1 0 2 10 5 0.43676054 0.00543529
1 1 0 2 10 6 0.43241906 0.00456254
1 1 0 2 10 7 0.42452712 0.00511875
1 1 0 2 10 8 0.41772255 0.00405332
1 1 0 2 10 9 0.42593409 0.00394619
1 1 0 2 10 10 0.43107953 0.00516298
1 1 0 2 10 11 0.41601282 0.00530655
1 1 0 2 10 12 0.41905437 0.00709602
1 1 0 2 10 13 0.42345180 0.00709839
1 1 0 2 10 14 0.43449446 0.00405979
1 1 0 2 10 15 0.43692171 0.00658778
1 1 0 2 10 16 0.44174468 0.00467062
1 1 0 2 10 17 0.46091933 0.00761235
1 1 0 2 10 18 0.47473776 0.00586934
1 1 0 2 10 19 0.48571247 0.00626239
1 1 0 2 10 20 0.53000176 0.00609479
1 1 0 2 11 0 0.49307969 0.00572903
1 1 0 2 11 1 0.47407169 0.00643049
1 1 0 2 11 2 0.45662612 0.00596763
1 1 0 2 11 3 0.45159633 0.00655650
1 1 0 2 11 4 0.45570847 0.00466568
1 1 0 2 11 5 0.43395637 0.00297473
1 1 0 2 11 6 0.42721748 0.00430407
1 1 0 2 11 7 0.42708491 0.00731607
1 1 0 2 11 8 0.42628408 0.00677337
1 1 0 2 11 9 0.42720508 0.00535896
1 1 0 2 11 10 0.41947777 0.00487903
1 1 0 2 11 11 0.42350568 0.00554192
1 1 0 2 11 12 0.42466501 0.00506293
1 1 0 2 11 13 0.41698604 0.00400958
1 1 0 2 11 14 0.42171415 0.00740609
1 1 0 2 11 15 0.43812573 0.00520608
1 1 0 2 11 16 0.43882659 0.00570627
1 1 0 2 11 17 0.45430148 0.00656312
1 1 0 2 11 18 0.45500577 0.00391299
1 1 0 2 11 19 0.47268505 0.00567487
1 1 0 2 11 20 0.49307969 0.00572903
1 1 0 3 0 0 0.51947299 0.00724010
1 1 0 3 0 1 0.49706162 0.00720459
1 1 0 3 0 2 0.46484159 0.00679066
1 1 0 3 0 3 0.46468818 0.00707238
1 1 0 3 0 4 0.43919180 0.00705514
1 1 0 3 0 5 0.42821251 0.00817247
1 1 0 3 0 6 0.42887226 0.00591807
1 1 0 3 0 7 0.42820480 0.00712190
1 1 0 3 0 8 0.41236269 0.00786770
1 1 0 3 0 9 0.41139623 0.00620461
1 1 0 3 0 10 0.40970047 0.00603399
1 1 0 3 0 11 0.41327099 0.00724918
1 1 0 3 0 12 0.41079924 0.00810943
1 1 0 3 0 13 0.42124316 0.00485054
1 1 0 3 0 14 0.42563811 0.00484714
1 1 0 3 0 15 0.43503416 0.00484251
1 1 0 3 0 16 0.44191980 0.00798510
1 1 0 3 0 17 0.46329898 0.00595225
1 1 0 3 0 18 0.48499277 0.00750370
1 1 0 3 0 19 0.49919835 0.00496074
1 1 0 3 0 20 0.51947299 0.00724010
1 1 0 3 1 0 0.53052034 0.00497183
1 1 0 3 1 1 0.50981715 0.00585700
1 1 0 3 1 2 0.49122855 0.00432542
1 1 0 3 1 3 0.46995755 0.00376221
1 1 0 3 1 4 0.45957350 0.00570800
1 1 0 3 1 5 0.46006654 0.00568799
1 1 0 3 1 6 0.43787488 0.00493838
1 1 0 3 1 7 0.42454841 0.00405783
1 1 0 3 1 8 0.42580728 0.00581865
1 1 0 3 1 9 0.41739976 0.00502944
1 1 0 3 1 10 0.41846094 0.00655868
1 1 0 3 1 11 0.42087854 0.00561060
1 1 0 3 1 12 0.42386249 0.00322572
1 1 0 3 1 13 0.43126643 0.00558442
1 1 0 3 1 14 0.43428387 0.00540766
1 1 0 3 1 15 0.43956426 0.00551669
1 1 0 3 1 16 0.45686952 0.00485081
1 1 0 3 1 17 0.47239000 0.00386954
1 1 0 3 1 18 0.49298902 0.00386215
1 1 0 3 1 19 0.50784731 0.00391679
1 1 0 3 1 20 0.53052034 0.00497183
1 1 0 3 2 0 0.56343626 0.00541327
1 1 0 3 2 1 0.53844140 0.00717234
1 1 0 3 2 2 0.51199733 0.00622179
1 1 0 3 2 3 0.48845736 0.00434468
1 1 0 3 2 4 0.47201985 0.00801383
1 1 0 3 2 5 0.46855120 0.00464492
1 1 0 3 2 6 0.44065974 0.00376319
1 1 0 3 2 7 0.44360590 0.00542583
1 1 0 3 2 8 0.43593712 0.00446122
1 1 0 3 2 9 0.43294219 0.00460929
1 1 0 3 2 10 0.43156645 0.00635239
1 1 0 3 2 11 0.42844130 0.00417868
1 1 0 3 2 12 0.43421633 0.00512634
1 1 0 3 2 13 0.44408413 0.00570234
1 1 0 3 2 14 0.45614378 0.00480974
1 1 0 3 2 15 0.46143805 0.00539896
1 1 0 3 2 16 0.47053855 0.00405495
1 1 0 3 2 17 0.49100014 0.00690909
1 1 0 3 2 18 0.50806850 0.00544971
1 1 0 3 2 19 0.53743131 0.00348346
1 1 0 3 2 20 0.56343626 0.00541327
1 1 0 3 3 0 0.62912332 0.00573080
1 1 0 3 3 1 0.58918280 0.00769315
1 1 0 3 3 2 0.54532768 0.00709633
1 1 0 3 3 3 0.52263597 0.00819348
1 1 0 3 3 4 0.49801106 0.00736992
1 1 0 3 3 5 0.48632679 0.00811343
1 1 0 3 3 6 0.47039931 0.00716152
1 1 0 3 3 7 0.45488912 0.00716164
1 1 0 3 3 8 0.45874077 0.00667718
1 1 0 3 3 9 0.45119864 0.00490584
1 1 0 3 3 10 0.44899448 0.00562246
1 1 0 3 3 11 0.44689846 0.00731497
1 1 0 3 3 12 0.45452215 0.00683625
1 1 0 3 3 13 0.46623426 0.00597113
1 1 0 3 3 14 0.46921861 0.00726020
1 1 0 3 3 15 0.47850047 0.00775268
1 1 0 3 3 16 0.50064016 0.00662381
1 1 0 3 3 17 0.51434065 0.00638125
1 1 0 3 3 18 0.55155052 0.00622171
1 1 0 3 3 19 0.58948784 0.00639321
1 1 0 3 3 20 0.62912332 0.00573080
1 1 0 3 4 0 0.67085170 0.00726106
1 1 0 3 4 1 0.62064649 0.00805405
1 1 0 3 4 2 0.57458594 0.00737355
1 1 0 3 4 3 0.53332530 0.00706580
1 1 0 3 4 4 0.51413339 0.00855198
1 1 0 3 4 5 0.49167407 0.00480370
1 1 0 3 4 6 0.48147205 0.00633238
1 1 0 3 4 7 0.46395070 0.00694340
1 1 0 3 4 8 0.46366718 0.00729558
1 1 0 3 4 9 0.44911160 0.00443702
1 1 0 3 4 10 0.45522801 0.00751134
1 1 0 3 4 11 0.45211211 0.00599299
1 1 0 3 4 12 0.45132290 0.00708674
1 1 0 3 4 13 0.46410019 0.00897013
1 1 0 3 4 14 0.47923361 0.00747531
1 1 0 3 4 15 0.48780903 0.00625853
1 1 0 3 4 16 0.50301761 0.00354282
1 1 0 3 4 17 0.53548780 0.00780855
1 1 0 3 4 18 0.56672770 0.01067482
1 1 0 3 4 19 0.61128551 0.00503201
1 1 0 3 4 20 0.67085170 0.00726106
1 1 0 3 5 0 0.73561075 0.00683734
1 1 0 3 5 1 0.66943937 0.00573018
1 1 0 3 5 2 0.62389992 0.00741732
1 1 0 3 5 3 0.58796175 0.00764144
1 1 0 3 5 4 0.55719110 0.00703687
1 1 0 3 5 5 0.53705925 0.00531674
1 1 0 3 5 6 0.51516857 0.00803755
1 1 0 3 5 7 0.50171331 0.00838247
1 1 0 3 5 8 0.50060781 0.00445135
1 1 0 3 5 9 0.49198686 0.00697852
1 1 0 3 5 10 0.48791385 0.00762686
1 1 0 3 5 11 0.48980614 0.00681243
1 1 0 3 5 12 0.48800806 0.00496303
1 1 0 3 5 13 0.49424530 0.00411322
1 1 0 3 5 14 0.51446721 0.00741460
1 1 0 3 5 15 0.52979614 0.00731871
1 1 0 3 5 16 0.55263447 0.00458900
1 1 0 3 5 17 0.58236643 0.00647404
1 1 0 3 5 18 0.62669164 0.00805646
1 1 0 3 5 19 0.67196066 0.00695014
1 1 0 3 5 20 0.73561075 0.00683734
1 1 0 3 6 0 0.73613794 0.00713374
1 1 0 3 6 1 0.68039842 0.00759308
1 1 0 3 6 2 0.61787765 0.00589700
1 1 0 3 6 3 0.58292213 0.00536247
1 1 0 3 6 4 0.55798754 0.00781591
1 1 0 3 6 5 0.52620579 0.00829663
1 1 0 3 6 6 0.51258232 0.00750153
1 1 0 3 6 7 0.50508578 0.00625352
1 1 0 3 6 8 0.48898768 0.00647889
1 1 0 3 6 9 0.49309203 0.00374116
1 1 0 3 6 10 0.49268274 0.00655587
1 1 0 3 6 11 0.48625590 0.00661228
1 1 0 3 6 12 0.49453235 0.00856712
1 1 0 3 6 13 0.49734792 0.00630195
1 1 0 3 6 14 0.51663244 0.00850197
1 1 0 3 6 15 0.52901098 0.00873029
1 1 0 3 6 16 0.56172388 0.00863160
1 1 0 3 6 17 0.57972481 0.00621337
1 1 0 3 6 18 0.62479019 0.00830735
1 1 0 3 6 19 0.67300436 0.00651134
1 1 0 3 6 20 0.73613794 0.00713374
1 1 0 3 7 0 0.71013837 0.00660904
1 1 0 3 7 1 0.65283141 0.00669049
1 1 0 3 7 2 0.60636205 0.00628676
1 1 0 3 7 3 0.57358875 0.00789689
1 1 0 3 7 4 0.53450095 0.00925310
1 1 0 3 7 5 0.51665055 0.00866779
1 1 0 3 7 6 0.50026221 0.00978890
1 1 0 3 7 7 0.49544005 0.00840396
1 1 0 3 7 8 0.48219525 0.00586364
1 1 0 3 7 9 0.48080785 0.00684562
1 1 0 3 7 10 0.47375127 0.00664342
1 1 0 3 7 11 0.47107615 0.00644472
1 1 0 3 7 12 0.49009391 0.00785146
1 1 0 3 7 13 0.48534158 0.00840113
1 1 0 3 7 14 0.50159339 0.00675426
1 1 0 3 7 15 0.52114304 0.00745793
1 1 0 3 7 16 0.53815893 0.00832092
1 1 0 3 7 17 0.57078958 0.00857952
1 1 0 3 7 18 0.60613607 0.00747094
1 1 0 3 7 19 0.65530227 0.00552781
1 1 0 3 7 20 0.71013837 0.00660904
1 1 0 3 8 0 0.67334042 0.00845599
1 1 0 3 8 1 0.62136053 0.00546329
1 1 0 3 8 2 0.57686905 0.00804985
1 1 0 3 8 3 0.54432152 0.00955299
1 1 0 3 8 4 0.51874118 0.00816778
1 1 0 3 8 5 0.50771341 0.00754271
1 1 0 3 8 6 0.48792544 0.00922903
1 1 0 3 8 7 0.46908343 0.00663579
1 1 0 3 8 8 0.46803887 0.00833549
1 1 0 3 8 9 0.45718762 0.00996071
1 1 0 3 8 10 0.45766932 0.00550657
1 1 0 3 8 11 0.46125883 0.00675580
1 1 0 3 8 12 0.46673263 0.00616352
1 1 0 3 8 13 0.47638279 0.00850057
1 1 0 3 8 14 0.48643540 0.00573820
1 1 0 3 8 15 0.50313253 0.00567101
1 1 0 3 8 16 0.50943754 0.00901118
1 1 0 3 8 17 0.54521358 0.00902580
1 1 0 3 8 18 0.57628894 0.00816353
1 1 0 3 8 19 0.61897680 0.00710128
1 1 0 3 8 20 0.67334042 0.00845599
1 1 0 3 9 0 0.62748908 0.00924241
1 1 0 3 9 1 0.58097543 0.00641311
1 1 0 3 9 2 0.54552685 0.00910118
1 1 0 3 9 3 0.51671847 0.00581346
1 1 0 3 9 4 0.49260911 0.00683702
1 1 0 3 9 5 0.47858511 0.01054076
1 1 0 3 9 6 0.46610879 0.00824483
1 1 0 3 9 7 0.45126638 0.00986177
1 1 0 3 9 8 0.45074080 0.00723163
1 1 0 3 9 9 0.44674442 0.00940739
1 1 0 3 9 10 0.43960912 0.00837334
1 1 0 3 9 11 0.44183970 0.00964325
1 1 0 3 9 12 0.44354958 0.00766832
1 1 0 3 9 13 0.45224139 0.00985714
1 1 0 3 9 14 0.46120940 0.00935219
1 1 0 3 9 15 0.48036495 0.00786598
1 1 0 3 9 16 0.49327941 0.00678890
1 1 0 3 9 17 0.51744553 0.00823910
1 1 0 3 9 18 0.54699111 0.00805561
1 1 0 3 9 19 0.57469636 0.00943874
1 1 0 3 9 20 0.62748908 0.00924241
1 1 0 3 10 0 0.57047725 0.00902608
1 1 0 3 10 1 0.53456627 0.00622703
1 1 0 3 10 2 0.50975825 0.00477125
1 1 0 3 10 3 0.48549105 0.00739250
1 1 0 3 10 4 0.46620788 0.00482735
1 1 0 3 10 5 0.45579439 0.00552565
1 1 0 3 10 6 0.44006458 0.00479553
1 1 0 3 10 7 0.43339412 0.00566274
1 1 0 3 10 8 0.42755157 0.00596271
1 1 0 3 10 9 0.42319857 0.00801293
1 1 0 3 10 10 0.42591770 0.00554056
1 1 0 3 10 11 0.42225926 0.00703971
1 1 0 3 10 12 0.42969147 0.00545255
1 1 0 3 10 13 0.43629227 0.00622588
1 1 0 3 10 14 0.44158123 0.00548472
1 1 0 3 10 15 0.45260789 0.00545321
1 1 0 3 10 16 0.46607755 0.00689558
1 1 0 3 10 17 0.48591204 0.00447546
1 1 0 3 10 18 0.50140377 0.00588576
1 1 0 3 10 19 0.53147722 0.00584407
1 1 0 3 10 20 0.57047725 0.00902608
1 1 0 3 11 0 0.54051010 0.00607513
1 1 0 3 11 1 0.51466814 0.00564247
1 1 0 3 11 2 0.48657871 0.00677190
1 1 0 3 11 3 0.46820121 0.00642275
1 1 0 3 11 4 0.46156282 0.00800699
1 1 0 3 11 5 0.44876277 0.00443441
1 1 0 3 11 6 0.43314603 0.00469650
1 1 0 3 11 7 0.42859484 0.00562795
1 1 0 3 11 8 0.42273107 0.00635589
1 1 0 3 11 9 0.42535133 0.00496638
1 1 0 3 11 10 0.41409882 0.00753852
1 1 0 3 11 11 0.42359369 0.00409090
1 1 0 3 11 12 0.43012115 0.00498790
1 1 0 3 11 13 0.42855974 0.00511355
1 1 0 3 11 14 0.43434748 0.00522951
1 1 0 3 11 15 0.44068137 0.00508739
1 1 0 3 11 16 0.45299453 0.00442398
1 1 0 3 11 17 0.47019084 0.00574921
1 1 0 3 11 18 0.48795270 0.00491190
1 1 0 3 11 19 0.50872913 0.00457566
1 1 0 3 11 20 0.54051010 0.00607513
1 1 0 4 0 0 0.57716913 0.00589559
1 1 0 4 0 1 0.53266121 0.00753564
1 1 0 4 0 2 0.51570130 0.00457574
1 1 0 4 0 3 0.49265391 0.00693427
1 1 0 4 0 4 0.47080284 0.00703746
1 1 0 4 0 5 0.45780961 0.00571686
1 1 0 4 0 6 0.43884779 0.00590861
1 1 0 4 0 7 0.43263484 0.00508250
1 1 0 4 0 8 0.44137942 0.00514882
1 1 0 4 0 9 0.43269253 0.00655836
1 1 0 4 0 10 0.42962619 0.00451005
1 1 0 4 0 11 0.43038678 0.00696926
1 1 0 4 0 12 0.43424128 0.00287834
1 1 0 4 0 13 0.44163138 0.00443176
1 1 0 4 0 14 0.43957882 0.00564455
1 1 0 4 0 15 0.46198369 0.00785609
1 1 0 4 0 16 0.46909677 0.00736218
1 1 0 4 0 17 0.49046354 0.00586447
1 1 0 4 0 18 0.51568057 0.00302394
1 1 0 4 0 19 0.54512942 0.00621571
1 1 0 4 0 20 0.57716913 0.00589559
1 1 0 4 1 0 0.58596458 0.00421185
1 1 0 4 1 1 0.55381230 0.00678722
1 1 0 4 1 2 0.51905087 0.00304320
1 1 0 4 1 3 0.49132781 0.00647084
1 1 0 4 1 4 0.47768537 0.00895425
1 1 0 4 1 5 0.46103547 0.00604508
1 1 0 4 1 6 0.44337964 0.00578917
1 1 0 4 1 7 0.43412534 0.00493259
1 1 0 4 1 8 0.43034097 0.00645157
1 1 0 4 1 9 0.43183380 0.00736427
1 1 0 4 1 10 0.42022639 0.00412587
1 1 0 4 1 11 0.42265308 0.00477673
1 1 0 4 1 12 0.43499519 0.00651813
1 1 0 4 1 13 0.44793618 0.00487592
1 1 0 4 1 14 0.45009466 0.00943029
1 1 0 4 1 15 0.45927812 0.00682068
1 1 0 4 1 16 0.46486658 0.00621117
1 1 0 4 1 17 0.49221181 0.00544414
1 1 0 4 1 18 0.51200171 0.00471870
1 1 0 4 1 19 0.54414632 0.00602158
1 1 0 4 1 20 0.58596458 0.00421185
1 1 0 4 2 0 0.62785222 0.00762699
1 1 0 4 2 1 0.58648503 0.00529748
1 1 0 4 2 2 0.55161318 0.00590810
1 1 0 4 2 3 0.51844810 0.00773541
1 1 0 4 2 4 0.50268806 0.00351575
1 1 0 4 2 5 0.48169476 0.00394983
1 1 0 4 2 6 0.46506573 0.00463909
1 1 0 4 2 7 0.46460313 0.00558643
1 1 0 4 2 8 0.45075741 0.00512136
1 1 0 4 2 9 0.44997837 0.00534355
1 1 0 4 2 10 0.44476849 0.00488370
1 1 0 4 2 11 0.45149383 0.00725202
1 1 0 4 2 12 0.45396458 0.00493044
1 1 0 4 2 13 0.46029318 0.00865867
1 1 0 4 2 14 0.46398754 0.00561584
1 1 0 4 2 15 0.48026459 0.00312585
1 1 0 4 2 16 0.49661109 0.00670204
1 1 0 4 2 17 0.52610516 0.00383744
1 1 0 4 2 18 0.55504932 0.00602682
1 1 0 4 2 19 0.58236869 0.00827417
1 1 0 4 2 20 0.62785222 0.00762699
1 1 0 4 3 0 0.68177074 0.00715540
1 1 0 4 3 1 0.63051248 0.00602440
1 1 0 4 3 2 0.58891450 0.00602227
1 1 0 4 3 3 0.55294318 0.00627269
1 1 0 4 3 4 0.52095830 0.00586369
1 1 0 4 3 5 0.50518534 0.00486264
1 1 0 4 3 6 0.49384921 0.00421324
1 1 0 4 3 7 0.47853785 0.00605790
1 1 0 4 3 8 0.46834615 0.00474419
1 1 0 4 3 9 0.46717291 0.00519183
1 1 0 4 3 10 0.46615757 0.00586519
1 1 0 4 3 11 0.48023792 0.00469856
1 1 0 4 3 12 0.47338831 0.00767709
1 1 0 4 3 13 0.47616214 0.00587936
1 1 0 4 3 14 0.49123339 0.00655769
1 1 0 4 3 15 0.50286184 0.00569982
1 1 0 4 3 16 0.52311949 0.00666422
1 1 0 4 3 17 0.54837957 0.00534029
1 1 0 4 3 18 0.57644581 0.00588976
1 1 0 4 3 19 0.63185625 0.00831083
1 1 0 4 3 20 0.68177074 0.00715540
1 1 0 4 4 0 0.73518727 0.00437911
1 1 0 4 4 1 0.66721324 0.00652904
1 1 0 4 4 2 0.61727465 0.00505523
1 1 0 4 4 3 0.57123420 0.00625472
1 1 0 4 4 4 0.54437797 0.00667498
1 1 0 4 4 5 0.52136540 0.00627800
1 1 0 4 4 6 0.50909630 0.00410879
1 1 0 4 4 7 0.49479103 0.00654621
1 1 0 4 4 8 0.48567057 0.00790220
1 1 0 4 4 9 0.48816432 0.00619232
1 1 0 4 4 10 0.47825766 0.00631852
1 1 0 4 4 11 0.48095408 0.00602679
1 1 0 4 4 12 0.47992641 0.00851025
1 1 0 4 4 13 0.49948473 0.00574792
1 1 0 4 4 14 0.50236562 0.00701612
1 1 0 4 4 15 0.53354596 0.00544400
1 1 0 4 4 16 0.54990414 0.00460561
1 1 0 4 4 17 0.57369179 0.00588244
1 1 0 4 4 18 0.61745377 0.00555788
1 1 0 4 4 19 0.67097613 0.00593622
1 1 0 4 4 20 0.73518727 0.00437911
1 1 0 4 5 0 0.79321160 0.00641576
1 1 0 4 5 1 0.71540689 0.00546987
1 1 0 4 5 2 0.66070615 0.00618404
1 1 0 4 5 3 0.61798912 0.00989404
1 1 0 4 5 4 0.58660081 0.00632420
1 1 0 4 5 5 0.57246522 0.00525176
1 1 0 4 5 6 0.54639816 0.00833694
1 1 0 4 5 7 0.53495562 0.00733230
1 1 0 4 5 8 0.51863331 0.00564856
1 1 0 4 5 9 0.51586915 0.00382350
1 1 0 4 5 10 0.51405633 0.00594589
1 1 0 4 5 11 0.52025379 0.00844497
1 1 0 4 5 12 0.52367206 0.00625316
1 1 0 4 5 13 0.53387682 0.00624820
1 1 0 4 5 14 0.55212866 0.00701872
1 1 0 4 5 15 0.56516912 0.00685312
1 1 0 4 5 16 0.58814106 0.00780186
1 1 0 4 5 17 0.62217291 0.00673389
1 1 0 4 5 18 0.66371518 0.00907510
1 1 0 4 5 19 0.72025762 0.00587262
1 1 0 4 5 20 0.79321160 0.00641576
1 1 0 4 6 0 0.80812744 0.00734904
1 1 0 4 6 1 0.73389308 0.00611047
1 1 0 4 6 2 0.67928439 0.00716349
1 1 0 4 6 3 0.63339912 0.00572527
1 1 0 4 6 4 0.60074819 0.00782638
1 1 0 4 6 5 0.57941979 0.00745957
1 1 0 4 6 6 0.54793418 0.00716603
1 1 0 4 6 7 0.53742804 0.00840129
1 1 0 4 6 8 0.52999888 0.00786434
1 1 0 4 6 9 0.51742630 0.00536640
1 1 0 4 6 10 0.52000608 0.00727985
1 1 0 4 6 11 0.52105549 0.00770675
1 1 0 4 6 12 0.52642880 0.00747454
1 1 0 4 6 13 0.54379619 0.00687964
1 1 0 4 6 14 0.55579184 0.00754569
1 1 0 4 6 15 0.57956442 0.00636544
1 1 0 4 6 16 0.59384434 0.00520281
1 1 0 4 6 17 0.63041157 0.00893855
1 1 0 4 6 18 0.67478677 0.00596706
1 1 0 4 6 19 0.73167853 0.00619836
1 1 0 4 6 20 0.80812744 0.00734904
1 1 0 4 7 0 0.79529557 0.00776058
1 1 0 4 7 1 0.71392019 0.00769287
1 1 0 4 7 2 0.65840150 0.00748620
