orbit1 orbit2 r3 r2 r1 tau DenDen error
1 1 0 2 3 8 1.00027617 0.00207338
1 1 0 2 3 9 1.00112598 0.00183703
1 1 0 2 3 10 1.00036995 0.00204351
1 1 0 2 3 11 1.00029401 0.00208931
1 1 0 2 3 12 1.00116395 0.00185216
1 1 0 2 3 13 1.00025115 0.00214735
1 1 0 2 3 14 0.99986278 0.00206242
1 1 0 2 3 15 1.00000944 0.00252053
1 1 0 2 3 16 1.00064030 0.00209622
1 1 0 2 3 17 1.00035969 0.00191598
1 1 0 2 3 18 1.00036840 0.00180670
1 1 0 2 3 19 1.00023495 0.00193732
1 1 0 2 3 20 0.99995378 0.00213938
1 1 0 2 4 0 0.99916520 0.00231203
1 1 0 2 4 1 0.99919622 0.00268196
1 1 0 2 4 2 0.99856639 0.00199699
1 1 0 2 4 3 0.99892718 0.00268495
1 1 0 2 4 4 0.99892386 0.00228644
1 1 0 2 4 5 0.99855773 0.00224313
1 1 0 2 4 6 0.99850233 0.00241547
1 1 0 2 4 7 0.99920589 0.00255001
1 1 0 2 4 8 0.99879125 0.00248923
1 1 0 2 4 9 0.99868421 0.00255269
1 1 0 2 4 10 0.99876566 0.00258679
1 1 0 2 4 11 0.99766585 0.00227918
1 1 0 2 4 12 0.99855057 0.00274957
1 1 0 2 4 13 0.99870183 0.00247435
1 1 0 2 4 14 0.99859790 0.00244068
1 1 0 2 4 15 0.99863247 0.00252411
1 1 0 2 4 16 0.99876292 0.00237027
1 1 0 2 4 17 0.99901456 0.00260429
1 1 0 2 4 18 0.99805105 0.00260223
1 1 0 2 4 19 0.99917431 0.00244094
1 1 0 2 4 20 0.99916520 0.00231203
1 1 0 2 5 0 0.99994370 0.00221398
1 1 0 2 5 1 1.00021779 0.00241879
1 1 0 2 5 2 0.99947761 0.00248784
1 1 0 2 5 3 0.99942443 0.00266675
1 1 0 2 5 4 1.00019791 0.00247243
1 1 0 2 5 5 1.00051317 0.00229776
1 1 0 2 5 6 0.99911006 0.00229971
1 1 0 2 5 7 0.99923449 0.00232588
1 1 0 2 5 8 0.99829513 0.00256297
1 1 0 2 5 9 0.99862908 0.00250317
1 1 0 2 5 10 0.99871565 0.00247699
1 1 0 2 5 11 0.99974522 0.00238189
1 1 0 2 5 12 1.00030578 0.00230444
1 1 0 2 5 13 0.99994763 0.00232294
1 1 0 2 5 14 1.00011944 0.00236030
1 1 0 2 5 15 0.99932070 0.00225616
1 1 0 2 5 16 1.00065206 0.00244276
1 1 0 2 5 17 0.99902577 0.00245815
1 1 0 2 5 18 0.99980896 0.00257025
1 1 0 2 5 19 0.99891285 0.00246689
1 1 0 2 5 20 0.99994370 0.00221398
1 1 0 2 6 0 1.00005120 0.00253215
1 1 0 2 6 1 1.00124716 0.00254295
1 1 0 2 6 2 1.00051348 0.00244337
1 1 0 2 6 3 1.00046023 0.00263226
1 1 0 2 6 4 1.00106447 0.00250720
1 1 0 2 6 5 1.00181907 0.00283331
1 1 0 2 6 6 1.00023313 0.00260800
1 1 0 2 6 7 1.00129005 0.00251727
1 1 0 2 6 8 1.00042397 0.00260153
1 1 0 2 6 9 1.00068738 0.00250359
1 1 0 2 6 10 1.00067520 0.00253800
1 1 0 2 6 11 1.00191097 0.00243197
1 1 0 2 6 12 1.00083100 0.00221406
1 1 0 2 6 13 1.00014929 0.00228382
1 1 0 2 6 14 1.00047158 0.00244598
1 1 0 2 6 15 1.00096227 0.00265729
1 1 0 2 6 16 0.99974794 0.00214416
1 1 0 2 6 17 1.00010091 0.00228875
1 1 0 2 6 18 1.00017864 0.00235515
1 1 0 2 6 19 1.00120077 0.00245530
1 1 0 2 6 20 1.00005120 0.00253215
1 1 0 2 7 0 0.99994183 0.00242490
1 1 0 2 7 1 0.99950708 0.00242359
1 1 0 2 7 2 0.99935486 0.00270192
1 1 0 2 7 3 0.99902631 0.00267380
1 1 0 2 7 4 1.00062073 0.00241829
1 1 0 2 7 5 0.99964143 0.00253701
1 1 0 2 7 6 0.99930789 0.00262983
1 1 0 2 7 7 0.99991774 0.00264997
1 1 0 2 7 8 1.00043837 0.00245560
1 1 0 2 7 9 1.00058686 0.00243105
1 1 0 2 7 10 0.99931872 0.00241811
1 1 0 2 7 11 0.99962292 0.00255287
1 1 0 2 7 12 1.00007823 0.00236497
1 1 0 2 7 13 1.00001595 0.00232713
1 1 0 2 7 14 0.99906819 0.00234334
1 1 0 2 7 15 0.99975534 0.00241808
1 1 0 2 7 16 0.99963087 0.00235231
1 1 0 2 7 17 1.00037767 0.00232500
1 1 0 2 7 18 0.99997594 0.00219900
1 1 0 2 7 19 1.00002669 0.00263632
1 1 0 2 7 20 0.99994183 0.00242490
1 1 0 2 8 0 0.99994058 0.00278570
1 1 0 2 8 1 0.99903565 0.00260560
1 1 0 2 8 2 0.99938545 0.00268102
1 1 0 2 8 3 0.99976697 0.00241711
1 1 0 2 8 4 1.00065597 0.00252298
1 1 0 2 8 5 0.99986252 0.00268733
1 1 0 2 8 6 0.99994032 0.00261022
1 1 0 2 8 7 0.99901391 0.00269876
1 1 0 2 8 8 0.99925977 0.00277791
1 1 0 2 8 9 0.99926042 0.00248248
1 1 0 2 8 10 0.99981024 0.00237514
1 1 0 2 8 11 0.99961406 0.00271084
1 1 0 2 8 12 1.00039719 0.00270907
1 1 0 2 8 13 1.00021988 0.00283126
1 1 0 2 8 14 1.00083098 0.00270431
1 1 0 2 8 15 0.99925129 0.00232802
1 1 0 2 8 16 0.99956149 0.00261910
1 1 0 2 8 17 1.00050033 0.00259726
1 1 0 2 8 18 1.00016419 0.00264404
1 1 0 2 8 19 0.99823476 0.00229694
1 1 0 2 8 20 0.99994058 0.00278570
1 1 0 2 9 0 1.00055260 0.00258306
1 1 0 2 9 1 1.00027797 0.00263753
1 1 0 2 9 2 1.00043318 0.00237229
1 1 0 2 9 3 1.00060119 0.00262871
1 1 0 2 9 4 1.00067378 0.00263987
1 1 0 2 9 5 1.00083330 0.00252938
1 1 0 2 9 6 1.00046619 0.00274737
1 1 0 2 9 7 1.00077878 0.00226841
1 1 0 2 9 8 1.00025823 0.00238663
1 1 0 2 9 9 1.00050094 0.00256773
1 1 0 2 9 10 1.00092079 0.00245354
1 1 0 2 9 11 1.00119481 0.00239672
1 1 0 2 9 12 1.00101928 0.00254886
1 1 0 2 9 13 0.99967991 0.00277579
1 1 0 2 9 14 1.00058289 0.00264560
1 1 0 2 9 15 1.00051053 0.00257522
1 1 0 2 9 16 1.00075248 0.00275369
1 1 0 2 9 17 1.00010138 0.00252996
1 1 0 2 9 18 0.99938926 0.00248349
1 1 0 2 9 19 1.00061516 0.00275158
1 1 0 2 9 20 1.00055260 0.00258306
1 1 0 2 10 0 0.99973604 0.00241309
1 1 0 2 10 1 0.99952417 0.00221614
1 1 0 2 10 2 0.99911418 0.00243550
1 1 0 2 10 3 0.99988058 0.00266966
1 1 0 2 10 4 0.99855781 0.00213911
1 1 0 2 10 5 0.99902041 0.00235392
1 1 0 2 10 6 0.99916306 0.00253044
1 1 0 2 10 7 1.00038961 0.00282630
1 1 0 2 10 8 0.99886117 0.00261501
1 1 0 2 10 9 0.99984868 0.00250843
1 1 0 2 10 10 0.99980932 0.00226387
1 1 0 2 10 11 0.99968548 0.00271589
1 1 0 2 10 12 0.99915827 0.00278467
1 1 0 2 10 13 1.00018833 0.00262608
1 1 0 2 10 14 0.99924974 0.00255702
1 1 0 2 10 15 0.99996777 0.00247555
1 1 0 2 10 16 1.00017136 0.00253525
1 1 0 2 10 17 0.99893812 0.00245841
1 1 0 2 10 18 0.99937689 0.00272934
1 1 0 2 10 19 0.99892570 0.00240314
1 1 0 2 10 20 0.99973604 0.00241309
1 1 0 2 11 0 0.99794092 0.00269120
1 1 0 2 11 1 0.99867738 0.00258692
1 1 0 2 11 2 0.99881440 0.00259097
1 1 0 2 11 3 0.99951561 0.00261270
1 1 0 2 11 4 0.99912107 0.00264610
1 1 0 2 11 5 0.99896293 0.00261747
1 1 0 2 11 6 0.99887991 0.00256292
1 1 0 2 11 7 0.99908072 0.00260981
1 1 0 2 11 8 0.99933570 0.00247643
1 1 0 2 11 9 0.99909046 0.00240272
1 1 0 2 11 10 1.00000655 0.00240570
1 1 0 2 11 11 0.99877174 0.00222121
1 1 0 2 11 12 0.99944679 0.00246924
1 1 0 2 11 13 0.99839218 0.00266411
1 1 0 2 11 14 0.99948412 0.00236212
1 1 0 2 11 15 0.99944826 0.00281396
1 1 0 2 11 16 0.99955431 0.00231942
1 1 0 2 11 17 0.99901440 0.00248564
1 1 0 2 11 18 0.99872307 0.00239499
1 1 0 2 11 19 0.99867867 0.00275931
1 1 0 2 11 20 0.99794092 0.00269120
1 1 0 3 0 0 1.00063911 0.00254493
1 1 0 3 0 1 1.00033945 0.00248787
1 1 0 3 0 2 1.00019700 0.00252243
1 1 0 3 0 3 0.99973119 0.00247269
1 1 0 3 0 4 1.00033566 0.00237784
1 1 0 3 0 5 1.00039817 0.00275262
1 1 0 3 0 6 0.99997270 0.00238783
1 1 0 3 0 7 1.00067154 0.00248277
1 1 0 3 0 8 1.00011050 0.00273414
1 1 0 3 0 9 1.00016078 0.00257840
1 1 0 3 0 10 0.99930628 0.00274564
1 1 0 3 0 11 1.00056174 0.00272531
1 1 0 3 0 12 1.00001154 0.00225333
1 1 0 3 0 13 1.00074963 0.00236863
1 1 0 3 0 14 1.00002124 0.00267497
1 1 0 3 0 15 1.00083364 0.00257999
1 1 0 3 0 16 1.00048462 0.00254273
1 1 0 3 0 17 1.00039830 0.00233628
1 1 0 3 0 18 1.00014496 0.00252514
1 1 0 3 0 19 1.00029890 0.00291010
1 1 0 3 0 20 1.00063911 0.00254493
1 1 0 3 1 0 0.99881598 0.00283342
1 1 0 3 1 1 0.99930706 0.00246455
1 1 0 3 1 2 0.99924780 0.00271526
1 1 0 3 1 3 0.99964957 0.00267528
1 1 0 3 1 4 0.99918378 0.00218282
1 1 0 3 1 5 0.99993132 0.00248766
1 1 0 3 1 6 0.99906685 0.00237810
1 1 0 3 1 7 0.99985607 0.00265115
1 1 0 3 1 8 0.99941625 0.00218323
1 1 0 3 1 9 0.99932378 0.00237349
1 1 0 3 1 10 0.99934463 0.00251034
1 1 0 3 1 11 0.99936772 0.00223103
1 1 0 3 1 12 1.00015495 0.00235534
1 1 0 3 1 13 1.00062337 0.00240406
1 1 0 3 1 14 0.99975412 0.00225094
1 1 0 3 1 15 0.99886410 0.00260265
1 1 0 3 1 16 1.00016937 0.00223435
1 1 0 3 1 17 1.00007669 0.00231641
1 1 0 3 1 18 0.99918489 0.00224174
1 1 0 3 1 19 1.00015225 0.00237183
1 1 0 3 1 20 0.99881598 0.00283342
1 1 0 3 2 0 0.99964258 0.00244562
1 1 0 3 2 1 0.99993088 0.00267543
1 1 0 3 2 2 1.00011236 0.00237482
1 1 0 3 2 3 1.00049908 0.00225531
1 1 0 3 2 4 1.00071063 0.00218082
1 1 0 3 2 5 1.00036211 0.00249926
1 1 0 3 2 6 1.00067700 0.00248745
1 1 0 3 2 7 1.00004362 0.00245800
1 1 0 3 2 8 1.00010484 0.00230108
1 1 0 3 2 9 0.99940555 0.00240208
1 1 0 3 2 10 0.99910194 0.00192093
1 1 0 3 2 11 0.99959998 0.00252187
1 1 0 3 2 12 0.99962403 0.00272270
1 1 0 3 2 13 1.00052929 0.00233821
1 1 0 3 2 14 1.00036057 0.00221592
1 1 0 3 2 15 1.00043684 0.00243901
1 1 0 3 2 16 1.00029791 0.00250334
1 1 0 3 2 17 0.99920823 0.00224379
1 1 0 3 2 18 1.00001926 0.00235533
1 1 0 3 2 19 0.99955946 0.00244992
1 1 0 3 2 20 0.99964258 0.00244562
1 1 0 3 3 0 0.99971708 0.00263660
1 1 0 3 3 1 1.00015339 0.00275125
1 1 0 3 3 2 1.00063128 0.00250568
1 1 0 3 3 3 1.00030687 0.00269523
1 1 0 3 3 4 0.99993015 0.00260245
1 1 0 3 3 5 1.00072487 0.00264811
1 1 0 3 3 6 1.00000432 0.00241124
1 1 0 3 3 7 0.99996233 0.00262699
1 1 0 3 3 8 0.99875546 0.00250675
1 1 0 3 3 9 0.99932206 0.00286184
1 1 0 3 3 10 1.00037294 0.00268793
1 1 0 3 3 11 1.00006205 0.00259587
1 1 0 3 3 12 1.00000146 0.00259872
1 1 0 3 3 13 0.99977484 0.00248007
1 1 0 3 3 14 1.00012535 0.00271311
1 1 0 3 3 15 1.00023684 0.00245199
1 1 0 3 3 16 1.00017564 0.00247158
1 1 0 3 3 17 1.00025017 0.00231460
1 1 0 3 3 18 1.00048662 0.00266477
1 1 0 3 3 19 0.99987367 0.00273033
1 1 0 3 3 20 0.99971708 0.00263660
1 1 0 3 4 0 0.99876712 0.00249539
1 1 0 3 4 1 0.99949520 0.00242481
1 1 0 3 4 2 0.99954831 0.00235964
1 1 0 3 4 3 1.00013904 0.00242019
1 1 0 3 4 4 0.99935398 0.00232083
1 1 0 3 4 5 0.99947070 0.00217888
1 1 0 3 4 6 0.99933354 0.00263969
1 1 0 3 4 7 0.99845212 0.00235521
1 1 0 3 4 8 0.99838166 0.00247527
1 1 0 3 4 9 0.99912701 0.00272541
1 1 0 3 4 10 0.99984050 0.00271752
1 1 0 3 4 11 0.99959561 0.00288659
1 1 0 3 4 12 1.00028499 0.00263793
1 1 0 3 4 13 0.99912261 0.00256664
1 1 0 3 4 14 0.99941703 0.00237077
1 1 0 3 4 15 0.99818735 0.00242858
1 1 0 3 4 16 0.99970176 0.00219054
1 1 0 3 4 17 1.00029100 0.00258030
1 1 0 3 4 18 0.99919177 0.00248486
1 1 0 3 4 19 0.99932824 0.00229243
1 1 0 3 4 20 0.99876712 0.00249539
1 1 0 3 5 0 1.00071758 0.00262304
1 1 0 3 5 1 0.99992950 0.00225492
1 1 0 3 5 2 1.00100838 0.00215497
1 1 0 3 5 3 1.00068291 0.00220964
1 1 0 3 5 4 1.00022812 0.00228095
1 1 0 3 5 5 0.99980438 0.00233971
1 1 0 3 5 6 1.00021206 0.00222890
1 1 0 3 5 7 1.00130454 0.00227263
1 1 0 3 5 8 1.00064889 0.00222359
1 1 0 3 5 9 1.00000008 0.00240058
1 1 0 3 5 10 0.99983429 0.00229839
1 1 0 3 5 11 1.00095907 0.00218400
1 1 0 3 5 12 1.00041441 0.00235626
1 1 0 3 5 13 1.00139841 0.00244501
1 1 0 3 5 14 1.00117172 0.00229763
1 1 0 3 5 15 1.00003319 0.00262044
1 1 0 3 5 16 1.00131796 0.00248428
1 1 0 3 5 17 0.99994513 0.00229887
1 1 0 3 5 18 1.00050196 0.00227305
1 1 0 3 5 19 1.00067705 0.00229967
1 1 0 3 5 20 1.00071758 0.00262304
1 1 0 3 6 0 1.00011194 0.00238397
1 1 0 3 6 1 1.00029856 0.00259745
1 1 0 3 6 2 0.99958232 0.00235316
1 1 0 3 6 3 0.99971399 0.00229675
1 1 0 3 6 4 1.00048870 0.00205569
1 1 0 3 6 5 0.99979048 0.00238646
1 1 0 3 6 6 1.00115262 0.00227492
1 1 0 3 6 7 1.00024928 0.00258372
1 1 0 3 6 8 1.00063454 0.00249774
1 1 0 3 6 9 0.99983112 0.00247742
1 1 0 3 6 10 0.99996470 0.00217377
1 1 0 3 6 11 1.00142046 0.00234739
1 1 0 3 6 12 0.99975193 0.00262519
1 1 0 3 6 13 1.00029776 0.00242806
1 1 0 3 6 14 0.99938928 0.00236980
1 1 0 3 6 15 1.00053721 0.00251772
1 1 0 3 6 16 1.00060274 0.00224895
1 1 0 3 6 17 0.99964196 0.00243859
1 1 0 3 6 18 1.00116650 0.00224449
1 1 0 3 6 19 1.00028909 0.00264257
1 1 0 3 6 20 1.00011194 0.00238397
1 1 0 3 7 0 1.00137685 0.00225921
1 1 0 3 7 1 1.00010194 0.00257654
1 1 0 3 7 2 1.00081865 0.00230581
1 1 0 3 7 3 0.99978172 0.00240998
1 1 0 3 7 4 1.00078400 0.00250698
1 1 0 3 7 5 0.99938560 0.00233364
1 1 0 3 7 6 1.00048799 0.00223980
1 1 0 3 7 7 1.00046264 0.00244823
1 1 0 3 7 8 1.00056184 0.00235800
1 1 0 3 7 9 1.00149627 0.00245231
1 1 0 3 7 10 1.00089077 0.00236202
1 1 0 3 7 11 1.00055117 0.00258442
1 1 0 3 7 12 1.00008709 0.00261894
1 1 0 3 7 13 1.00006717 0.00253616
1 1 0 3 7 14 1.00030800 0.00239859
1 1 0 3 7 15 1.00042363 0.00226965
1 1 0 3 7 16 1.00063728 0.00231722
1 1 0 3 7 17 0.99929623 0.00236421
1 1 0 3 7 18 0.99968047 0.00241470
1 1 0 3 7 19 0.99956673 0.00230161
1 1 0 3 7 20 1.00137685 0.00225921
1 1 0 3 8 0 1.00057266 0.00255569
1 1 0 3 8 1 1.00034018 0.00222587
1 1 0 3 8 2 0.99956539 0.00215885
1 1 0 3 8 3 1.00051876 0.00245317
1 1 0 3 8 4 1.00036170 0.00232869
1 1 0 3 8 5 1.00083771 0.00228021
1 1 0 3 8 6 1.00000489 0.00236383
1 1 0 3 8 7 1.00070819 0.00246707
1 1 0 3 8 8 0.99991892 0.00220611
1 1 0 3 8 9 1.00109846 0.00244967
1 1 0 3 8 10 1.00035461 0.00242437
1 1 0 3 8 11 0.99938037 0.00219342
1 1 0 3 8 12 1.00069290 0.00225037
1 1 0 3 8 13 0.99985611 0.00198337
1 1 0 3 8 14 1.00038116 0.00250167
1 1 0 3 8 15 1.00057903 0.00255674
1 1 0 3 8 16 0.99981879 0.00241647
1 1 0 3 8 17 1.00034189 0.00242356
1 1 0 3 8 18 1.00087224 0.00264049
1 1 0 3 8 19 1.00059715 0.00235055
1 1 0 3 8 20 1.00057266 0.00255569
1 1 0 3 9 0 0.99882439 0.00257887
1 1 0 3 9 1 0.99954214 0.00246951
1 1 0 3 9 2 0.99903311 0.00238044
1 1 0 3 9 3 0.99889702 0.00241147
1 1 0 3 9 4 0.99938801 0.00256284
1 1 0 3 9 5 0.99980651 0.00246457
1 1 0 3 9 6 0.99968602 0.00237501
1 1 0 3 9 7 0.99940918 0.00252954
1 1 0 3 9 8 0.99912634 0.00229575
1 1 0 3 9 9 1.00056131 0.00258611
1 1 0 3 9 10 0.99978915 0.00236185
1 1 0 3 9 11 0.99939453 0.00275027
1 1 0 3 9 12 1.00009239 0.00237231
1 1 0 3 9 13 0.99865901 0.00247508
1 1 0 3 9 14 0.99950957 0.00270535
1 1 0 3 9 15 0.99929630 0.00244708
1 1 0 3 9 16 0.99901828 0.00268326
1 1 0 3 9 17 0.99893498 0.00250875
1 1 0 3 9 18 0.99967213 0.00235545
1 1 0 3 9 19 0.99982094 0.00235407
1 1 0 3 9 20 0.99882439 0.00257887
1 1 0 3 10 0 1.00030118 0.00238804
1 1 0 3 10 1 1.00067768 0.00235440
1 1 0 3 10 2 0.99994481 0.00255864
1 1 0 3 10 3 0.99997002 0.00251746
1 1 0 3 10 4 1.00039151 0.00225383
1 1 0 3 10 5 0.99891894 0.00250462
1 1 0 3 10 6 0.99988068 0.00231389
1 1 0 3 10 7 1.00031150 0.00237311
1 1 0 3 10 8 1.00014165 0.00244546
1 1 0 3 10 9 0.99995685 0.00219103
1 1 0 3 10 10 1.00000695 0.00261061
1 1 0 3 10 11 0.99958351 0.00228812
1 1 0 3 10 12 0.99868015 0.00221693
1 1 0 3 10 13 1.00043892 0.00262096
1 1 0 3 10 14 1.00024903 0.00279236
1 1 0 3 10 15 1.00001445 0.00234378
1 1 0 3 10 16 0.99894498 0.00246250
1 1 0 3 10 17 0.99845804 0.00258968
1 1 0 3 10 18 0.99983056 0.00246070
1 1 0 3 10 19 1.00017710 0.00285141
1 1 0 3 10 20 1.00030118 0.00238804
1 1 0 3 11 0 0.99902574 0.00242737
1 1 0 3 11 1 0.99886135 0.00235545
1 1 0 3 11 2 0.99900465 0.00248632
1 1 0 3 11 3 0.99937813 0.00235235
1 1 0 3 11 4 0.99902109 0.00271668
1 1 0 3 11 5 0.99918584 0.00233723
1 1 0 3 11 6 0.99916754 0.00239986
1 1 0 3 11 7 0.99922537 0.00258895
1 1 0 3 11 8 0.99987709 0.00261911
1 1 0 3 11 9 0.99868084 0.00252724
1 1 0 3 11 10 0.99930615 0.00247543
1 1 0 3 11 11 1.00037798 0.00234948
1 1 0 3 11 12 0.99921059 0.00249177
1 1 0 3 11 13 0.99918092 0.00244747
1 1 0 3 11 14 0.99958955 0.00253771
1 1 0 3 11 15 0.99957409 0.00249308
1 1 0 3 11 16 0.99964864 0.00250359
1 1 0 3 11 17 0.99955356 0.00253268
1 1 0 3 11 18 0.99944731 0.00257278
1 1 0 3 11 19 0.99867460 0.00232383
1 1 0 3 11 20 0.99902574 0.00242737
1 1 0 4 0 0 0.99743087 0.00220971
1 1 0 4 0 1 0.99927478 0.00249088
1 1 0 4 0 2 0.99924727 0.00228200
1 1 0 4 0 3 0.99910481 0.00257339
1 1 0 4 0 4 0.99955016 0.00225597
1 1 0 4 0 5 0.99838213 0.00217802
1 1 0 4 0 6 0.99925743 0.00252331
1 1 0 4 0 7 0.99941982 0.00247281
1 1 0 4 0 8 0.99958475 0.00214965
1 1 0 4 0 9 0.99859846 0.00209924
1 1 0 4 0 10 0.99838502 0.00208795
1 1 0 4 0 11 0.99846316 0.00269733
1 1 0 4 0 12 0.99884218 0.00251546
1 1 0 4 0 13 0.99860751 0.00245701
1 1 0 4 0 14 0.99955437 0.00225957
1 1 0 4 0 15 0.99871800 0.00278641
1 1 0 4 0 16 0.99866391 0.00217420
1 1 0 4 0 17 0.99904134 0.00234666
1 1 0 4 0 18 0.99935571 0.00221679
1 1 0 4 0 19 0.99821581 0.00240930
1 1 0 4 0 20 0.99743087 0.00220971
1 1 0 4 1 0 1.00128605 0.00255875
1 1 0 4 1 1 0.99994438 0.00249360
1 1 0 4 1 2 0.99967461 0.00251257
1 1 0 4 1 3 0.99993174 0.00260676
1 1 0 4 1 4 0.99981315 0.00289530
1 1 0 4 1 5 1.00044580 0.00239252
1 1 0 4 1 6 1.00008318 0.00209977
1 1 0 4 1 7 0.99958191 0.00257831
1 1 0 4 1 8 0.99966141 0.00244029
1 1 0 4 1 9 0.99974926 0.00231748
1 1 0 4 1 10 0.99935756 0.00268290
1 1 0 4 1 11 1.00084279 0.00252916
1 1 0 4 1 12 0.99993222 0.00253725
1 1 0 4 1 13 1.00060724 0.00274493
1 1 0 4 1 14 1.00001091 0.00247720
1 1 0 4 1 15 0.99931299 0.00253720
1 1 0 4 1 16 0.99958248 0.00252567
1 1 0 4 1 17 1.00003757 0.00252643
1 1 0 4 1 18 1.00019403 0.00238496
1 1 0 4 1 19 1.00126988 0.00230350
1 1 0 4 1 20 1.00128605 0.00255875
1 1 0 4 2 0 0.99908090 0.00221320
1 1 0 4 2 1 0.99956491 0.00252908
1 1 0 4 2 2 0.99965387 0.00261124
1 1 0 4 2 3 1.00012101 0.00234951
1 1 0 4 2 4 0.99927072 0.00224143
1 1 0 4 2 5 0.99933606 0.00230146
1 1 0 4 2 6 0.99928168 0.00226958
1 1 0 4 2 7 1.00013220 0.00253301
1 1 0 4 2 8 0.99899011 0.00225602
1 1 0 4 2 9 0.99989095 0.00225528
1 1 0 4 2 10 0.99956142 0.00246785
1 1 0 4 2 11 0.99973728 0.00252810
1 1 0 4 2 12 0.99933915 0.00212623
1 1 0 4 2 13 0.99920803 0.00239903
1 1 0 4 2 14 0.99940072 0.00232765
1 1 0 4 2 15 0.99980741 0.00276323
1 1 0 4 2 16 1.00004874 0.00218385
1 1 0 4 2 17 0.99920304 0.00227446
1 1 0 4 2 18 1.00054742 0.00253871
1 1 0 4 2 19 1.00090033 0.00234568
1 1 0 4 2 20 0.99908090 0.00221320
1 1 0 4 3 0 0.99929317 0.00236592
1 1 0 4 3 1 0.99912295 0.00225134
1 1 0 4 3 2 0.99878648 0.00259556
1 1 0 4 3 3 0.99960408 0.00217767
1 1 0 4 3 4 0.99998484 0.00241073
1 1 0 4 3 5 0.99964431 0.00234477
1 1 0 4 3 6 0.99929616 0.00227699
1 1 0 4 3 7 0.99929965 0.00246465
1 1 0 4 3 8 0.99938782 0.00225115
1 1 0 4 3 9 0.99749130 0.00242270
1 1 0 4 3 10 0.99920946 0.00231106
1 1 0 4 3 11 1.00033069 0.00241680
1 1 0 4 3 12 0.99909997 0.00266847
1 1 0 4 3 13 0.99845919 0.00236928
1 1 0 4 3 14 0.99903951 0.00234176
1 1 0 4 3 15 0.99911156 0.00219985
1 1 0 4 3 16 0.99893200 0.00237241
1 1 0 4 3 17 0.99925233 0.00213096
1 1 0 4 3 18 0.99892434 0.00240790
1 1 0 4 3 19 0.99983731 0.00252724
1 1 0 4 3 20 0.99929317 0.00236592
1 1 0 4 4 0 0.99999520 0.00273498
1 1 0 4 4 1 1.00044576 0.00259314
1 1 0 4 4 2 0.99997696 0.00280405
1 1 0 4 4 3 1.00057666 0.00270207
1 1 0 4 4 4 1.00047261 0.00254197
1 1 0 4 4 5 0.99920788 0.00251396
1 1 0 4 4 6 1.00025121 0.00250470
1 1 0 4 4 7 1.00046847 0.00254079
1 1 0 4 4 8 0.99976833 0.00241313
1 1 0 4 4 9 1.00047191 0.00243261
1 1 0 4 4 10 1.00061054 0.00272991
1 1 0 4 4 11 1.00011232 0.00236575
1 1 0 4 4 12 1.00040951 0.00274467
1 1 0 4 4 13 1.00066500 0.00277372
1 1 0 4 4 14 1.00029733 0.00247920
1 1 0 4 4 15 1.00048089 0.00277758
1 1 0 4 4 16 1.00053067 0.00241562
1 1 0 4 4 17 1.00054434 0.00267099
1 1 0 4 4 18 1.00056447 0.00252983
1 1 0 4 4 19 1.00038979 0.00226675
1 1 0 4 4 20 0.99999520 0.00273498
1 1 0 4 5 0 1.00044917 0.00241797
1 1 0 4 5 1 0.99940422 0.00204060
1 1 0 4 5 2 1.00024504 0.00257455
1 1 0 4 5 3 1.00008279 0.00230118
1 1 0 4 5 4 0.99952582 0.00249263
1 1 0 4 5 5 0.99917629 0.00226510
1 1 0 4 5 6 0.99849508 0.00241126
1 1 0 4 5 7 1.00026319 0.00222814
1 1 0 4 5 8 0.99854714 0.00210014
1 1 0 4 5 9 0.99924386 0.00260205
1 1 0 4 5 10 0.99971684 0.00238005
1 1 0 4 5 11 0.99964884 0.00236645
1 1 0 4 5 12 0.99987072 0.00248723
1 1 0 4 5 13 0.99941734 0.00255855
1 1 0 4 5 14 0.99959278 0.00248182
1 1 0 4 5 15 0.99955022 0.00245685
1 1 0 4 5 16 1.00016747 0.00218027
1 1 0 4 5 17 1.00005325 0.00198107
1 1 0 4 5 18 0.99952988 0.00207610
1 1 0 4 5 19 0.99956674 0.00219123
1 1 0 4 5 20 1.00044917 0.00241797
1 1 0 4 6 0 0.99901149 0.00212954
1 1 0 4 6 1 1.00017075 0.00219862
1 1 0 4 6 2 0.99920907 0.00231688
1 1 0 4 6 3 0.99925005 0.00223578
1 1 0 4 6 4 0.99947384 0.00209523
1 1 0 4 6 5 0.99982358 0.00255327
1 1 0 4 6 6 0.99998823 0.00212283
1 1 0 4 6 7 0.99923633 0.00242694
1 1 0 4 6 8 0.99900819 0.00211410
1 1 0 4 6 9 0.99908633 0.00231735
1 1 0 4 6 10 0.99984614 0.00220958
1 1 0 4 6 11 1.00005119 0.00259419
1 1 0 4 6 12 0.99889436 0.00214879
1 1 0 4 6 13 0.99955998 0.00221235
1 1 0 4 6 14 0.99941842 0.00217220
1 1 0 4 6 15 0.99970794 0.00214215
1 1 0 4 6 16 0.99881265 0.00196276
1 1 0 4 6 17 0.99934850 0.00257743
1 1 0 4 6 18 0.99890431 0.00232253
1 1 0 4 6 19 1.00004996 0.00240604
1 1 0 4 6 20 0.99901149 0.00212954
1 1 0 4 7 0 1.00023058 0.00258942
1 1 0 4 7 1 0.99964261 0.00278618
